,link,name,price,symbol,volume
31,https://coinmarketcap.com/currencies/ethereum-classic,Ethereum Classic,5.37,ETC,625062368
32,https://coinmarketcap.com/currencies/zcash,Zcash,58.70,ZEC,595291523
33,https://coinmarketcap.com/currencies/omg,OMG Network,3.95,OMG,554350714
34,https://coinmarketcap.com/currencies/uma,UMA,9.39,UMA,517991441
35,https://coinmarketcap.com/currencies/maker,Maker,509.41,MKR,512246852
36,https://coinmarketcap.com/currencies/trueusd,TrueUSD,1.00,TUSD,507494412
37,https://coinmarketcap.com/currencies/synthetix-network-token,Synthetix Network Token,4.74,SNX,482676318
38,https://coinmarketcap.com/currencies/binance-usd,Binance USD,1.00,BUSD,484386887
39,https://coinmarketcap.com/currencies/ontology,Ontology,0.624812,ONT,469779585
40,https://coinmarketcap.com/currencies/uniswap,Uniswap,4.32,UNI,418186411
41,https://coinmarketcap.com/currencies/hedgetrade,HedgeTrade,1.23,HEDG,415979177
42,https://coinmarketcap.com/currencies/okb,OKB,6.10,OKB,366165280
43,https://coinmarketcap.com/currencies/algorand,Algorand,0.323294,ALGO,342209499
44,https://coinmarketcap.com/currencies/ftx-token,FTX Token,3.61,FTT,340653952
45,https://coinmarketcap.com/currencies/basic-attention-token,Basic Attention Token,0.231262,BAT,340478971
46,https://coinmarketcap.com/currencies/dogecoin,Dogecoin,0.002649,DOGE,335024865
47,https://coinmarketcap.com/currencies/compound,Compound,129.68,COMP,332153790
48,https://coinmarketcap.com/currencies/digibyte,DigiByte,0.023870,DGB,324549818
49,https://coinmarketcap.com/currencies/bittorrent,BitTorrent,0.000306,BTT,302927725
50,https://coinmarketcap.com/currencies/0x,0x,0.392459,ZRX,291697262
51,https://coinmarketcap.com/currencies/kusama,Kusama,34.13,KSM,289090568
52,https://coinmarketcap.com/currencies/celo,Celo,2.25,CELO,280253561
53,https://coinmarketcap.com/currencies/hyperion,Hyperion,0.606203,HYN,192024585
54,https://coinmarketcap.com/currencies/energy-web-token,Energy Web Token,8.72,EWT,262189236
55,https://coinmarketcap.com/currencies/loopring,Loopring,0.204491,LRC,233755751
56,https://coinmarketcap.com/currencies/waves,Waves,2.41,WAVES,248401490
57,https://coinmarketcap.com/currencies/paxos-standard,Paxos Standard,1.00,PAX,245252817
58,https://coinmarketcap.com/currencies/icon,ICON,0.408205,ICX,231658344
59,https://coinmarketcap.com/currencies/qtum,Qtum,2.37,QTUM,230169754
60,https://coinmarketcap.com/currencies/celsius,Celsius,0.926363,CEL,221274225
61,https://coinmarketcap.com/currencies/nxm,NXM,37.42,NXM,209943137
62,https://coinmarketcap.com/currencies/kyber-network,Kyber Network,0.954026,KNC,188929531
63,https://coinmarketcap.com/currencies/abbc-coin,ABBC Coin,0.316791,ABBC,186029476
64,https://coinmarketcap.com/currencies/ren,Ren,0.200580,REN,177594167
65,https://coinmarketcap.com/currencies/hedera-hashgraph,Hedera Hashgraph,0.031841,HBAR,175018688
66,https://coinmarketcap.com/currencies/zilliqa,Zilliqa,0.016562,ZIL,173366760
67,https://coinmarketcap.com/currencies/arweave,Arweave,4.76,AR,158822229
68,https://coinmarketcap.com/currencies/augur,Augur,14.10,REP,155072839
69,https://coinmarketcap.com/currencies/the-midas-touch-gold,The Midas Touch Gold,0.027627,TMTG,154822841
70,https://coinmarketcap.com/currencies/sushiswap,SushiSwap,1.23,SUSHI,149790522
71,https://coinmarketcap.com/currencies/zb-token,ZB Token,0.322737,ZB,149520285
72,https://coinmarketcap.com/currencies/lisk,Lisk,1.17,LSK,147469560
73,https://coinmarketcap.com/currencies/decred,Decred,11.80,DCR,142367291
74,https://coinmarketcap.com/currencies/cybervein,CyberVein,0.131093,CVT,139011731
75,https://coinmarketcap.com/currencies/bitcoin-gold,Bitcoin Gold,7.94,BTG,139088975
76,https://coinmarketcap.com/currencies/elrond-egld,Elrond,10.11,EGLD,138591227
77,https://coinmarketcap.com/currencies/siacoin,Siacoin,0.003008,SC,134590788
78,https://coinmarketcap.com/currencies/band-protocol,Band Protocol,6.48,BAND,132823875
79,https://coinmarketcap.com/currencies/enjin-coin,Enjin Coin,0.160419,ENJ,131736020
80,https://coinmarketcap.com/currencies/decentraland,Decentraland,0.088600,MANA,129580466
81,https://coinmarketcap.com/currencies/husd,HUSD,1.00,HUSD,129432392
82,https://coinmarketcap.com/currencies/terra-luna,Terra,0.326471,LUNA,126074694
83,https://coinmarketcap.com/currencies/ocean-protocol,Ocean Protocol,0.343210,OCEAN,123259586
84,https://coinmarketcap.com/currencies/revain,Revain,0.010523,REV,120848241
85,https://coinmarketcap.com/currencies/aragon,Aragon,3.58,ANT,118762277
86,https://coinmarketcap.com/currencies/swipe,Swipe,1.57,SXP,117396600
87,https://coinmarketcap.com/currencies/yearn-finance-ii,DFI.Money,2889.67,YFII,111529659
88,https://coinmarketcap.com/currencies/solana,Solana,2.92,SOL,115652723
89,https://coinmarketcap.com/currencies/nervos-network,Nervos Network,0.005184,CKB,108039687
90,https://coinmarketcap.com/currencies/orchid,Orchid,0.292337,OXT,107458586
91,https://coinmarketcap.com/currencies/nano,Nano,0.796226,NANO,106095712
92,https://coinmarketcap.com/currencies/dxchain-token,DxChain Token,0.002055,DX,102734711
93,https://coinmarketcap.com/currencies/quant,Quant,8.68,QNT,104805463
94,https://coinmarketcap.com/currencies/balancer,Balancer,14.75,BAL,102416048
95,https://coinmarketcap.com/currencies/golem-network-tokens,Golem,0.102745,GNT,101786353
96,https://coinmarketcap.com/currencies/bitcoin-diamond,Bitcoin Diamond,0.536714,BCD,100093407
97,https://coinmarketcap.com/currencies/ravencoin,Ravencoin,0.013827,RVN,98777292
98,https://coinmarketcap.com/currencies/avalanche,Avalanche,4.01,AVAX,98274623
99,https://coinmarketcap.com/currencies/bytom,Bytom,0.070565,BTM,97094997
100,https://coinmarketcap.com/currencies/bitcoin,Bitcoin,10650.00,BTC,197058578263
101,https://coinmarketcap.com/currencies/ethereum,Ethereum,352.91,ETH,39808361538
102,https://coinmarketcap.com/currencies/tether,Tether,1.00,USDT,15469733103
103,https://coinmarketcap.com/currencies/xrp,XRP,0.239313,XRP,10801680798
104,https://coinmarketcap.com/currencies/bitcoin-cash,Bitcoin Cash,225.92,BCH,4186618165
105,https://coinmarketcap.com/currencies/binance-coin,Binance Coin,27.72,BNB,4002602030
106,https://coinmarketcap.com/currencies/polkadot-new,Polkadot,4.39,DOT,3740661222
107,https://coinmarketcap.com/currencies/chainlink,Chainlink,9.50,LINK,3324863031
108,https://coinmarketcap.com/currencies/bitcoin-sv,Bitcoin SV,170.08,BSV,3151488527
109,https://coinmarketcap.com/currencies/crypto-com-coin,Crypto.com Coin,0.152079,CRO,3094360666
110,https://coinmarketcap.com/currencies/cardano,Cardano,0.098354,ADA,3060035107
111,https://coinmarketcap.com/currencies/litecoin,Litecoin,45.02,LTC,2951717729
112,https://coinmarketcap.com/currencies/usd-coin,USD Coin,1.00,USDC,2538568070
113,https://coinmarketcap.com/currencies/eos,EOS,2.58,EOS,2413930342
114,https://coinmarketcap.com/currencies/tron,TRON,0.025589,TRX,1833727427
115,https://coinmarketcap.com/currencies/monero,Monero,95.25,XMR,1687109936
116,https://coinmarketcap.com/currencies/tezos,Tezos,2.19,XTZ,1631734679
117,https://coinmarketcap.com/currencies/stellar,Stellar,0.072517,XLM,1504000950
118,https://coinmarketcap.com/currencies/neo,Neo,19.24,NEO,1356833284
119,https://coinmarketcap.com/currencies/unus-sed-leo,UNUS SED LEO,1.26,LEO,1259676240
120,https://coinmarketcap.com/currencies/nem,NEM,0.115742,XEM,1041675045
121,https://coinmarketcap.com/currencies/cosmos,Cosmos,4.86,ATOM,990768755
122,https://coinmarketcap.com/currencies/wrapped-bitcoin,Wrapped Bitcoin,10654.16,WBTC,980359933
123,https://coinmarketcap.com/currencies/huobi-token,Huobi Token,4.61,HT,967222258
124,https://coinmarketcap.com/currencies/multi-collateral-dai,Dai,1.01,DAI,915869845
125,https://coinmarketcap.com/currencies/vechain,VeChain,0.012438,VET,799974120
126,https://coinmarketcap.com/currencies/iota,IOTA,0.263061,MIOTA,731185659
127,https://coinmarketcap.com/currencies/yearn-finance,yearn.finance,23926.56,YFI,717023142
128,https://coinmarketcap.com/currencies/aave,Aave,0.505115,LEND,656649774
129,https://coinmarketcap.com/currencies/theta,THETA,0.756754,THETA,658756392
130,https://coinmarketcap.com/currencies/dash,Dash,66.98,DASH,652035160
131,https://coinmarketcap.com/currencies/ethereum-classic,Ethereum Classic,5.34,ETC,621531785
132,https://coinmarketcap.com/currencies/zcash,Zcash,58.32,ZEC,591467979
133,https://coinmarketcap.com/currencies/omg,OMG Network,3.87,OMG,542796651
134,https://coinmarketcap.com/currencies/uma,UMA,9.55,UMA,526729404
135,https://coinmarketcap.com/currencies/maker,Maker,509.86,MKR,512700339
136,https://coinmarketcap.com/currencies/trueusd,TrueUSD,1.00,TUSD,507691023
137,https://coinmarketcap.com/currencies/synthetix-network-token,Synthetix Network Token,4.72,SNX,480442191
138,https://coinmarketcap.com/currencies/binance-usd,Binance USD,1.00,BUSD,484386887
139,https://coinmarketcap.com/currencies/ontology,Ontology,0.621193,ONT,467058134
140,https://coinmarketcap.com/currencies/uniswap,Uniswap,4.27,UNI,413781590
141,https://coinmarketcap.com/currencies/hedgetrade,HedgeTrade,1.23,HEDG,416104957
142,https://coinmarketcap.com/currencies/okb,OKB,6.09,OKB,365218657
143,https://coinmarketcap.com/currencies/algorand,Algorand,0.321750,ALGO,340575697
144,https://coinmarketcap.com/currencies/ftx-token,FTX Token,3.60,FTT,339625753
145,https://coinmarketcap.com/currencies/basic-attention-token,Basic Attention Token,0.230360,BAT,339150777
146,https://coinmarketcap.com/currencies/dogecoin,Dogecoin,0.002651,DOGE,335223498
147,https://coinmarketcap.com/currencies/compound,Compound,129.02,COMP,330461749
148,https://coinmarketcap.com/currencies/digibyte,DigiByte,0.023803,DGB,323635298
149,https://coinmarketcap.com/currencies/bittorrent,BitTorrent,0.000306,BTT,303145495
150,https://coinmarketcap.com/currencies/kusama,Kusama,34.08,KSM,288643897
151,https://coinmarketcap.com/currencies/0x,0x,0.386156,ZRX,287012103
152,https://coinmarketcap.com/currencies/celo,Celo,2.25,CELO,279864998
153,https://coinmarketcap.com/currencies/hyperion,Hyperion,0.607186,HYN,192335787
154,https://coinmarketcap.com/currencies/energy-web-token,Energy Web Token,8.72,EWT,262219935
155,https://coinmarketcap.com/currencies/waves,Waves,2.40,WAVES,247329901
156,https://coinmarketcap.com/currencies/paxos-standard,Paxos Standard,1.00,PAX,245413489
157,https://coinmarketcap.com/currencies/loopring,Loopring,0.198831,LRC,227286042
158,https://coinmarketcap.com/currencies/icon,ICON,0.408973,ICX,232093904
159,https://coinmarketcap.com/currencies/qtum,Qtum,2.35,QTUM,228939753
160,https://coinmarketcap.com/currencies/celsius,Celsius,0.925461,CEL,221058763
161,https://coinmarketcap.com/currencies/nxm,NXM,37.22,NXM,208799985
162,https://coinmarketcap.com/currencies/kyber-network,Kyber Network,0.953837,KNC,188892045
163,https://coinmarketcap.com/currencies/abbc-coin,ABBC Coin,0.316106,ABBC,185627376
164,https://coinmarketcap.com/currencies/ren,Ren,0.199436,REN,176581448
165,https://coinmarketcap.com/currencies/hedera-hashgraph,Hedera Hashgraph,0.031831,HBAR,174964778
166,https://coinmarketcap.com/currencies/zilliqa,Zilliqa,0.016274,ZIL,170359982
167,https://coinmarketcap.com/currencies/arweave,Arweave,4.79,AR,160046469
168,https://coinmarketcap.com/currencies/the-midas-touch-gold,The Midas Touch Gold,0.027663,TMTG,155024819
169,https://coinmarketcap.com/currencies/augur,Augur,14.12,REP,155280823
170,https://coinmarketcap.com/currencies/zb-token,ZB Token,0.323566,ZB,149904309
171,https://coinmarketcap.com/currencies/sushiswap,SushiSwap,1.20,SUSHI,146227077
172,https://coinmarketcap.com/currencies/lisk,Lisk,1.17,LSK,146795060
173,https://coinmarketcap.com/currencies/decred,Decred,11.79,DCR,142241007
174,https://coinmarketcap.com/currencies/cybervein,CyberVein,0.131225,CVT,139151799
175,https://coinmarketcap.com/currencies/bitcoin-gold,Bitcoin Gold,7.93,BTG,138913027
176,https://coinmarketcap.com/currencies/elrond-egld,Elrond,10.01,EGLD,137198984
177,https://coinmarketcap.com/currencies/siacoin,Siacoin,0.002982,SC,133438267
178,https://coinmarketcap.com/currencies/band-protocol,Band Protocol,6.41,BAND,131410616
179,https://coinmarketcap.com/currencies/enjin-coin,Enjin Coin,0.157037,ENJ,128958721
180,https://coinmarketcap.com/currencies/decentraland,Decentraland,0.088683,MANA,129701634
181,https://coinmarketcap.com/currencies/husd,HUSD,1.00,HUSD,129437044
182,https://coinmarketcap.com/currencies/terra-luna,Terra,0.324669,LUNA,125378863
183,https://coinmarketcap.com/currencies/ocean-protocol,Ocean Protocol,0.342818,OCEAN,123118779
184,https://coinmarketcap.com/currencies/revain,Revain,0.010507,REV,120669716
185,https://coinmarketcap.com/currencies/aragon,Aragon,3.54,ANT,117319986
186,https://coinmarketcap.com/currencies/yearn-finance-ii,DFI.Money,2888.65,YFII,111490247
187,https://coinmarketcap.com/currencies/solana,Solana,2.91,SOL,115000010
188,https://coinmarketcap.com/currencies/swipe,Swipe,1.53,SXP,114816489
189,https://coinmarketcap.com/currencies/nervos-network,Nervos Network,0.005158,CKB,107480299
190,https://coinmarketcap.com/currencies/nano,Nano,0.791103,NANO,105413125
191,https://coinmarketcap.com/currencies/dxchain-token,DxChain Token,0.002046,DX,102287473
192,https://coinmarketcap.com/currencies/orchid,Orchid,0.284455,OXT,104561102
193,https://coinmarketcap.com/currencies/quant,Quant,8.65,QNT,104447974
194,https://coinmarketcap.com/currencies/golem-network-tokens,Golem,0.102398,GNT,101442898
195,https://coinmarketcap.com/currencies/balancer,Balancer,14.65,BAL,101704393
196,https://coinmarketcap.com/currencies/bitcoin-diamond,Bitcoin Diamond,0.536570,BCD,100066505
197,https://coinmarketcap.com/currencies/avalanche,Avalanche,4.00,AVAX,97947155
198,https://coinmarketcap.com/currencies/ravencoin,Ravencoin,0.013819,RVN,98715890
199,https://coinmarketcap.com/currencies/bytom,Bytom,0.070250,BTM,96661808
200,https://coinmarketcap.com/currencies/bitcoin,Bitcoin,10650.00,BTC,197058578263
201,https://coinmarketcap.com/currencies/ethereum,Ethereum,352.91,ETH,39808361538
202,https://coinmarketcap.com/currencies/tether,Tether,1.00,USDT,15469733103
203,https://coinmarketcap.com/currencies/xrp,XRP,0.239313,XRP,10801680798
204,https://coinmarketcap.com/currencies/bitcoin-cash,Bitcoin Cash,225.92,BCH,4186618165
205,https://coinmarketcap.com/currencies/binance-coin,Binance Coin,27.72,BNB,4002602030
206,https://coinmarketcap.com/currencies/polkadot-new,Polkadot,4.39,DOT,3740661222
207,https://coinmarketcap.com/currencies/chainlink,Chainlink,9.50,LINK,3324863031
208,https://coinmarketcap.com/currencies/bitcoin-sv,Bitcoin SV,170.08,BSV,3151488527
209,https://coinmarketcap.com/currencies/crypto-com-coin,Crypto.com Coin,0.152079,CRO,3094360666
210,https://coinmarketcap.com/currencies/cardano,Cardano,0.098354,ADA,3060035107
211,https://coinmarketcap.com/currencies/litecoin,Litecoin,45.02,LTC,2951717729
212,https://coinmarketcap.com/currencies/usd-coin,USD Coin,1.00,USDC,2538568070
213,https://coinmarketcap.com/currencies/eos,EOS,2.58,EOS,2413930342
214,https://coinmarketcap.com/currencies/tron,TRON,0.025589,TRX,1833727427
215,https://coinmarketcap.com/currencies/monero,Monero,95.25,XMR,1687109936
216,https://coinmarketcap.com/currencies/tezos,Tezos,2.19,XTZ,1631734679
217,https://coinmarketcap.com/currencies/stellar,Stellar,0.072517,XLM,1504000950
218,https://coinmarketcap.com/currencies/neo,Neo,19.24,NEO,1356833284
219,https://coinmarketcap.com/currencies/unus-sed-leo,UNUS SED LEO,1.26,LEO,1259676240
220,https://coinmarketcap.com/currencies/nem,NEM,0.115742,XEM,1041675045
221,https://coinmarketcap.com/currencies/cosmos,Cosmos,4.86,ATOM,990768755
222,https://coinmarketcap.com/currencies/wrapped-bitcoin,Wrapped Bitcoin,10654.16,WBTC,980359933
223,https://coinmarketcap.com/currencies/huobi-token,Huobi Token,4.61,HT,967222258
224,https://coinmarketcap.com/currencies/multi-collateral-dai,Dai,1.01,DAI,915869845
225,https://coinmarketcap.com/currencies/vechain,VeChain,0.012438,VET,799974120
226,https://coinmarketcap.com/currencies/iota,IOTA,0.263061,MIOTA,731185659
227,https://coinmarketcap.com/currencies/yearn-finance,yearn.finance,23926.56,YFI,717023142
228,https://coinmarketcap.com/currencies/aave,Aave,0.505115,LEND,656649774
229,https://coinmarketcap.com/currencies/theta,THETA,0.756754,THETA,658756392
230,https://coinmarketcap.com/currencies/dash,Dash,66.98,DASH,652035160
231,https://coinmarketcap.com/currencies/ethereum-classic,Ethereum Classic,5.34,ETC,621531785
232,https://coinmarketcap.com/currencies/zcash,Zcash,58.32,ZEC,591467979
233,https://coinmarketcap.com/currencies/omg,OMG Network,3.87,OMG,542796651
234,https://coinmarketcap.com/currencies/uma,UMA,9.55,UMA,526729404
235,https://coinmarketcap.com/currencies/maker,Maker,509.86,MKR,512700339
236,https://coinmarketcap.com/currencies/trueusd,TrueUSD,1.00,TUSD,507691023
237,https://coinmarketcap.com/currencies/synthetix-network-token,Synthetix Network Token,4.72,SNX,480442191
238,https://coinmarketcap.com/currencies/binance-usd,Binance USD,1.00,BUSD,484386887
239,https://coinmarketcap.com/currencies/ontology,Ontology,0.621193,ONT,467058134
240,https://coinmarketcap.com/currencies/uniswap,Uniswap,4.27,UNI,413781590
241,https://coinmarketcap.com/currencies/hedgetrade,HedgeTrade,1.23,HEDG,416104957
242,https://coinmarketcap.com/currencies/okb,OKB,6.09,OKB,365218657
243,https://coinmarketcap.com/currencies/algorand,Algorand,0.321750,ALGO,340575697
244,https://coinmarketcap.com/currencies/ftx-token,FTX Token,3.60,FTT,339625753
245,https://coinmarketcap.com/currencies/basic-attention-token,Basic Attention Token,0.230360,BAT,339150777
246,https://coinmarketcap.com/currencies/dogecoin,Dogecoin,0.002651,DOGE,335223498
247,https://coinmarketcap.com/currencies/compound,Compound,129.02,COMP,330461749
248,https://coinmarketcap.com/currencies/digibyte,DigiByte,0.023803,DGB,323635298
249,https://coinmarketcap.com/currencies/bittorrent,BitTorrent,0.000306,BTT,303145495
250,https://coinmarketcap.com/currencies/kusama,Kusama,34.08,KSM,288643897
251,https://coinmarketcap.com/currencies/0x,0x,0.386156,ZRX,287012103
252,https://coinmarketcap.com/currencies/celo,Celo,2.25,CELO,279864998
253,https://coinmarketcap.com/currencies/hyperion,Hyperion,0.607186,HYN,192335787
254,https://coinmarketcap.com/currencies/energy-web-token,Energy Web Token,8.72,EWT,262219935
255,https://coinmarketcap.com/currencies/waves,Waves,2.40,WAVES,247329901
256,https://coinmarketcap.com/currencies/paxos-standard,Paxos Standard,1.00,PAX,245413489
257,https://coinmarketcap.com/currencies/loopring,Loopring,0.198831,LRC,227286042
258,https://coinmarketcap.com/currencies/icon,ICON,0.408973,ICX,232093904
259,https://coinmarketcap.com/currencies/qtum,Qtum,2.35,QTUM,228939753
260,https://coinmarketcap.com/currencies/celsius,Celsius,0.925461,CEL,221058763
261,https://coinmarketcap.com/currencies/nxm,NXM,37.22,NXM,208799985
262,https://coinmarketcap.com/currencies/kyber-network,Kyber Network,0.953837,KNC,188892045
263,https://coinmarketcap.com/currencies/abbc-coin,ABBC Coin,0.316106,ABBC,185627376
264,https://coinmarketcap.com/currencies/ren,Ren,0.199436,REN,176581448
265,https://coinmarketcap.com/currencies/hedera-hashgraph,Hedera Hashgraph,0.031831,HBAR,174964778
266,https://coinmarketcap.com/currencies/zilliqa,Zilliqa,0.016274,ZIL,170359982
267,https://coinmarketcap.com/currencies/arweave,Arweave,4.79,AR,160046469
268,https://coinmarketcap.com/currencies/the-midas-touch-gold,The Midas Touch Gold,0.027663,TMTG,155024819
269,https://coinmarketcap.com/currencies/augur,Augur,14.12,REP,155280823
270,https://coinmarketcap.com/currencies/zb-token,ZB Token,0.323566,ZB,149904309
271,https://coinmarketcap.com/currencies/sushiswap,SushiSwap,1.20,SUSHI,146227077
272,https://coinmarketcap.com/currencies/lisk,Lisk,1.17,LSK,146795060
273,https://coinmarketcap.com/currencies/decred,Decred,11.79,DCR,142241007
274,https://coinmarketcap.com/currencies/cybervein,CyberVein,0.131225,CVT,139151799
275,https://coinmarketcap.com/currencies/bitcoin-gold,Bitcoin Gold,7.93,BTG,138913027
276,https://coinmarketcap.com/currencies/elrond-egld,Elrond,10.01,EGLD,137198984
277,https://coinmarketcap.com/currencies/siacoin,Siacoin,0.002982,SC,133438267
278,https://coinmarketcap.com/currencies/band-protocol,Band Protocol,6.41,BAND,131410616
279,https://coinmarketcap.com/currencies/enjin-coin,Enjin Coin,0.157037,ENJ,128958721
280,https://coinmarketcap.com/currencies/decentraland,Decentraland,0.088683,MANA,129701634
281,https://coinmarketcap.com/currencies/husd,HUSD,1.00,HUSD,129437044
282,https://coinmarketcap.com/currencies/terra-luna,Terra,0.324669,LUNA,125378863
283,https://coinmarketcap.com/currencies/ocean-protocol,Ocean Protocol,0.342818,OCEAN,123118779
284,https://coinmarketcap.com/currencies/revain,Revain,0.010507,REV,120669716
285,https://coinmarketcap.com/currencies/aragon,Aragon,3.54,ANT,117319986
286,https://coinmarketcap.com/currencies/yearn-finance-ii,DFI.Money,2888.65,YFII,111490247
287,https://coinmarketcap.com/currencies/solana,Solana,2.91,SOL,115000010
288,https://coinmarketcap.com/currencies/swipe,Swipe,1.53,SXP,114816489
289,https://coinmarketcap.com/currencies/nervos-network,Nervos Network,0.005158,CKB,107480299
290,https://coinmarketcap.com/currencies/nano,Nano,0.791103,NANO,105413125
291,https://coinmarketcap.com/currencies/dxchain-token,DxChain Token,0.002046,DX,102287473
292,https://coinmarketcap.com/currencies/orchid,Orchid,0.284455,OXT,104561102
293,https://coinmarketcap.com/currencies/quant,Quant,8.65,QNT,104447974
294,https://coinmarketcap.com/currencies/golem-network-tokens,Golem,0.102398,GNT,101442898
295,https://coinmarketcap.com/currencies/balancer,Balancer,14.65,BAL,101704393
296,https://coinmarketcap.com/currencies/bitcoin-diamond,Bitcoin Diamond,0.536570,BCD,100066505
297,https://coinmarketcap.com/currencies/avalanche,Avalanche,4.00,AVAX,97947155
298,https://coinmarketcap.com/currencies/ravencoin,Ravencoin,0.013819,RVN,98715890
299,https://coinmarketcap.com/currencies/bytom,Bytom,0.070250,BTM,96661808
300,https://coinmarketcap.com/currencies/bitcoin,Bitcoin,10650.83,BTC,197073936280
301,https://coinmarketcap.com/currencies/ethereum,Ethereum,352.91,ETH,39808361538
302,https://coinmarketcap.com/currencies/tether,Tether,1.00,USDT,15469733103
303,https://coinmarketcap.com/currencies/xrp,XRP,0.239312,XRP,10801635516
304,https://coinmarketcap.com/currencies/bitcoin-cash,Bitcoin Cash,225.92,BCH,4186618165
305,https://coinmarketcap.com/currencies/binance-coin,Binance Coin,27.72,BNB,4002602029
306,https://coinmarketcap.com/currencies/polkadot-new,Polkadot,4.39,DOT,3740660334
307,https://coinmarketcap.com/currencies/chainlink,Chainlink,9.50,LINK,3324866119
308,https://coinmarketcap.com/currencies/bitcoin-sv,Bitcoin SV,170.08,BSV,3151493191
309,https://coinmarketcap.com/currencies/crypto-com-coin,Crypto.com Coin,0.152079,CRO,3094365445
310,https://coinmarketcap.com/currencies/cardano,Cardano,0.098354,ADA,3060034220
311,https://coinmarketcap.com/currencies/litecoin,Litecoin,45.02,LTC,2951713877
312,https://coinmarketcap.com/currencies/usd-coin,USD Coin,1.00,USDC,2538568070
313,https://coinmarketcap.com/currencies/eos,EOS,2.58,EOS,2413930342
314,https://coinmarketcap.com/currencies/tron,TRON,0.025589,TRX,1833728787
315,https://coinmarketcap.com/currencies/monero,Monero,95.25,XMR,1687109681
316,https://coinmarketcap.com/currencies/tezos,Tezos,2.19,XTZ,1631733413
317,https://coinmarketcap.com/currencies/stellar,Stellar,0.072517,XLM,1504000955
318,https://coinmarketcap.com/currencies/neo,Neo,19.24,NEO,1356833284
319,https://coinmarketcap.com/currencies/unus-sed-leo,UNUS SED LEO,1.26,LEO,1259676240
320,https://coinmarketcap.com/currencies/nem,NEM,0.115742,XEM,1041675047
321,https://coinmarketcap.com/currencies/cosmos,Cosmos,4.86,ATOM,990769105
322,https://coinmarketcap.com/currencies/wrapped-bitcoin,Wrapped Bitcoin,10654.16,WBTC,980359933
323,https://coinmarketcap.com/currencies/huobi-token,Huobi Token,4.61,HT,967222219
324,https://coinmarketcap.com/currencies/multi-collateral-dai,Dai,1.01,DAI,915870346
325,https://coinmarketcap.com/currencies/vechain,VeChain,0.012438,VET,799973897
326,https://coinmarketcap.com/currencies/iota,IOTA,0.263061,MIOTA,731185659
327,https://coinmarketcap.com/currencies/yearn-finance,yearn.finance,23926.57,YFI,717023487
328,https://coinmarketcap.com/currencies/aave,Aave,0.505115,LEND,656648995
329,https://coinmarketcap.com/currencies/theta,THETA,0.756753,THETA,658755952
330,https://coinmarketcap.com/currencies/dash,Dash,66.98,DASH,652033660
