ID,TMC,Severity,Start_Time,Distance(mi),Side,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset
A-142,201.0,2,2016-02-15 05:22:00,0.01,L,Montgomery,OH,23.0,92.0,1.5,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-143,241.0,3,2016-02-15 05:42:25,0.71,R,Franklin,OH,21.9,89.0,5.0,5.8,Light Freezing Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night
A-144,201.0,3,2016-02-15 06:36:00,0.01,R,Franklin,OH,22.8,96.0,3.0,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-145,241.0,2,2016-02-15 07:02:39,2.04,R,Franklin,OH,23.0,86.0,3.0,5.8,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-146,201.0,3,2016-02-15 07:17:51,0.01,L,Montgomery,OH,23.0,96.0,0.2,5.8,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-147,241.0,2,2016-02-15 07:15:56,0.0,L,Montgomery,OH,24.1,98.0,1.5,5.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-148,201.0,3,2016-02-15 07:07:00,0.01,R,Franklin,OH,24.8,100.0,1.5,5.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-149,201.0,3,2016-02-15 07:23:58,0.01,R,Montgomery,OH,24.8,100.0,1.5,2.3,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-150,241.0,2,2016-02-15 07:28:24,0.01,R,Montgomery,OH,24.1,96.0,0.8,4.6,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-151,201.0,2,2016-02-15 07:37:49,0.0,L,Cuyahoga,OH,21.0,85.0,4.0,11.5,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-152,241.0,3,2016-02-15 07:46:58,0.01,R,Montgomery,OH,24.1,96.0,0.8,4.6,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-153,241.0,3,2016-02-15 07:52:29,0.01,R,Montgomery,OH,26.1,92.0,4.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-154,241.0,2,2016-02-15 08:00:58,0.01,L,Franklin,OH,24.1,91.0,1.0,5.8,Light Freezing Drizzle,False,False,False,False,False,False,False,False,True,False,False,True,False,Day
A-155,241.0,2,2016-02-15 08:11:33,0.01,L,Montgomery,OH,25.0,96.0,0.8,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-156,241.0,2,2016-02-15 08:10:15,0.01,R,Franklin,OH,24.1,91.0,1.0,5.8,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-157,201.0,2,2016-02-15 08:15:01,0.0,R,Summit,OH,23.0,85.0,2.0,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-158,201.0,2,2016-02-15 08:31:47,0.01,R,Franklin,OH,26.1,88.0,1.0,5.8,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-159,201.0,2,2016-02-15 08:39:04,0.0,L,Montgomery,OH,27.0,98.0,2.5,3.5,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-160,201.0,2,2016-02-15 11:31:02,0.01,R,Montgomery,OH,32.0,100.0,1.5,5.8,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day
A-161,201.0,2,2016-02-15 12:30:47,0.01,R,Licking,OH,32.0,85.0,5.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-162,201.0,2,2016-02-15 12:34:50,0.01,R,Montgomery,OH,32.0,100.0,4.0,5.8,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day
A-163,201.0,2,2016-02-15 12:53:44,0.01,R,Franklin,OH,30.9,89.0,2.0,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-164,201.0,1,2016-02-15 17:22:10,0.0,R,Cuyahoga,OH,33.1,82.0,7.0,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-165,201.0,2,2016-02-15 18:27:18,0.01,R,Franklin,OH,33.6,94.0,7.0,3.5,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Night
A-166,201.0,3,2016-02-15 19:37:18,0.01,R,Franklin,OH,32.9,100.0,1.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-167,201.0,2,2016-02-15 21:09:25,0.0,R,Crawford,OH,32.0,100.0,0.5,5.8,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-168,241.0,3,2016-02-16 04:05:51,0.01,R,Franklin,OH,32.0,100.0,1.2,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-169,201.0,3,2016-02-16 04:32:29,0.01,R,Summit,OH,34.0,89.0,1.2,6.9,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night
A-170,201.0,3,2016-02-16 05:22:24,0.01,R,Franklin,OH,32.2,100.0,3.0,6.9,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-171,201.0,2,2016-02-16 05:37:52,0.0,R,Franklin,OH,32.0,99.0,2.5,5.8,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-172,241.0,3,2016-02-16 06:05:20,0.01,R,Franklin,OH,33.1,96.0,5.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-173,201.0,3,2016-02-16 06:17:32,0.01,R,Franklin,OH,33.1,96.0,5.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-174,201.0,2,2016-02-16 06:32:55,0.01,R,Franklin,OH,32.0,96.0,5.0,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night
A-175,201.0,2,2016-02-16 06:29:15,0.01,R,Franklin,OH,32.0,92.0,2.0,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-176,201.0,2,2016-02-16 06:39:15,0.0,L,Montgomery,OH,30.9,96.0,2.0,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-177,201.0,3,2016-02-16 06:34:11,1.65,R,Franklin,OH,32.2,100.0,4.0,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-178,341.0,3,2016-02-16 06:47:00,0.01,R,Cuyahoga,OH,32.0,92.0,1.8,8.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-179,201.0,2,2016-02-16 06:50:07,0.01,R,Montgomery,OH,32.0,88.0,3.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-180,201.0,2,2016-02-16 06:50:44,0.01,R,Franklin,OH,32.0,99.0,7.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night
A-181,201.0,3,2016-02-16 07:02:31,0.01,R,Franklin,OH,32.0,100.0,3.0,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-182,241.0,2,2016-02-16 07:10:35,0.01,R,Pickaway,OH,32.0,99.0,7.0,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-183,201.0,2,2016-02-16 07:12:17,0.01,R,Franklin,OH,32.0,100.0,3.0,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night
A-184,201.0,2,2016-02-16 07:29:07,0.01,R,Montgomery,OH,30.0,100.0,2.0,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-185,201.0,3,2016-02-16 07:52:41,0.01,R,Franklin,OH,32.0,96.0,3.0,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-186,201.0,2,2016-02-16 07:55:23,0.01,L,Richland,OH,30.0,100.0,5.0,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-187,201.0,3,2016-02-16 07:56:09,0.01,L,Summit,OH,34.0,89.0,1.8,6.9,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-188,241.0,3,2016-02-16 07:58:47,0.01,R,Franklin,OH,32.0,88.0,5.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-189,201.0,2,2016-02-16 08:13:51,0.01,R,Franklin,OH,32.0,96.0,3.0,9.2,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Day
A-190,241.0,2,2016-02-16 08:20:32,1.65,R,Adams,OH,30.9,100.0,1.0,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-191,241.0,3,2016-02-16 08:26:30,0.01,L,Franklin,OH,32.0,100.0,2.5,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-192,201.0,2,2016-02-16 08:36:20,0.01,R,Montgomery,OH,30.0,96.0,1.5,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-193,201.0,3,2016-02-16 08:42:17,0.01,R,Franklin,OH,32.0,88.0,4.0,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-194,201.0,2,2016-02-16 08:41:46,0.01,R,Franklin,OH,32.0,97.0,3.0,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-195,241.0,2,2016-02-16 08:57:31,0.01,R,Franklin,OH,32.0,96.0,2.5,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-196,201.0,2,2016-02-16 10:03:00,0.01,R,Franklin,OH,33.1,92.0,2.5,10.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-197,201.0,2,2016-02-16 10:58:52,0.0,R,Greene,OH,31.1,88.0,6.0,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
A-198,201.0,2,2016-02-16 11:12:18,0.01,R,Montgomery,OH,30.9,76.0,6.0,9.2,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day
A-199,201.0,2,2016-02-16 11:11:35,0.01,R,Montgomery,OH,30.0,92.0,1.8,5.8,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day
A-200,201.0,2,2016-02-16 11:10:17,0.0,L,Montgomery,OH,31.1,88.0,6.0,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day
