,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
119,A-120,MapQuest,201.0,3,2016-02-11 19:11:00,2016-02-11 21:00:00,39.969223,-82.984131,,,0.01,Right lane blocked due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,,E Innerbelt S,R,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,2016-02-11 18:51:00,19.0,,57.0,30.34,9.0,Calm,,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
120,A-121,MapQuest-Bing,201.0,3,2016-02-11 19:22:00,2016-02-11 21:00:00,39.995369000000004,-82.985085,,,0.01,Right lane blocked due to accident on I-71 Southbound at Exit 110B 11th Ave.,,North Fwy S,R,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-02-11 19:51:00,17.1,11.7,62.0,30.35,10.0,SW,3.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
121,A-122,MapQuest,201.0,3,2016-02-11 20:48:00,2016-02-11 23:54:00,39.744873,-84.205025,,,0.01,Left lane blocked due to accident on I-75 Northbound at Exits 52 52B US-35.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-11 20:56:00,17.1,,68.0,30.35,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
122,A-123,MapQuest,201.0,2,2016-02-12 16:16:51,2016-02-12 17:01:51,39.749786,-84.199493,,,0.0,Accident on Washington St at Edwin C Moses Blvd.,540.0,S Edwin C Moses Blvd,L,Dayton,Montgomery,OH,45402-8430,US,US/Eastern,KFFO,2016-02-12 16:13:00,26.6,14.3,59.0,30.04,10.0,West,16.1,,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
123,A-124,MapQuest,201.0,2,2016-02-12 16:42:52,2016-02-12 17:27:52,39.780331,-84.195076,,,0.01,Accident on Stanley Ave at Helena St.,1258.0,Stanley Ave,R,Dayton,Montgomery,OH,45404-1016,US,US/Eastern,KFFO,2016-02-12 16:58:00,25.5,12.9,66.0,30.11,7.0,West,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
124,A-125,MapQuest,246.0,3,2016-02-12 17:47:41,2016-02-12 18:52:13,40.109928000000004,-82.97820300000001,,,1.67,Three lanes blocked due to accident on I-71 Southbound between Exit 121 Polaris Pkwy and Exits 119 119A 119B I-270 Outerbelt.,,North Fwy S,R,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-02-12 17:50:00,23.0,11.1,80.0,30.03,3.0,West,12.7,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
125,A-126,MapQuest,201.0,3,2016-02-12 20:04:00,2016-02-12 23:59:00,40.11195,-83.016663,,,0.94,Left lane blocked due to accident on I-270 Outerbelt Eastbound between Exits 22 22A 22B OH-315 Olentangy Fwy and Exit 23 US-23 High St.,,N High St,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-12 19:53:00,19.0,1.6,71.0,30.14,5.0,NW,24.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
126,A-127,MapQuest,201.0,3,2016-02-12 20:12:00,2016-02-12 23:59:00,40.112156,-83.035072,,,0.94,Left lane blocked due to accident on I-270 Outerbelt Westbound between Exit 23 US-23 High St and Exits 22 22A 22B OH-315 Olentangy Fwy.,,Outerbelt E,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-12 19:53:00,19.0,1.6,71.0,30.14,5.0,NW,24.2,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
127,A-128,MapQuest,201.0,3,2016-02-12 20:41:00,2016-02-12 23:59:00,39.871761,-82.933449,,,2.79,Left lane blocked due to accident on I-270 Outerbelt Westbound between Exits 46 46A 46B US-33 and Exit 49 Alum Creek Dr.,,Outerbelt E,R,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,2016-02-12 20:35:00,19.9,3.2,62.0,30.13,10.0,NW,23.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
128,A-129,MapQuest,201.0,3,2016-02-12 23:48:00,2016-02-13 01:00:00,39.934517,-82.86065699999999,,,0.01,Accident on I-70 Eastbound at Exits 108 108A-B I-270 Outerbelt.,,I-70 E,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-12 23:51:00,16.0,1.7,68.0,30.25,10.0,NW,13.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
129,A-130,MapQuest,201.0,3,2016-02-13 11:05:00,2016-02-13 11:35:00,40.02404,-82.99479699999999,,,0.01,Accident on I-71 Northbound at Exit 113 Silver Dr.,,E Weber Rd,R,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-02-13 10:51:00,10.0,-4.5,44.0,30.54,10.0,NW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
130,A-131,MapQuest,201.0,3,2016-02-13 11:05:21,2016-02-13 12:05:21,41.014015,-81.932777,,,0.01,Accident on I-71 Northbound in Westfield Center.,,I-71 N,R,Seville,Medina,OH,44273,US,US/Eastern,KBJJ,2016-02-13 10:56:00,8.1,-8.4,61.0,30.48,10.0,WNW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
131,A-132,MapQuest,201.0,2,2016-02-13 11:17:01,2016-02-13 12:17:01,40.575069,-82.528145,,,0.01,Accident on OH-13 State Route 13 Northbound at Smith Rd.,6822.0,State Route 13,L,Bellville,Richland,OH,44813-9053,US,US/Eastern,KMFD,2016-02-13 10:52:00,7.0,-8.3,58.0,30.49,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
132,A-133,MapQuest,201.0,3,2016-02-13 11:25:42,2016-02-13 11:55:42,39.996578,-84.21680500000001,,,0.01,Accident on I-75 Southbound at Exit 73 OH-55 State Route 55. Approach with care.,,I-75 S,R,Troy,Miami,OH,45373,US,US/Eastern,KDAY,2016-02-13 10:56:00,10.9,-1.8,51.0,30.57,10.0,NW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
133,A-134,MapQuest,241.0,3,2016-02-13 12:56:31,2016-02-13 13:26:31,39.986323999999996,-82.985458,,,0.01,Left lane blocked due to accident on I-71 North Fwy Southbound at 5th Ave.,,North Fwy S,R,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,2016-02-13 12:51:00,12.9,-3.4,43.0,30.53,10.0,NNW,16.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
134,A-135,MapQuest,201.0,3,2016-02-13 12:55:47,2016-02-13 13:25:47,40.013062,-82.90213,,,0.01,Right hand shoulder blocked due to accident on I-270 Outerbelt Northbound at Exits 35A 35B I-670 Northeast Fwy.,,Outerbelt N,R,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-13 12:51:00,12.9,-3.4,43.0,30.53,10.0,NNW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
135,A-136,MapQuest,201.0,3,2016-02-14 10:13:00,2016-02-14 23:59:00,39.981709,-82.98436,,,0.01,Left lane closed due to accident on I-71 Innerbelt Northbound at Exit 108B I-670.,,North Fwy N,R,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,2016-02-14 09:51:00,10.0,0.4,70.0,30.52,10.0,SE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
136,A-137,MapQuest,201.0,3,2016-02-14 10:49:23,2016-02-14 11:19:23,39.953022,-82.99889399999999,,,0.01,Right lane closed due to accident on I-71 Eastbound at US-23 High St.,,S High St,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-02-14 10:51:00,12.9,-0.2,65.0,30.5,10.0,SSE,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
137,A-138,MapQuest,241.0,3,2016-02-14 10:41:57,2016-02-14 11:11:57,39.973812,-82.983162,,,0.01,Lane blocked due to accident on I-670 Northbound at Exits 4C 5 5A 5B I-71 Innerbelt.,,I-670 E,R,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,2016-02-14 10:51:00,12.9,-0.2,65.0,30.5,10.0,SSE,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
138,A-139,MapQuest,201.0,3,2016-02-14 18:15:23,2016-02-14 19:30:00,39.978305999999996,-82.852554,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 39 OH-16 Broad St.,,E Broad St,R,Columbus,Franklin,OH,43213,US,US/Eastern,KCMH,2016-02-14 18:06:00,15.8,3.4,79.0,30.24,0.5,ESE,10.4,0.0,Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
139,A-140,MapQuest,241.0,3,2016-02-14 19:17:01,2016-02-14 20:30:00,39.917412,-83.014236,,,0.01,Lane blocked due to accident on I-71 Northbound at Exit 104 OH-104 Frank Rd.,,Frank Rd,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-14 19:15:00,17.6,,86.0,30.23,1.0,Calm,,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
140,A-141,MapQuest,201.0,2,2016-02-15 04:53:47,2016-02-15 05:23:47,39.469582,-83.712799,,,0.01,Accident on US-22 US Highway 22 3 both ways at County Hwy-9 Melvin Rd.,6724.0,E US Highway 22 3,R,Wilmington,Clinton,OH,45177-7762,US,US/Eastern,KILN,2016-02-15 04:54:00,23.0,13.9,96.0,30.09,2.5,SSE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
141,A-142,MapQuest,201.0,2,2016-02-15 05:22:00,2016-02-15 05:52:00,39.63958,-84.234818,,,0.01,Accident on Byers Rd near Monarch Ln.,106.0,Byers Rd,L,Miamisburg,Montgomery,OH,45342-3613,US,US/Eastern,KMGY,2016-02-15 05:03:00,23.0,13.9,92.0,29.97,1.5,SSE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
142,A-143,MapQuest,241.0,3,2016-02-15 05:42:25,2016-02-15 06:12:25,39.975986,-82.996307,,,0.71,Lane blocked due to accident on I-670 Westbound between i-71 North Fwy Exits 109A 109B and Third St.,,I-670 W,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-02-15 05:51:00,21.9,14.5,89.0,30.06,5.0,SE,5.8,0.0,Light Freezing Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
143,A-144,MapQuest,201.0,3,2016-02-15 06:36:00,2016-02-15 09:00:00,39.951401000000004,-83.040161,,,0.01,Left lane closed due to accident on I-70 Westbound at Exit 98A US-62 Central Ave.,,I-70 W,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-15 06:15:00,22.8,13.6,96.0,30.02,3.0,SSE,8.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
144,A-145,MapQuest,241.0,2,2016-02-15 07:02:39,2016-02-15 07:32:39,39.96888,-83.022263,,,2.04,Lane blocked due to accident on OH-315 Innerbelt Southbound from Olentangy River Rd to I-670.,,North Innerbelt W,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-02-15 07:01:00,23.0,15.8,86.0,30.03,3.0,SE,5.8,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
145,A-146,MapQuest,201.0,3,2016-02-15 07:17:51,2016-02-15 07:47:51,39.804295,-84.178917,,,0.01,Accident on Webster St at Wagoner Ford Rd.,4301.0,Webster St,L,Dayton,Montgomery,OH,45414-4935,US,US/Eastern,KDAY,2016-02-15 06:56:00,23.0,15.8,96.0,30.03,0.2,SSE,5.8,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
146,A-147,MapQuest,241.0,2,2016-02-15 07:15:56,2016-02-15 07:45:56,39.831444,-84.097267,,,0.0,Lane blocked due to accident on Heritage Park Blvd at Greeley Ave.,6800.0,Greeley Ave,L,Dayton,Montgomery,OH,45424-1794,US,US/Eastern,KFFO,2016-02-15 06:58:00,24.1,17.0,98.0,30.04,1.5,SSE,5.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
147,A-148,MapQuest,201.0,3,2016-02-15 07:07:00,2016-02-15 10:00:00,39.890587,-83.03538499999999,,,0.01,Right lane closed due to accident on I-270 Outerbelt Westbound at I-71 Exit 101.,,Outerbelt W,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,2016-02-15 07:20:00,24.8,17.9,100.0,30.01,1.5,SE,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
148,A-149,MapQuest,201.0,3,2016-02-15 07:23:58,2016-02-15 07:53:58,39.770977,-84.183914,,,0.01,Accident on I-75 Southbound at Exits 54A 54B OH-4.,,OH-4 S,R,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-02-15 07:38:00,24.8,,100.0,30.04,1.5,SSW,2.3,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
149,A-150,MapQuest,241.0,2,2016-02-15 07:28:24,2016-02-15 07:58:24,39.808121,-84.173477,,,0.01,Lane blocked due to accident on Wagoner Ford Rd at Chuck Wagner Ln.,3201.0,Chuck Wagner Ln,R,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,2016-02-15 07:56:00,24.1,18.2,96.0,30.02,0.8,SE,4.6,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
150,A-151,MapQuest,201.0,2,2016-02-15 07:37:49,2016-02-15 08:07:49,41.410461,-81.725853,,,0.0,Accident on Westlake Ave at Torrington Ave.,5847.0,Westlake Ave,L,Cleveland,Cuyahoga,OH,44129-2344,US,US/Eastern,KCLE,2016-02-15 07:51:00,21.0,9.3,85.0,30.1,4.0,SSE,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
151,A-152,MapQuest,241.0,3,2016-02-15 07:46:58,2016-02-15 08:16:58,39.747753,-84.20558199999999,,,0.01,Lane blocked due to accident on I-75 Northbound at Exits 52 52B US-35.,,I-75 S,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2016-02-15 07:56:00,24.1,18.2,96.0,30.02,0.8,SE,4.6,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
152,A-153,MapQuest,241.0,3,2016-02-15 07:52:29,2016-02-15 08:22:29,39.6395,-84.23136099999999,,,0.01,Lane blocked due to accident on I-75 Northbound at OH-725 Miamisburg Centerville Rd.,,Miamisburg Centerville Rd,R,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,2016-02-15 07:53:00,26.1,17.6,92.0,30.01,4.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
153,A-154,MapQuest,241.0,2,2016-02-15 08:00:58,2016-02-15 08:30:58,39.945370000000004,-82.88744399999999,,,0.01,Lane blocked due to accident on Livingston Ave at Yearling Rd.,1398.0,S Yearling Rd,L,Columbus,Franklin,OH,43227-2072,US,US/Eastern,KCMH,2016-02-15 07:51:00,24.1,17.0,91.0,30.06,1.0,SE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
154,A-155,MapQuest,241.0,2,2016-02-15 08:11:33,2016-02-15 08:41:33,39.79813,-84.24479699999999,,,0.01,Lane blocked due to accident on Siebenthaler Ave at Klepinger Rd.,3473.0,Klepinger Rd,L,Dayton,Montgomery,OH,45406,US,US/Eastern,KDAY,2016-02-15 08:23:00,25.0,17.1,96.0,29.99,0.8,South,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
155,A-156,MapQuest,241.0,2,2016-02-15 08:10:15,2016-02-15 08:40:15,40.081715,-82.89576,,,0.01,Lane blocked due to accident on OH-161 New Albany Expy Eastbound at Sunbury Rd.,,S Sunbury Rd,R,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-02-15 07:51:00,24.1,17.0,91.0,30.06,1.0,SE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
156,A-157,MapQuest,201.0,2,2016-02-15 08:15:01,2016-02-15 09:04:00,41.111031,-81.550728,,,0.0,Accident on Burning Tree Dr near Saint Andrews Dr.,399.0,Burning Tree Dr,R,Akron,Summit,OH,44303-1209,US,US/Eastern,KAKR,2016-02-15 08:03:00,23.0,15.8,85.0,30.03,2.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
157,A-158,MapQuest,201.0,2,2016-02-15 08:31:47,2016-02-15 09:01:47,40.082015999999996,-82.937119,,,0.01,Accident on OH-161 Dublin Granville Rd at Ponderosa Dr.,,E Dublin Granville Rd,R,Columbus,Franklin,OH,43231,US,US/Eastern,KCMH,2016-02-15 08:51:00,26.1,19.4,88.0,30.06,1.0,SSE,5.8,0.01,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
158,A-159,MapQuest,201.0,2,2016-02-15 08:39:04,2016-02-15 09:09:04,39.763363,-84.15535,,,0.0,Accident on 4th St at Philadelphia St.,2601.0,E 4th St,L,Dayton,Montgomery,OH,45403-2111,US,US/Eastern,KFFO,2016-02-15 08:58:00,27.0,23.0,98.0,30.04,2.5,SSW,3.5,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
159,A-160,MapQuest,201.0,2,2016-02-15 11:31:02,2016-02-15 12:01:02,39.740063,-84.191833,,,0.01,Accident on Stewart St at Patterson Blvd.,,W Stewart St,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-15 11:51:00,32.0,26.4,100.0,29.99,1.5,SSE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
160,A-161,MapQuest,201.0,2,2016-02-15 12:30:47,2016-02-15 13:15:47,39.99876,-82.625221,,,0.01,Accident on County Hwy-39 York Rd at County Hwy-34 Blacks Rd.,7324.0,Blacks Rd SW,R,Pataskala,Licking,OH,43062-8599,US,US/Eastern,KVTA,2016-02-15 12:54:00,32.0,24.8,85.0,29.99,5.0,South,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
161,A-162,MapQuest,201.0,2,2016-02-15 12:34:50,2016-02-15 13:19:50,39.740063,-84.191833,,,0.01,Accident on Stewart St at Patterson Blvd.,,W Stewart St,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-15 12:27:00,32.0,26.4,100.0,29.98,4.0,South,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
162,A-163,MapQuest,201.0,2,2016-02-15 12:53:44,2016-02-15 13:23:44,39.99519,-82.86859100000001,,,0.01,Accident on OH-317 Hamilton Rd near Sawyer Rd.,,Sawyer Rd,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2016-02-15 12:51:00,30.9,23.5,89.0,29.99,2.0,South,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
163,A-164,MapQuest,201.0,1,2016-02-15 17:22:10,2016-02-15 18:07:10,41.395804999999996,-81.935562,,,0.0,Accident on Westlawn Dr at Holly Dr.,6500.0,Maplehurst Rd,R,North Olmsted,Cuyahoga,OH,44070-5152,US,US/Eastern,KCLE,2016-02-15 17:51:00,33.1,27.7,82.0,29.95,7.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
164,A-165,MapQuest,201.0,2,2016-02-15 18:27:18,2016-02-15 19:12:18,39.887058,-82.883263,,,0.01,Accident on OH-317 Hamilton Rd Southbound at Williams Rd. Approach with care.,,Williams Rd,R,Groveport,Franklin,OH,43125,US,US/Eastern,KLCK,2016-02-15 18:35:00,33.6,30.6,94.0,29.86,7.0,East,3.5,,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
165,A-166,MapQuest,201.0,3,2016-02-15 19:37:18,2016-02-15 20:22:18,39.824703,-83.141228,,,0.01,Right lane blocked due to accident on I-71 Northbound at Exit 94 US-62 Harrisburg Pike. Approach with care.,,I-71 N,R,Orient,Franklin,OH,43146,US,US/Eastern,KTZR,2016-02-15 19:35:00,32.9,,100.0,29.86,1.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
166,A-167,MapQuest,201.0,2,2016-02-15 21:09:25,2016-02-15 21:39:25,40.977515999999994,-82.790749,,,0.0,Accident on County Hwy-208 Auburn Rd at County Hwy-50 Scott Rd.,7419.0,N Auburn Rd,R,Tiro,Crawford,OH,44887-9600,US,US/Eastern,KMFD,2016-02-15 20:52:00,32.0,26.4,100.0,29.88,0.5,ESE,5.8,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
167,A-168,MapQuest,241.0,3,2016-02-16 04:05:51,2016-02-16 04:35:51,40.11195,-83.016663,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exit 23 US-23 High St. Expect delays.,,N High St,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 03:53:00,32.0,24.8,100.0,29.71,1.2,NW,8.1,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
168,A-169,MapQuest,201.0,3,2016-02-16 04:32:29,2016-02-16 05:02:29,41.150993,-81.631393,,,0.01,Accident on I-77 Northbound at Exit 138 Ghent Rd. Expect delays.,,I-77 S,R,Akron,Summit,OH,44333,US,US/Eastern,KAKR,2016-02-16 04:54:00,34.0,28.0,89.0,29.67,1.2,North,6.9,0.03,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
169,A-170,MapQuest,201.0,3,2016-02-16 05:22:24,2016-02-16 05:52:24,39.824703,-83.141228,,,0.01,Accident on I-71 Northbound at Exit 94 US-62 Harrisburg Pike. Expect delays.,,I-71 N,R,Orient,Franklin,OH,43146,US,US/Eastern,KTZR,2016-02-16 05:15:00,32.2,25.8,100.0,29.7,3.0,NW,6.9,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
170,A-171,MapQuest,201.0,2,2016-02-16 05:37:52,2016-02-16 06:07:52,39.885872,-82.806198,,,0.0,Accident on Wright Rd at Bowen Rd. Expect delays.,4381.0,Bowen Rd,R,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,2016-02-16 05:35:00,32.0,26.4,99.0,29.69,2.5,NNW,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
171,A-172,MapQuest,241.0,3,2016-02-16 06:05:20,2016-02-16 06:50:20,40.11195,-83.016663,,,0.01,One lane blocked due to accident on I-270 Outerbelt Westbound at Exit 23 US-23 High St.,,N High St,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 05:53:00,33.1,26.1,96.0,29.71,5.0,NNW,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
172,A-173,MapQuest,201.0,3,2016-02-16 06:17:32,2016-02-16 06:47:32,40.099171000000005,-83.134499,,,0.01,Accident on I-270 Outerbelt Northbound at Exits 17A 17B US-33 Columbus Marysville Rd. Expect delays.,,Columbus Marysville Rd N,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-16 05:53:00,33.1,26.1,96.0,29.71,5.0,NNW,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
173,A-174,MapQuest,201.0,2,2016-02-16 06:32:55,2016-02-16 07:02:55,40.012828999999996,-83.109131,,,0.01,Accident on Scioto Darby Rd at Dublin Rd. Expect delays.,3648.0,Scioto Darby Rd,R,Columbus,Franklin,OH,43221,US,US/Eastern,KOSU,2016-02-16 06:53:00,32.0,23.0,96.0,29.71,5.0,NNW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
174,A-175,MapQuest,201.0,2,2016-02-16 06:29:15,2016-02-16 06:59:15,40.048183,-82.945183,,,0.01,Accident on OH-3 Westerville Rd at Ferris Rd / Walnut Creek Dr. Expect delays.,3842.0,Westerville Rd,R,Columbus,Franklin,OH,43224-2585,US,US/Eastern,KCMH,2016-02-16 06:51:00,32.0,23.6,92.0,29.71,2.0,NNW,10.4,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
175,A-176,MapQuest,201.0,2,2016-02-16 06:39:15,2016-02-16 07:09:15,39.77792,-84.246872,,,0.0,Accident on Karwin Dr at Otterbein Ave. Expect delays.,3700.0,Otterbein Ave,L,Dayton,Montgomery,OH,45406-3629,US,US/Eastern,KDAY,2016-02-16 06:56:00,30.9,22.2,96.0,29.78,2.0,NW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
176,A-177,MapQuest,201.0,3,2016-02-16 06:34:11,2016-02-16 07:04:11,39.917412,-83.014236,,,1.65,Left hand shoulder blocked due to accident on I-71 Southbound from Exit 105 Greenlawn Ave to Exit 104 OH-104 Frank Rd.,,Frank Rd,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-02-16 06:15:00,32.2,25.8,100.0,29.69,4.0,NNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
177,A-178,MapQuest,341.0,3,2016-02-16 06:47:00,2016-02-16 07:17:00,41.313235999999996,-81.810959,,,0.01,One lane blocked due to jackknifed truck on I-71 Southbound at Exits 231 231A 231B OH-82 Royalton Rd. Expect delays.,,I-71 N,R,Strongsville,Cuyahoga,OH,44136,US,US/Eastern,KCLE,2016-02-16 06:51:00,32.0,24.8,92.0,29.73,1.8,North,8.1,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
