time,open,high,low,close,MA,MA,8,13,21,55,100,200,Plot,Volume,Volume MA,Developing Poc,Developing VA High,Developing VA Low,EMA,MA,K,D,RSI
2014-03-01T00:00:00Z,6918605496.857274,7223891272.042406,6707817901.677883,7116309846.998582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45664251.742543824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-02T00:00:00Z,7135860816.397054,7180782624.261093,6953284132.145839,7059509219.086889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-03T00:00:00Z,7110063635.256065,8929190787.802742,7061427281.53154,8515740046.622129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-04T00:00:00Z,8515250008.864466,8824169342.822239,7954029317.964018,8451721884.203189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-05T00:00:00Z,8459543573.24043,8544210254.099621,8183027117.056901,8410458251.721195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-06T00:00:00Z,8402125072.066995,8486623468.907103,8163158976.069071,8409507741.599398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-07T00:00:00Z,8408762671.0776005,8414991074.064378,7700147267.446855,7942931374.805519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-08T00:00:00Z,7941171016.7567425,8011863973.106376,7585953040.5603485,7782140146.557805,NaN,NaN,7961039813.949338,NaN,NaN,NaN,NaN,NaN,NaN,16624614.311600162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-09T00:00:00Z,7800493780.80136,8215430519.10596,7709997822.811348,8049575197.748864,NaN,NaN,7980714343.682566,NaN,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-10T00:00:00Z,8029485858.340444,8133161282.734659,7659475867.727783,7916248423.398826,NaN,NaN,7966388583.619513,NaN,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-11T00:00:00Z,7898897212.016002,8106098784.251142,7724590641.373022,7950395981.553289,NaN,NaN,7962834672.049241,NaN,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-12T00:00:00Z,7919914481.456885,8267819901.492904,7883126092.028538,7990717002.92171,NaN,NaN,7969030745.576456,NaN,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-13T00:00:00Z,7977572524.678501,8174934726.433085,7940392900.036994,8056757070.4667635,NaN,NaN,7988525484.4409685,7973231706.744935,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-14T00:00:00Z,8058574228.112923,8117194215.110644,7860813450.622243,7927576277.988754,NaN,NaN,7974981216.340476,7966709502.6369095,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-03-15T00:00:00Z,7934744068.475183,8051451268.255868,7863235739.628616,8018100416.389887,NaN,NaN,7984563260.7959,7974051061.744477,NaN,NaN,NaN,NaN,NaN,22081648.2953623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.99182974457923
2014-03-16T00:00:00Z,8034825873.170141,8067030684.863082,7919838144.43141,7979008906.896317,NaN,NaN,7983328959.929326,7974759325.337597,NaN,NaN,NaN,NaN,NaN,8512398.31996512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.0946736482968
2014-03-17T00:00:00Z,7998899558.587655,8010421137.682626,7803269847.655411,7849943042.114821,NaN,NaN,7953687644.859436,7956928427.734344,NaN,NaN,NaN,NaN,NaN,8512398.31996512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.095957474208895
2014-03-18T00:00:00Z,7858270648.938007,7873845904.647242,7448616716.627021,7711626192.429432,NaN,NaN,7899896210.986102,7921885251.262214,NaN,NaN,NaN,NaN,NaN,8512398.31996512,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,57.9660226081139
2014-03-19T00:00:00Z,7734802235.229718,7869878742.90851,7623081068.073106,7700140506.031233,NaN,NaN,7855506054.329465,7890207430.514931,NaN,NaN,NaN,NaN,NaN,8512398.31996512,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,57.70167354060445
2014-03-20T00:00:00Z,7688016496.580976,7704363785.166055,7290325723.576507,7378309860.709006,NaN,NaN,7749462455.747141,7817079206.256942,NaN,NaN,NaN,NaN,NaN,8512398.31996512,17958504.079555333,NaN,NaN,NaN,NaN,NaN,0,0,50.72170804170473
2014-03-21T00:00:00Z,7380354491.374405,7667153957.102664,7002819347.232571,7179602542.894219,NaN,NaN,7622826919.557603,7726011111.490839,7876015234.9113245,NaN,NaN,NaN,NaN,8512398.31996512,16100911.408426398,NaN,NaN,NaN,NaN,NaN,0,0,46.945708660866345
2014-03-22T00:00:00Z,7180253365.744043,7210747736.988305,6808421665.008816,7125487904.888226,NaN,NaN,7512307138.519963,7640222081.97618,7807785477.6364975,NaN,NaN,NaN,NaN,8512398.31996512,15695300.608844647,NaN,NaN,NaN,NaN,NaN,0,0,45.942619860769284
2014-03-23T00:00:00Z,7131449724.363693,7197063828.132389,7034978541.221658,7105506101.332796,NaN,NaN,7421906908.033926,7563834084.741411,7743941897.972525,NaN,NaN,NaN,NaN,22428897.943767846,15985514.790453032,NaN,NaN,NaN,NaN,NaN,0,0,45.55554997265936
2014-03-24T00:00:00Z,7047010198.363051,7488890393.7277975,6897828464.737653,7392286404.794638,NaN,NaN,7415324573.980751,7539327273.320443,7711973216.774535,NaN,NaN,NaN,NaN,22428897.943767846,16275728.972061416,NaN,NaN,NaN,NaN,NaN,10.757955043558658,3.5859850145195526,51.828388692669634
2014-03-25T00:00:00Z,7398010772.831967,7418267303.952802,7182027218.048958,7370657784.909309,NaN,NaN,7405398620.853764,7515231632.118853,7680944541.150424,NaN,NaN,NaN,NaN,22428897.943767846,16565943.1536698,NaN,NaN,NaN,NaN,NaN,20.691842492023845,10.483265845194168,51.34788444279334
2014-03-26T00:00:00Z,7370657784.909309,7475956072.33434,7129044533.718525,7337887104.228573,NaN,NaN,7390396061.603722,7489896699.563098,7649757501.430256,NaN,NaN,NaN,NaN,22428897.943767846,16856157.335278187,NaN,NaN,NaN,NaN,NaN,29.313414091440155,20.254403875674218,50.58268830305618
2014-03-27T00:00:00Z,7339057657.747229,7342298654.8007555,5882044199.054184,5983834490.074431,NaN,NaN,7077826823.486101,7274744955.350431,7498309954.943363,NaN,NaN,NaN,NaN,22428897.943767846,17146371.51688657,NaN,NaN,NaN,NaN,NaN,18.555459047881495,22.85357187711516,30.414534341972043
2014-03-28T00:00:00Z,5998252792.699845,6726227177.004344,5908834585.832084,6331280141.275366,NaN,NaN,6911927560.772604,7139964267.6254225,7392216335.519,NaN,NaN,NaN,NaN,22428897.943767846,17436585.698494956,NaN,NaN,NaN,NaN,NaN,15.279105350310772,21.049326163210807,37.3205196766972
2014-03-29T00:00:00Z,6334623693.798327,6424337616.248265,6144479542.324161,6211737933.995741,NaN,NaN,6756329865.933301,7007360505.678325,7284900117.198704,NaN,NaN,NaN,NaN,22428897.943767846,17453948.180915233,NaN,NaN,NaN,NaN,NaN,12.18233584593404,15.338966748042102,35.99681746799628
2014-03-30T00:00:00Z,6227857686.879227,6234121188.412525,5518387668.236161,5822876640.838033,NaN,NaN,6548895815.91213,6838148524.986855,7151988892.0750065,NaN,NaN,NaN,NaN,21953455.61660509,17447538.546977375,NaN,NaN,NaN,NaN,NaN,13.92491802580863,13.795453074017814,32.01848137807488
2014-03-31T00:00:00Z,5823194690.030057,6165372641.09597,5544024138.2623825,5757067461.435457,NaN,NaN,6372933959.361758,6683708373.0509405,7025177852.925957,NaN,NaN,NaN,NaN,21953455.61660509,17441128.913039513,NaN,NaN,NaN,NaN,NaN,8.443059672781873,11.516771181508181,31.386282549846356
2014-04-01T00:00:00Z,5757111236.995466,6460911091.808336,5719391696.496025,6062811626.734734,NaN,NaN,6304017885.444642,6595008837.862911,6937690014.1813,NaN,NaN,NaN,NaN,21953455.61660509,17434719.279101655,NaN,NaN,NaN,NaN,NaN,11.641075637587491,11.336351112059333,37.55515686007226
2014-04-02T00:00:00Z,6065653443.408494,6268614787.186417,5440133972.488002,5559342480.359943,NaN,NaN,6138534462.092486,6447056501.076773,6812385692.924813,NaN,NaN,NaN,NaN,21953455.61660509,17428309.645163797,NaN,NaN,NaN,NaN,NaN,12.974800973532473,11.019645427967282,32.390802374423544
2014-04-03T00:00:00Z,5558025323.28897,5889649722.196523,5261193216.750999,5708178794.587272,NaN,NaN,6042899869.31355,6341502543.006844,6712003247.621401,NaN,NaN,NaN,NaN,21953455.61660509,17421900.011225935,NaN,NaN,NaN,NaN,NaN,19.28959505633637,14.635157222485446,35.22652901629546
2014-04-04T00:00:00Z,5707581171.912557,5816265150.631409,5449131892.93207,5722348587.622837,NaN,NaN,5971666251.160058,6253051977.951985,6622034642.1669855,NaN,NaN,NaN,NaN,21953455.61660509,17415490.377288077,NaN,NaN,NaN,NaN,NaN,18.488979578392158,16.917791869420338,35.50388110873848
2014-04-05T00:00:00Z,5692715843.11209,5885917266.909294,5580871845.164884,5878817744.022473,NaN,NaN,5951033249.573928,6199589944.5334835,6554469469.608394,NaN,NaN,NaN,NaN,21953455.61660509,18087543.242120076,NaN,NaN,NaN,NaN,NaN,28.19930760812277,21.99262741428377,38.628868878207975
2014-04-06T00:00:00Z,5894453845.973647,5899649929.944854,5709266776.807069,5787169775.020359,NaN,NaN,5914619144.117579,6140672777.46018,6484714951.918572,NaN,NaN,NaN,NaN,16504708.74615043,18487158.76342934,NaN,NaN,NaN,NaN,NaN,31.71221252823894,26.133499904917954,37.483274045511955
2014-04-07T00:00:00Z,5834720114.271319,5888878074.210693,5656128846.308955,5671751553.800904,NaN,NaN,5860648568.491652,6073684031.223141,6410809188.45333,NaN,NaN,NaN,NaN,16504708.74615043,18886774.284738608,NaN,NaN,NaN,NaN,NaN,32.73810848671601,30.883209541025906,36.033944726443494
2014-04-08T00:00:00Z,5671751553.800904,5833458396.69635,5658753424.382998,5753123342.197584,NaN,NaN,5836754073.759637,6027889647.0766325,6351019566.066444,NaN,NaN,NaN,NaN,16504708.74615043,19286389.80604787,NaN,NaN,NaN,NaN,NaN,32.25422578647524,32.23484893381006,37.85824874785303
2014-04-09T00:00:00Z,5753050244.300126,5801396088.26269,5548254155.382494,5602451969.439924,NaN,NaN,5784686939.466368,5967112835.985674,6282967966.373124,NaN,NaN,NaN,NaN,16504708.74615043,19686005.327357136,NaN,NaN,NaN,NaN,NaN,43.19031062683067,36.06088163334064,35.82107607449794
2014-04-10T00:00:00Z,5602417281.042103,5612218729.680876,4513380845.419338,4604046356.368377,NaN,NaN,5522322365.4445915,5772389053.183203,6130338729.099965,NaN,NaN,NaN,NaN,16504708.74615043,20085620.848666403,NaN,NaN,NaN,NaN,NaN,34.24221208645263,36.56224949991952,25.882329190997808
2014-04-11T00:00:00Z,4605017262.439479,5483929404.223073,4307995943.288344,5366814625.263397,NaN,NaN,5487765089.84877,5714449849.194659,6060927446.933004,NaN,NaN,NaN,NaN,16504708.74615043,20485236.369975667,NaN,NaN,NaN,NaN,NaN,55.27279257447654,44.23510509591995,39.65723133973089
2014-04-12T00:00:00Z,5366797990.026997,5577380807.566083,5247018639.516577,5370704646.796886,NaN,NaN,5461751658.059463,5665343391.709263,5998179919.6479025,NaN,NaN,NaN,NaN,16504708.74615043,20189026.910094798,NaN,NaN,NaN,NaN,NaN,66.66666666666667,52.06055710919861,39.718762200651874
2014-04-13T00:00:00Z,5402244756.29163,5439963563.131429,5046042078.745394,5291306567.504558,NaN,NaN,5423874971.269484,5611909559.680019,5933918705.8166895,NaN,NaN,NaN,NaN,19421392.48196778,20038651.637004796,NaN,NaN,NaN,NaN,NaN,97.90234458331116,73.28060127481812,38.84804014114128
2014-04-14T00:00:00Z,5291179480.977009,6039781127.741337,5183199607.839665,5829913901.43038,NaN,NaN,5514105844.638572,5643053037.072928,5924463723.599752,NaN,NaN,NaN,NaN,19421392.48196778,19888276.363914795,NaN,NaN,NaN,NaN,NaN,97.90234458331116,87.49045194442965,47.28967369675823
2014-04-15T00:00:00Z,5847574799.963583,6731700298.230404,5760413210.4448,6626085011.039836,NaN,NaN,5761212326.061075,5783486176.211058,5988247477.003396,NaN,NaN,NaN,NaN,19421392.48196778,19737901.09082479,NaN,NaN,NaN,NaN,NaN,97.90234458331116,97.90234458331116,56.786067929878
2014-04-16T00:00:00Z,6657083599.00787,6986672386.860526,6282768909.225993,6743079364.925733,NaN,NaN,5979405001.364332,5920570917.456011,6056868557.723608,NaN,NaN,NaN,NaN,19421392.48196778,19587525.81773479,NaN,NaN,NaN,NaN,NaN,100,98.60156305554078,57.98396973777448
2014-04-17T00:00:00Z,6741392075.5574875,6812341976.850016,6129963454.178901,6367048831.952935,NaN,NaN,6065548074.828466,5984353476.669857,6085066764.471728,NaN,NaN,NaN,NaN,19421392.48196778,19437150.544644788,NaN,NaN,NaN,NaN,NaN,94.72880048056754,97.5437150212929,52.907545171079605
2014-04-18T00:00:00Z,6368064317.251714,6461263221.125774,5980959456.483221,6149574428.059223,NaN,NaN,6084220597.768635,6007956469.725481,6090931097.525137,NaN,NaN,NaN,NaN,19421392.48196778,19286775.271554787,NaN,NaN,NaN,NaN,NaN,86.61686597287616,93.78188881781456,50.1717775666274
2014-04-19T00:00:00Z,6136902403.28558,6466285951.555067,6018152540.443915,6417931889.985486,NaN,NaN,6158378662.705713,6066524386.905481,6120658442.29426,NaN,NaN,NaN,NaN,19421392.48196778,19160172.11482292,NaN,NaN,NaN,NaN,NaN,81.83165562612605,87.72577402652325,53.375576663011834
2014-04-20T00:00:00Z,6450700355.269613,6596054988.635178,6292472290.199267,6384446016.5553255,NaN,NaN,6208615852.450071,6111941762.569745,6144639130.863448,NaN,NaN,NaN,NaN,26086750.474169686,19366836.85770115,NaN,NaN,NaN,NaN,NaN,81.84287798446228,83.43046652782151,52.9183528544815
2014-04-21T00:00:00Z,6396295929.269938,6576116011.2725525,6253123013.331268,6339655392.046639,NaN,NaN,6237735750.138198,6144472281.066444,6162367881.880102,NaN,NaN,NaN,NaN,26086750.474169686,19573501.600579377,NaN,NaN,NaN,NaN,NaN,84.02506162616285,82.56653174558373,52.27332781281523
2014-04-22T00:00:00Z,6355358988.283919,6450820562.6184635,6191686077.133453,6253159466.437015,NaN,NaN,6241163242.649046,6159999021.833669,6170621662.294367,NaN,NaN,NaN,NaN,26086750.474169686,19780166.343457606,NaN,NaN,NaN,NaN,NaN,81.53861118825493,82.46885026629336,50.98100251715896
2014-04-23T00:00:00Z,6252725863.468224,6321580178.957404,6181228583.125701,6278240709.5037365,NaN,NaN,6249402679.727866,6176890691.500821,6180405212.040673,NaN,NaN,NaN,NaN,26086750.474169686,19986831.086335834,NaN,NaN,NaN,NaN,NaN,79.91687471891163,81.82684917777647,51.35654081846778
2014-04-24T00:00:00Z,6277749451.041598,6445503802.008279,6122659759.782167,6407134317.025218,NaN,NaN,6284454154.682834,6209782638.004307,6201016948.8574505,6800183259.992567,NaN,NaN,NaN,26086750.474169686,20193495.829214063,NaN,NaN,NaN,NaN,NaN,77.74863385541754,79.73470658752804,53.33509174948824
2014-04-25T00:00:00Z,6406835419.271704,6437819622.576114,5585591652.8599415,5952839340.205017,NaN,NaN,6210761973.687763,6173076452.604408,6178455348.070866,6769920977.143012,NaN,NaN,NaN,26086750.474169686,20400160.57209229,NaN,NaN,NaN,NaN,NaN,64.49707448912767,74.05419435448562,46.202042860632204
2014-04-26T00:00:00Z,5956468343.228902,6014625607.801516,5752331478.673785,5855602993.612502,NaN,NaN,6131837755.893261,6127723101.31985,6149105134.029196,6737266763.445494,NaN,NaN,NaN,26086750.474169686,20879262.658493254,NaN,NaN,NaN,NaN,NaN,48.44875733181698,63.564821892120726,44.82034609368388
2014-04-27T00:00:00Z,5874340318.768116,5912230417.260438,5497532296.796552,5501947195.47665,NaN,NaN,5991862075.800681,6038326543.34225,6090272594.160783,6693148207.446607,NaN,NaN,NaN,13384705.981920559,20723262.52028176,NaN,NaN,NaN,NaN,NaN,23.213415727968552,45.38641584963773,40.12077998387071
2014-04-28T00:00:00Z,5500267796.9873295,5789133264.560145,5422701049.694065,5666016020.208687,NaN,NaN,5919451841.224683,5985139325.75174,6051703814.710592,6656464915.045253,NaN,NaN,NaN,13384705.981920559,20567262.382070266,NaN,NaN,NaN,NaN,NaN,15.965334335437506,29.209169131741017,43.101448862253136
2014-04-29T00:00:00Z,5637361644.903069,5818671089.029541,5525571821.979299,5733852667.153082,NaN,NaN,5878207580.319882,5949241231.666218,6022808255.841727,6623514477.620532,NaN,NaN,NaN,13384705.981920559,20411262.24385877,NaN,NaN,NaN,NaN,NaN,13.426357030970584,17.53503569812555,44.335238005924914
