name,max_supply,href
localcoinswap,NIF,https://www.coingecko.com/en/coins/localcoinswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wazirx,NIF,https://www.coingecko.com/en/coins/wazirx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cybermusic,NIF,https://www.coingecko.com/en/coins/cybermusic/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sake,888.0,https://www.coingecko.com/en/coins/sake/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
quantis,NIF,https://www.coingecko.com/en/coins/quantis/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethernity-chain,30000000.0,https://www.coingecko.com/en/coins/ethernity-chain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sether,NIF,https://www.coingecko.com/en/coins/sether/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mmaon,NIF,https://www.coingecko.com/en/coins/mmaon/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
plusonecoin,NIF,https://www.coingecko.com/en/coins/plusonecoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
professional-fighters-league-fan-token,NIF,https://www.coingecko.com/en/coins/professional-fighters-league-fan-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yieldx,NIF,https://www.coingecko.com/en/coins/yieldx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tourist-token,NIF,https://www.coingecko.com/en/coins/tourist-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
flixxo,NIF,https://www.coingecko.com/en/coins/flixxo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
biconomy-exchange-token,1000000000000.0,https://www.coingecko.com/en/coins/biconomy-exchange-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
88mph,396060.0,https://www.coingecko.com/en/coins/88mph/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lambda,NIF,https://www.coingecko.com/en/coins/lambda/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
habitat,NIF,https://www.coingecko.com/en/coins/habitat/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lanacoin,NIF,https://www.coingecko.com/en/coins/lanacoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
oneroot-network,NIF,https://www.coingecko.com/en/coins/oneroot-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
swiss-finance,NIF,https://www.coingecko.com/en/coins/swiss-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
peepcoin,NIF,https://www.coingecko.com/en/coins/peepcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
phala-network,1000000000.0,https://www.coingecko.com/en/coins/phala-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
starlink,NIF,https://www.coingecko.com/en/coins/starlink/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
artx,10000000.0,https://www.coingecko.com/en/coins/artx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
trava-finance,5000000000.0,https://www.coingecko.com/en/coins/trava-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fyznft,1000000.0,https://www.coingecko.com/en/coins/fyznft/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
stasis-eurs,89225940.0,https://www.coingecko.com/en/coins/stasis-eurs/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
julswap,799383875.0,https://www.coingecko.com/en/coins/julswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lgo-token,219704284.0,https://www.coingecko.com/en/coins/lgo-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
phoenix-token,176406168.0,https://www.coingecko.com/en/coins/phoenix-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wrapped-origin-axie,140.0,https://www.coingecko.com/en/coins/wrapped-origin-axie/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zenad,NIF,https://www.coingecko.com/en/coins/zenad/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
unizen,NIF,https://www.coingecko.com/en/coins/unizen/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
osina,10000000.0,https://www.coingecko.com/en/coins/osina/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yield-app,300000000.0,https://www.coingecko.com/en/coins/yield-app/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dog-owner,987500000000000.0,https://www.coingecko.com/en/coins/dog-owner/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
polkabridge,NIF,https://www.coingecko.com/en/coins/polkabridge/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
contentos,NIF,https://www.coingecko.com/en/coins/contentos/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
thales,100000000.0,https://www.coingecko.com/en/coins/thales/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
feg-token,NIF,https://www.coingecko.com/en/coins/feg-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
metahash,NIF,https://www.coingecko.com/en/coins/metahash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
eosforce,NIF,https://www.coingecko.com/en/coins/eosforce/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
micromoney,NIF,https://www.coingecko.com/en/coins/micromoney/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cnns,NIF,https://www.coingecko.com/en/coins/cnns/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
qbao,NIF,https://www.coingecko.com/en/coins/qbao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dmscript,100000000.0,https://www.coingecko.com/en/coins/dmscript/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
digitalbits,NIF,https://www.coingecko.com/en/coins/digitalbits/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aditus,NIF,https://www.coingecko.com/en/coins/aditus/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
free-coin,9999999997635.0,https://www.coingecko.com/en/coins/free-coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
airbloc,NIF,https://www.coingecko.com/en/coins/airbloc/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rich-lab-token,NIF,https://www.coingecko.com/en/coins/rich-lab-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vault,NIF,https://www.coingecko.com/en/coins/vault/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
arianee,NIF,https://www.coingecko.com/en/coins/arianee/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
stream-protocol,500000000.0,https://www.coingecko.com/en/coins/stream-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aurusdefi,NIF,https://www.coingecko.com/en/coins/aurusdefi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vidt-datalink,56168539.0,https://www.coingecko.com/en/coins/vidt-datalink/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rocki,100000000.0,https://www.coingecko.com/en/coins/rocki/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aspire,1000000000.0,https://www.coingecko.com/en/coins/aspire/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dentacoin,NIF,https://www.coingecko.com/en/coins/dentacoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nucypher,3885390081.0,https://www.coingecko.com/en/coins/nucypher/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
big-data-protocol,80000000.0,https://www.coingecko.com/en/coins/big-data-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
archer-dao-governance-token,100000000.0,https://www.coingecko.com/en/coins/archer-dao-governance-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
thorstarter,1000000000.0,https://www.coingecko.com/en/coins/thorstarter/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
telcoin,NIF,https://www.coingecko.com/en/coins/telcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vegawallet-token,NIF,https://www.coingecko.com/en/coins/vegawallet-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
litecoin-plus,NIF,https://www.coingecko.com/en/coins/litecoin-plus/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
switcheo,2160000000.0,https://www.coingecko.com/en/coins/switcheo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
moon-nation-game,384400000.0,https://www.coingecko.com/en/coins/moon-nation-game/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
auto,80000.0,https://www.coingecko.com/en/coins/auto/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
enecuum,NIF,https://www.coingecko.com/en/coins/enecuum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
polypux,80000000.0,https://www.coingecko.com/en/coins/polypux/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zenzo,NIF,https://www.coingecko.com/en/coins/zenzo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
solanium,NIF,https://www.coingecko.com/en/coins/solanium/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fastswap,714370.0,https://www.coingecko.com/en/coins/fastswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
suncontract,NIF,https://www.coingecko.com/en/coins/suncontract/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hydro-protocol,1560000000.0,https://www.coingecko.com/en/coins/hydro-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethereum-yield,500000.0,https://www.coingecko.com/en/coins/ethereum-yield/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
shadow-token,NIF,https://www.coingecko.com/en/coins/shadow-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
velo,NIF,https://www.coingecko.com/en/coins/velo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethereum-meta,NIF,https://www.coingecko.com/en/coins/ethereum-meta/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
corionx,NIF,https://www.coingecko.com/en/coins/corionx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
community-token,NIF,https://www.coingecko.com/en/coins/community-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
talken,NIF,https://www.coingecko.com/en/coins/talken/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tera,NIF,https://www.coingecko.com/en/coins/tera/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
glitch-protocol,88888888.0,https://www.coingecko.com/en/coins/glitch-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sxtz,NIF,https://www.coingecko.com/en/coins/sxtz/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
coin-oracle,NIF,https://www.coingecko.com/en/coins/coin-oracle/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dctdao,10000000.0,https://www.coingecko.com/en/coins/dctdao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
substratum,NIF,https://www.coingecko.com/en/coins/substratum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
metronome,NIF,https://www.coingecko.com/en/coins/metronome/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
enzyme,1824437.0,https://www.coingecko.com/en/coins/enzyme/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
appcoins,NIF,https://www.coingecko.com/en/coins/appcoins/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
kittenfinance,40999.0,https://www.coingecko.com/en/coins/kittenfinance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tianyu-finance,1000000000.0,https://www.coingecko.com/en/coins/tianyu-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bullion,NIF,https://www.coingecko.com/en/coins/bullion/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
givingtoservices-svs,10000000000.0,https://www.coingecko.com/en/coins/givingtoservices-svs/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
daex,NIF,https://www.coingecko.com/en/coins/daex/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
coin-of-the-champions,NIF,https://www.coingecko.com/en/coins/coin-of-the-champions/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
updog,NIF,https://www.coingecko.com/en/coins/updog/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fantasy-sports,NIF,https://www.coingecko.com/en/coins/fantasy-sports/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
maidsafecoin,NIF,https://www.coingecko.com/en/coins/maidsafecoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
helix,NIF,https://www.coingecko.com/en/coins/helix/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
intucoin,NIF,https://www.coingecko.com/en/coins/intucoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
greentrust,NIF,https://www.coingecko.com/en/coins/greentrust/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
somee-social,150000000.0,https://www.coingecko.com/en/coins/somee-social/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
golden-ratio-token,NIF,https://www.coingecko.com/en/coins/golden-ratio-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
eth-2x-flexible-leverage-index,NIF,https://www.coingecko.com/en/coins/eth-2x-flexible-leverage-index/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cobinhood,NIF,https://www.coingecko.com/en/coins/cobinhood/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cage,100000000.0,https://www.coingecko.com/en/coins/cage/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
definitex,350000.0,https://www.coingecko.com/en/coins/definitex/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
acoconut,21000000.0,https://www.coingecko.com/en/coins/acoconut/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
herofi,520000000.0,https://www.coingecko.com/en/coins/herofi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
snetwork,NIF,https://www.coingecko.com/en/coins/snetwork/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zipper-network,NIF,https://www.coingecko.com/en/coins/zipper-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lendingblock,NIF,https://www.coingecko.com/en/coins/lendingblock/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
metadium,NIF,https://www.coingecko.com/en/coins/metadium/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
risingsun,NIF,https://www.coingecko.com/en/coins/risingsun/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vite,NIF,https://www.coingecko.com/en/coins/vite/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
salt,NIF,https://www.coingecko.com/en/coins/salt/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
harrison-first,10000000.0,https://www.coingecko.com/en/coins/harrison-first/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aeryus,NIF,https://www.coingecko.com/en/coins/aeryus/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
adadex-tools,100000000.0,https://www.coingecko.com/en/coins/adadex-tools/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
benqi,7200000000.0,https://www.coingecko.com/en/coins/benqi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitsum,NIF,https://www.coingecko.com/en/coins/bitsum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
benchmark-protocol,5362393.0,https://www.coingecko.com/en/coins/benchmark-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dollars,49759.0,https://www.coingecko.com/en/coins/dollars/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aidos-kuneen,NIF,https://www.coingecko.com/en/coins/aidos-kuneen/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
avaware,NIF,https://www.coingecko.com/en/coins/avaware/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
unitrade,50000000.0,https://www.coingecko.com/en/coins/unitrade/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
molten,NIF,https://www.coingecko.com/en/coins/molten/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
potentiam,NIF,https://www.coingecko.com/en/coins/potentiam/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
provoco,NIF,https://www.coingecko.com/en/coins/provoco/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
smartcredit-token,NIF,https://www.coingecko.com/en/coins/smartcredit-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tent,NIF,https://www.coingecko.com/en/coins/tent/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
toshify-finance,NIF,https://www.coingecko.com/en/coins/toshify-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
seal-finance,46012.0,https://www.coingecko.com/en/coins/seal-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
feed-token,NIF,https://www.coingecko.com/en/coins/feed-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vexanium,NIF,https://www.coingecko.com/en/coins/vexanium/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
steem-dollars,NIF,https://www.coingecko.com/en/coins/steem-dollars/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
kanadecoin,NIF,https://www.coingecko.com/en/coins/kanadecoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
polymath,NIF,https://www.coingecko.com/en/coins/polymath/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethereum-gold,NIF,https://www.coingecko.com/en/coins/ethereum-gold/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
link,NIF,https://www.coingecko.com/en/coins/link/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zasset-zusd,NIF,https://www.coingecko.com/en/coins/zasset-zusd/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
pastel,21000000000.0,https://www.coingecko.com/en/coins/pastel/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nafter,1000000000.0,https://www.coingecko.com/en/coins/nafter/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bonpay,NIF,https://www.coingecko.com/en/coins/bonpay/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
insure-defi,NIF,https://www.coingecko.com/en/coins/insure-defi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
argoapp,NIF,https://www.coingecko.com/en/coins/argoapp/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wild-credit,NIF,https://www.coingecko.com/en/coins/wild-credit/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
safedeal,NIF,https://www.coingecko.com/en/coins/safedeal/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
communifty,100000000.0,https://www.coingecko.com/en/coins/communifty/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitmart-token,NIF,https://www.coingecko.com/en/coins/bitmart-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
coin,100000000.0,https://www.coingecko.com/en/coins/coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
terra-krw,NIF,https://www.coingecko.com/en/coins/terra-krw/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
jur,NIF,https://www.coingecko.com/en/coins/jur/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
stsla,636.0,https://www.coingecko.com/en/coins/stsla/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcny,NIF,https://www.coingecko.com/en/coins/bitcny/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
api3,NIF,https://www.coingecko.com/en/coins/api3/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
behodler,NIF,https://www.coingecko.com/en/coins/behodler/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
masq,37500000.0,https://www.coingecko.com/en/coins/masq/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
belt,NIF,https://www.coingecko.com/en/coins/belt/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
umi,NIF,https://www.coingecko.com/en/coins/umi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
kava-lend,200000000.0,https://www.coingecko.com/en/coins/kava-lend/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ledgis,NIF,https://www.coingecko.com/en/coins/ledgis/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wagerr,NIF,https://www.coingecko.com/en/coins/wagerr/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
derivadao,100000000.0,https://www.coingecko.com/en/coins/derivadao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
geyser,10000000.0,https://www.coingecko.com/en/coins/geyser/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rate3,NIF,https://www.coingecko.com/en/coins/rate3/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
true-usd,NIF,https://www.coingecko.com/en/coins/true-usd/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
freicoin,NIF,https://www.coingecko.com/en/coins/freicoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sbtc,4840.0,https://www.coingecko.com/en/coins/sbtc/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
boosted-finance,98580.0,https://www.coingecko.com/en/coins/boosted-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
asian-fintech,NIF,https://www.coingecko.com/en/coins/asian-fintech/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
swapz-app,NIF,https://www.coingecko.com/en/coins/swapz-app/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
elastos,28219999.0,https://www.coingecko.com/en/coins/elastos/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
plair,NIF,https://www.coingecko.com/en/coins/plair/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
qchi,NIF,https://www.coingecko.com/en/coins/qchi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
meme,28000.0,https://www.coingecko.com/en/coins/meme/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
shabu-shabu,NIF,https://www.coingecko.com/en/coins/shabu-shabu/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fortube,1000000000.0,https://www.coingecko.com/en/coins/fortube/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
items,167918.0,https://www.coingecko.com/en/coins/items/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aelf,NIF,https://www.coingecko.com/en/coins/aelf/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
peri-finance,20000000.0,https://www.coingecko.com/en/coins/peri-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gitcoin,100000000.0,https://www.coingecko.com/en/coins/gitcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
0-exchange,950000000.0,https://www.coingecko.com/en/coins/0-exchange/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fairgame,NIF,https://www.coingecko.com/en/coins/fairgame/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
seth,117712.0,https://www.coingecko.com/en/coins/seth/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
must,1000000.0,https://www.coingecko.com/en/coins/must/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bankless-dao,1000000000.0,https://www.coingecko.com/en/coins/bankless-dao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rise-protocol,NIF,https://www.coingecko.com/en/coins/rise-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tokocrypto,NIF,https://www.coingecko.com/en/coins/tokocrypto/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
kardiachain,5000000000.0,https://www.coingecko.com/en/coins/kardiachain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
safemoon,NIF,https://www.coingecko.com/en/coins/safemoon/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
jointer,NIF,https://www.coingecko.com/en/coins/jointer/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
armor,1000000000.0,https://www.coingecko.com/en/coins/armor/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
degov,NIF,https://www.coingecko.com/en/coins/degov/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
spiritswap,1000000000.0,https://www.coingecko.com/en/coins/spiritswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
azuki,NIF,https://www.coingecko.com/en/coins/azuki/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lgcy-network,NIF,https://www.coingecko.com/en/coins/lgcy-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
unicly-fewocious-collection,NIF,https://www.coingecko.com/en/coins/unicly-fewocious-collection/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
myriad,NIF,https://www.coingecko.com/en/coins/myriad/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
v-systems,NIF,https://www.coingecko.com/en/coins/v-systems/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fortknoxster,150000000.0,https://www.coingecko.com/en/coins/fortknoxster/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
synthetix-network-token,235186816.0,https://www.coingecko.com/en/coins/synthetix-network-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gulag-token,NIF,https://www.coingecko.com/en/coins/gulag-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mina-protocol,NIF,https://www.coingecko.com/en/coins/mina-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
charli3,NIF,https://www.coingecko.com/en/coins/charli3/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bancor-network,228247405.0,https://www.coingecko.com/en/coins/bancor-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
peerguess,NIF,https://www.coingecko.com/en/coins/peerguess/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wagyuswap,NIF,https://www.coingecko.com/en/coins/wagyuswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aga-rewards,21988.0,https://www.coingecko.com/en/coins/aga-rewards/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vipstarcoin,NIF,https://www.coingecko.com/en/coins/vipstarcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
statera,NIF,https://www.coingecko.com/en/coins/statera/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tribeone,NIF,https://www.coingecko.com/en/coins/tribeone/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
reef-finance,20000000000.0,https://www.coingecko.com/en/coins/reef-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
