name,max_supply,href
pangolin,538000000.0,https://www.coingecko.com/en/coins/pangolin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethergem,NIF,https://www.coingecko.com/en/coins/ethergem/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
uncl,NIF,https://www.coingecko.com/en/coins/uncl/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
worldcore,NIF,https://www.coingecko.com/en/coins/worldcore/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
adamant-messenger,NIF,https://www.coingecko.com/en/coins/adamant-messenger/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
davinci-token,90000000.0,https://www.coingecko.com/en/coins/davinci-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
amon,NIF,https://www.coingecko.com/en/coins/amon/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yield-farming-token,NIF,https://www.coingecko.com/en/coins/yield-farming-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bintex-futures,NIF,https://www.coingecko.com/en/coins/bintex-futures/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
monavale,10000.0,https://www.coingecko.com/en/coins/monavale/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcoinsov,NIF,https://www.coingecko.com/en/coins/bitcoinsov/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
iexec-rlc,NIF,https://www.coingecko.com/en/coins/iexec-rlc/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
futurax,NIF,https://www.coingecko.com/en/coins/futurax/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zlot,NIF,https://www.coingecko.com/en/coins/zlot/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
veros,NIF,https://www.coingecko.com/en/coins/veros/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
debase,32165906.0,https://www.coingecko.com/en/coins/debase/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
binamon,NIF,https://www.coingecko.com/en/coins/binamon/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
social-rocket,NIF,https://www.coingecko.com/en/coins/social-rocket/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
surf-finance,10000000.0,https://www.coingecko.com/en/coins/surf-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bcpay-fintech,85000000.0,https://www.coingecko.com/en/coins/bcpay-fintech/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hapi,1000000.0,https://www.coingecko.com/en/coins/hapi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mirrored-ishares-silver-trust,NIF,https://www.coingecko.com/en/coins/mirrored-ishares-silver-trust/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
emercoin,NIF,https://www.coingecko.com/en/coins/emercoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
coreto,NIF,https://www.coingecko.com/en/coins/coreto/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
slink,NIF,https://www.coingecko.com/en/coins/slink/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hue,NIF,https://www.coingecko.com/en/coins/hue/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gnosis,10000000.0,https://www.coingecko.com/en/coins/gnosis/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wault,1000000000.0,https://www.coingecko.com/en/coins/wault/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcomo,NIF,https://www.coingecko.com/en/coins/bitcomo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
b-cube-ai,NIF,https://www.coingecko.com/en/coins/b-cube-ai/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
roiyal-coin,NIF,https://www.coingecko.com/en/coins/roiyal-coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
secure-cash,NIF,https://www.coingecko.com/en/coins/secure-cash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fusible,10000000.0,https://www.coingecko.com/en/coins/fusible/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
swirl-cash,5000000.0,https://www.coingecko.com/en/coins/swirl-cash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcoinbrand,NIF,https://www.coingecko.com/en/coins/bitcoinbrand/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aerotoken,NIF,https://www.coingecko.com/en/coins/aerotoken/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gold-bcr,NIF,https://www.coingecko.com/en/coins/gold-bcr/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wanchain,210000000.0,https://www.coingecko.com/en/coins/wanchain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
x42-protocol,NIF,https://www.coingecko.com/en/coins/x42-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
team,NIF,https://www.coingecko.com/en/coins/team/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tiki-token,NIF,https://www.coingecko.com/en/coins/tiki-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
signum,NIF,https://www.coingecko.com/en/coins/signum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
starbugs-shards,8275.0,https://www.coingecko.com/en/coins/starbugs-shards/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
egretia,NIF,https://www.coingecko.com/en/coins/egretia/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mirrored-united-states-oil-fund,NIF,https://www.coingecko.com/en/coins/mirrored-united-states-oil-fund/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yieldwars,2800000.0,https://www.coingecko.com/en/coins/yieldwars/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
setc,NIF,https://www.coingecko.com/en/coins/setc/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
scorum,NIF,https://www.coingecko.com/en/coins/scorum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
amp,99225164238.0,https://www.coingecko.com/en/coins/amp/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
friends-with-benefits-pro,1000000.0,https://www.coingecko.com/en/coins/friends-with-benefits-pro/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
superrare,1000000000.0,https://www.coingecko.com/en/coins/superrare/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
evrice,NIF,https://www.coingecko.com/en/coins/evrice/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tsuki-dao,100000.0,https://www.coingecko.com/en/coins/tsuki-dao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hodltree,100000000.0,https://www.coingecko.com/en/coins/hodltree/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zilswap,NIF,https://www.coingecko.com/en/coins/zilswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
livenodes,NIF,https://www.coingecko.com/en/coins/livenodes/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
somee-social-old,NIF,https://www.coingecko.com/en/coins/somee-social-old/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
fera,NIF,https://www.coingecko.com/en/coins/fera/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
liquidity-network,NIF,https://www.coingecko.com/en/coins/liquidity-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
influxcoin,NIF,https://www.coingecko.com/en/coins/influxcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
reth2,NIF,https://www.coingecko.com/en/coins/reth2/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hot-cross,500000000.0,https://www.coingecko.com/en/coins/hot-cross/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
waterdrop,NIF,https://www.coingecko.com/en/coins/waterdrop/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
crypto-carbon-energy,10000000000.0,https://www.coingecko.com/en/coins/crypto-carbon-energy/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cyberfi,2400000.0,https://www.coingecko.com/en/coins/cyberfi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
glox-finance,NIF,https://www.coingecko.com/en/coins/glox-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
pivot-token,NIF,https://www.coingecko.com/en/coins/pivot-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethbox-token,NIF,https://www.coingecko.com/en/coins/ethbox-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
spankchain,NIF,https://www.coingecko.com/en/coins/spankchain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
minerva-wallet,1000000000.0,https://www.coingecko.com/en/coins/minerva-wallet/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ton-crystal,NIF,https://www.coingecko.com/en/coins/ton-crystal/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dfund,NIF,https://www.coingecko.com/en/coins/dfund/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
swagg-network,10000000.0,https://www.coingecko.com/en/coins/swagg-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
marginswap,10000000.0,https://www.coingecko.com/en/coins/marginswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
btu-protocol,NIF,https://www.coingecko.com/en/coins/btu-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ycash,NIF,https://www.coingecko.com/en/coins/ycash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
crd-network,NIF,https://www.coingecko.com/en/coins/crd-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
chronotech,NIF,https://www.coingecko.com/en/coins/chronotech/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
karura,100000000.0,https://www.coingecko.com/en/coins/karura/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
polychain-monsters,10000000.0,https://www.coingecko.com/en/coins/polychain-monsters/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
opus,NIF,https://www.coingecko.com/en/coins/opus/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ionchain,NIF,https://www.coingecko.com/en/coins/ionchain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
scprime,NIF,https://www.coingecko.com/en/coins/scprime/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tornado-core,7000.0,https://www.coingecko.com/en/coins/tornado-core/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
raydium,555000000.0,https://www.coingecko.com/en/coins/raydium/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
prophecy,NIF,https://www.coingecko.com/en/coins/prophecy/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcoin-rhodium,NIF,https://www.coingecko.com/en/coins/bitcoin-rhodium/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
position-token,100000000.0,https://www.coingecko.com/en/coins/position-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zetacoin,NIF,https://www.coingecko.com/en/coins/zetacoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
manifold-finance,2000000.0,https://www.coingecko.com/en/coins/manifold-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
data-economy-index,NIF,https://www.coingecko.com/en/coins/data-economy-index/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
axioms,100000000.0,https://www.coingecko.com/en/coins/axioms/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
blank,NIF,https://www.coingecko.com/en/coins/blank/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
uptrennd,NIF,https://www.coingecko.com/en/coins/uptrennd/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
exnetwork-token,100000000.0,https://www.coingecko.com/en/coins/exnetwork-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
portal,NIF,https://www.coingecko.com/en/coins/portal/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
citadel-one,NIF,https://www.coingecko.com/en/coins/citadel-one/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zero-utility-token,NIF,https://www.coingecko.com/en/coins/zero-utility-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
roseon-finance,100000000.0,https://www.coingecko.com/en/coins/roseon-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
revv,3000000000.0,https://www.coingecko.com/en/coins/revv/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
museum-of-crypto-art,10000000.0,https://www.coingecko.com/en/coins/museum-of-crypto-art/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
epik-protocol,44196429.0,https://www.coingecko.com/en/coins/epik-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
alpaca-finance,188000000.0,https://www.coingecko.com/en/coins/alpaca-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bux-token,NIF,https://www.coingecko.com/en/coins/bux-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
wrapped-filecoin,8434.0,https://www.coingecko.com/en/coins/wrapped-filecoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
seen,1000000.0,https://www.coingecko.com/en/coins/seen/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
augur,6596617.0,https://www.coingecko.com/en/coins/augur/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
zent-cash,NIF,https://www.coingecko.com/en/coins/zent-cash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ruff,NIF,https://www.coingecko.com/en/coins/ruff/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
numeraire,11000000.0,https://www.coingecko.com/en/coins/numeraire/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dexe,NIF,https://www.coingecko.com/en/coins/dexe/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dvision-network,NIF,https://www.coingecko.com/en/coins/dvision-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethos,1000000.0,https://www.coingecko.com/en/coins/ethos/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
amun-defi-index,NIF,https://www.coingecko.com/en/coins/amun-defi-index/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
werewolf-coin,NIF,https://www.coingecko.com/en/coins/werewolf-coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tokenclub,NIF,https://www.coingecko.com/en/coins/tokenclub/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dimecoin,NIF,https://www.coingecko.com/en/coins/dimecoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
content-value-network,NIF,https://www.coingecko.com/en/coins/content-value-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cofix,NIF,https://www.coingecko.com/en/coins/cofix/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
blocklancer,NIF,https://www.coingecko.com/en/coins/blocklancer/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tokendesk,NIF,https://www.coingecko.com/en/coins/tokendesk/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
karbo,NIF,https://www.coingecko.com/en/coins/karbo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
project-shivom,NIF,https://www.coingecko.com/en/coins/project-shivom/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
unifty,5000000.0,https://www.coingecko.com/en/coins/unifty/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
indorse,NIF,https://www.coingecko.com/en/coins/indorse/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hydradx,10000000000.0,https://www.coingecko.com/en/coins/hydradx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hondaiscoin,NIF,https://www.coingecko.com/en/coins/hondaiscoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cocos-bcx,NIF,https://www.coingecko.com/en/coins/cocos-bcx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
evedo,NIF,https://www.coingecko.com/en/coins/evedo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
italo,NIF,https://www.coingecko.com/en/coins/italo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rivetz,NIF,https://www.coingecko.com/en/coins/rivetz/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
offshift,NIF,https://www.coingecko.com/en/coins/offshift/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
unifund,NIF,https://www.coingecko.com/en/coins/unifund/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
stand-cash,70001.0,https://www.coingecko.com/en/coins/stand-cash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
aave,16000000.0,https://www.coingecko.com/en/coins/aave/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
oneledger,NIF,https://www.coingecko.com/en/coins/oneledger/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yuki-coin,NIF,https://www.coingecko.com/en/coins/yuki-coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
noir,NIF,https://www.coingecko.com/en/coins/noir/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
depth-token,10000000000.0,https://www.coingecko.com/en/coins/depth-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
hauteclere-shards,NIF,https://www.coingecko.com/en/coins/hauteclere-shards/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
exzocoin-2,NIF,https://www.coingecko.com/en/coins/exzocoin-2/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dynamic-set-dollar,133326477.0,https://www.coingecko.com/en/coins/dynamic-set-dollar/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
keyfi,9994262.0,https://www.coingecko.com/en/coins/keyfi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ceres,25000.0,https://www.coingecko.com/en/coins/ceres/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
pluracoin,NIF,https://www.coingecko.com/en/coins/pluracoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
pera-finance,NIF,https://www.coingecko.com/en/coins/pera-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
block-commerce-protocol,1000000000.0,https://www.coingecko.com/en/coins/block-commerce-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ulord,NIF,https://www.coingecko.com/en/coins/ulord/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
rivex,NIF,https://www.coingecko.com/en/coins/rivex/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
finance-vote,NIF,https://www.coingecko.com/en/coins/finance-vote/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
azuma-coin,NIF,https://www.coingecko.com/en/coins/azuma-coin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
charged-particles,100000000.0,https://www.coingecko.com/en/coins/charged-particles/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gambit,401469.0,https://www.coingecko.com/en/coins/gambit/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sf-capital,NIF,https://www.coingecko.com/en/coins/sf-capital/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
delta-exchange-token,NIF,https://www.coingecko.com/en/coins/delta-exchange-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ubu-finance,NIF,https://www.coingecko.com/en/coins/ubu-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
crycash,NIF,https://www.coingecko.com/en/coins/crycash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tranche-finance,NIF,https://www.coingecko.com/en/coins/tranche-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
starbase,NIF,https://www.coingecko.com/en/coins/starbase/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
cocaine-cowboy-shards,9900.0,https://www.coingecko.com/en/coins/cocaine-cowboy-shards/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
star-atlas,36000000000.0,https://www.coingecko.com/en/coins/star-atlas/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nft-alley,NIF,https://www.coingecko.com/en/coins/nft-alley/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ovr,NIF,https://www.coingecko.com/en/coins/ovr/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
veritaseum,NIF,https://www.coingecko.com/en/coins/veritaseum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
clucoin,NIF,https://www.coingecko.com/en/coins/clucoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
frontier,90000000.0,https://www.coingecko.com/en/coins/frontier/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
trivechain,NIF,https://www.coingecko.com/en/coins/trivechain/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ucot,NIF,https://www.coingecko.com/en/coins/ucot/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
shyft-network,2520000000.0,https://www.coingecko.com/en/coins/shyft-network/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lien,1000000.0,https://www.coingecko.com/en/coins/lien/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nyzo,NIF,https://www.coingecko.com/en/coins/nyzo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
restart-energy,NIF,https://www.coingecko.com/en/coins/restart-energy/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
alpaca-city,NIF,https://www.coingecko.com/en/coins/alpaca-city/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
binance-ecosystem-value,NIF,https://www.coingecko.com/en/coins/binance-ecosystem-value/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
polyient-games-unity,NIF,https://www.coingecko.com/en/coins/polyient-games-unity/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gala,50000000000.0,https://www.coingecko.com/en/coins/gala/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
indexed-finance,10000000.0,https://www.coingecko.com/en/coins/indexed-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mytoken,NIF,https://www.coingecko.com/en/coins/mytoken/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
swipp,NIF,https://www.coingecko.com/en/coins/swipp/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
litecash,NIF,https://www.coingecko.com/en/coins/litecash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
openalexa-protocol,NIF,https://www.coingecko.com/en/coins/openalexa-protocol/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dogefi,NIF,https://www.coingecko.com/en/coins/dogefi/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
astroswap,10000000000.0,https://www.coingecko.com/en/coins/astroswap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ape-in,NIF,https://www.coingecko.com/en/coins/ape-in/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
0x,1000000000.0,https://www.coingecko.com/en/coins/0x/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ethorse,NIF,https://www.coingecko.com/en/coins/ethorse/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yearn-lazy-ape,13202397.0,https://www.coingecko.com/en/coins/yearn-lazy-ape/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
kiwigo,NIF,https://www.coingecko.com/en/coins/kiwigo/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
tarot,100000000.0,https://www.coingecko.com/en/coins/tarot/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bountymarketcap,NIF,https://www.coingecko.com/en/coins/bountymarketcap/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
compound-basic-attention-token,NIF,https://www.coingecko.com/en/coins/compound-basic-attention-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
dehub,NIF,https://www.coingecko.com/en/coins/dehub/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
ecash,NIF,https://www.coingecko.com/en/coins/ecash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
sun-token,NIF,https://www.coingecko.com/en/coins/sun-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
receive-access-ecosystem,34000000.0,https://www.coingecko.com/en/coins/receive-access-ecosystem/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
lcx,NIF,https://www.coingecko.com/en/coins/lcx/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
yvs-finance,NIF,https://www.coingecko.com/en/coins/yvs-finance/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bitcoin-cash,21000000.0,https://www.coingecko.com/en/coins/bitcoin-cash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
reddcoin,NIF,https://www.coingecko.com/en/coins/reddcoin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
gridplus,NIF,https://www.coingecko.com/en/coins/gridplus/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
mango-markets,10000000000.0,https://www.coingecko.com/en/coins/mango-markets/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
star-atlas-dao,360000000.0,https://www.coingecko.com/en/coins/star-atlas-dao/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
clash-token,NIF,https://www.coingecko.com/en/coins/clash-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
paypolitan-token,NIF,https://www.coingecko.com/en/coins/paypolitan-token/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nkn,1000000000.0,https://www.coingecko.com/en/coins/nkn/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
raijin,NIF,https://www.coingecko.com/en/coins/raijin/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
nash,NIF,https://www.coingecko.com/en/coins/nash/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
everipedia,21000000000.0,https://www.coingecko.com/en/coins/everipedia/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
the-husl,100000000.0,https://www.coingecko.com/en/coins/the-husl/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
powertrade-fuel,400000000.0,https://www.coingecko.com/en/coins/powertrade-fuel/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
bethereum,NIF,https://www.coingecko.com/en/coins/bethereum/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
vulcan-forged,50000000.0,https://www.coingecko.com/en/coins/vulcan-forged/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
oddz,100000000.0,https://www.coingecko.com/en/coins/oddz/historical_data/usd?start_date=2012-01-01&end_date=2021-10-05#panel
