y1,y2,y3,x1,x2,x3,x4,x5,x6
4.6877642,0,2,-1.0822681,.74321991,.50281239,.12266137,-.77563012,0
6.3847179,1,3,-.3427318,.87422556,.97469699,.65019286,-1.0812459,0
2.7048519,0,1,1.2992212,-1.2422128,.99940425,.60730684,.64877605,0
6.530777,1,3,1.6120955,-.32427198,.34271488,.91978037,-.77886552,1
2.9904339,1,1,-.68494672,.56398839,.28686574,.68314743,-.434708,0
8.7437449,0,4,.86926711,.003609071,.81525588,.45207104,.16668132,0
.59772974,0,0,-1.6709589,-1.2448884,.96483868,.56028724,1.0147181,0
10.057677,1,4,1.1375191,.65409529,.20496608,.047608566,.37765744,0
7.3842893,1,3,-.62147146,-.36165288,.049471918,.97484279,2.2820518,1
16.159229,1,4,1.4225731,2.2020793,.60225147,.42186761,.45564434,1
10.963007,1,4,.46446967,1.3767104,.37666011,.99396855,.22686872,0
8.5910091,1,4,1.0221308,.041289698,.88452816,.77381164,.37018871,1
8.8363647,1,4,-1.1566414,.74599898,.5006215,.79688019,.65537679,1
12.862453,1,4,1.0113497,.78423977,.49839488,.14551651,1.9413807,1
-5.2810388,0,0,-.31333327,-2.9281371,.44757333,.34194654,-1.251596,0
7.900228,1,3,.35524002,.45993087,.19506362,.20257103,1.0575312,0
7.4186239,1,3,.42758161,.47710571,.94702011,.36550853,-1.0092953,1
1.8068377,0,0,-.96857744,-.6954965,.41356996,.49164131,-1.2736726,1
6.9689288,1,3,-.14255002,-.0083933743,.3138493,.9021821,-.5520559,1
-.84787893,0,0,-2.0733154,-.73578638,.25519198,.71622729,.72739649,0
7.0268784,1,3,.29288211,-1.2930198,.86676389,.54018432,.89827216,1
5.6264539,1,2,-.86853725,-.29695576,.66373575,.54719222,2.2468176,0
5.3069439,1,2,-1.0179483,.95931923,.0071680062,.73279053,-.22564495,0
11.339658,1,4,.60203648,1.7279687,.85227412,.31330267,-1.387836,1
-1.4490157,0,0,-2.0248144,-.83667302,.14440705,.6312747,-1.4854449,1
4.1799603,0,2,1.0183396,-1.7981527,.95073932,.03959034,.96268636,1
11.598248,1,4,-.59107322,.48774263,.12984543,.1555841,2.4858956,1
-.8800922,0,0,.69910794,-.94168812,.67070735,.081154048,-1.7361932,0
16.787872,1,4,.88629562,2.3873878,.55098963,.94344866,.73620075,1
5.4645839,0,2,.14016064,-.85059142,.061139807,.45608288,1.6989782,0
7.704741,1,3,1.041416,.10981318,.93719679,.83601701,-.28189468,1
4.6939807,0,2,1.0414419,-1.1758697,.64318103,.22700167,.5809139,0
2.8281767,0,1,-.50954425,-.31512091,.03997127,.50380462,.60253376,0
4.6493793,1,2,-1.5464698,.064270526,.27107888,.23020546,.022882801,1
7.3379016,1,3,.23782606,.44411781,.4463841,.066508256,.089593649,1
1.7577308,0,0,-2.1585805,.037959609,.50811547,.29370806,.42017606,0
1.125414,0,0,.78655261,-.45890221,.76955134,.38314924,-.52394748,0
9.5109062,1,4,.85942727,.61832523,.21991879,.63903439,.26614457,1
6.6902294,1,3,1.4898313,.38622352,.67785043,.11740873,-.29246941,0
9.2498255,1,4,.31179065,-.043265052,.45242,.032338411,.56171435,1
5.9914608,0,2,1.4351939,-1.1462963,.76402682,.57345247,.5360049,1
3.9656672,0,1,-.55234331,-.72449082,.8758443,.95585203,1.2969739,0
8.1268892,1,4,-.39156258,.066867128,.4008787,.80476117,.80047125,1
4.7644501,1,2,.8068707,-.63188142,.73162538,.25802135,.016755948,1
.35759008,0,0,1.7012299,-1.7081128,.92783159,.23561187,-.60465062,0
1.2067366,0,0,-.48399574,-.45532399,.10583964,.51190937,-.96496403,0
7.1284342,1,3,1.8376641,-.91664261,.34543011,.73201925,1.0701509,1
-.017282208,0,0,.77444357,-1.4054825,.0022966943,.68660557,-1.4394523,0
7.7642598,1,3,.43780944,.64972651,.41116026,.98043597,-.81402612,1
8.7277279,1,4,-1.3083895,.81721687,.31241295,.42339841,.50085652,1
3.6442564,0,1,.7905674,-1.2688962,.23728865,.7058233,.34830073,1
3.8301642,0,1,1.4956164,-.084836431,.066930562,.9285624,-1.7182331,0
9.3794804,1,4,.93699563,.64494884,.6027652,.43007869,1.0653583,0
5.2074342,0,2,-2.0198364,1.4008285,.39621013,.65485615,-1.6615149,0
2.8973682,0,1,-.14445211,.21182746,.6210838,.085935384,-2.0156329,0
7.5625572,1,3,.38507837,1.0737711,.72140419,.078726225,1.4042577,0
8.2369165,1,4,1.3076924,.75822461,.45239815,.02520154,-1.0458615,0
10.836039,1,4,.12232172,.95387083,.8566606,.49678963,-.1300306,1
7.0011282,0,3,.65905643,.49886653,.88248461,.86646432,-.92174071,0
3.6071913,0,1,-.12707792,-.31186408,.00054004556,.054887652,-.58106989,0
6.9095349,1,3,-.27467048,.42128944,.27726445,.15755516,.33784229,0
8.916338,1,4,.067025252,1.5904846,.65266746,.83473343,.1874314,0
1.5304168,0,0,-.28291625,-.85937822,.91139507,.33184376,-.81803226,0
1.7586524,0,0,1.4889559,-1.291205,.13476032,.79092497,.45197985,0
1.028771,0,0,-.6933316,-1.5503793,.052441072,.27190888,-1.0735415,1
-.65407246,0,0,-1.4266381,-.4512924,.79412866,.10721388,-2.3810427,0
4.2550244,1,2,.92425215,-.2800726,.17534116,.24186015,.25539654,0
11.096598,1,4,.30630538,1.0200652,.84201062,.87834662,.34885076,1
7.3011985,1,3,-.29039276,1.2639668,.20978791,.078191966,-.91926366,0
2.0258923,0,1,.12840676,-.092398345,.60693568,.63676655,-1.4811468,0
5.4076176,1,2,-1.0260034,.54074007,.75565296,.24179716,-.75280768,0
2.0865471,0,1,-.54718637,-.42652008,.33977187,.83592165,-1.0404925,0
6.8541408,1,3,-.59614331,-.16032521,.46746916,.88101453,.47842982,1
-.45146951,0,0,.07024084,-1.8922203,.51569515,.35999826,-.50768256,0
7.7362242,1,3,-.21837167,-.10716289,.01257186,.93348426,1.0283078,1
12.574802,1,4,-.094460897,1.4545149,.43372494,.080227293,.38432074,1
4.2305803,0,2,-.92853957,-.48352116,.43630773,.27770609,.30882305,0
4.2051849,0,2,-.30354556,.332228,.59016275,.87375253,-.22286755,0
3.856097,0,1,-.50928479,-.019000312,.84842217,.1209088,-2.2177782,1
9.8833294,1,4,-.74269968,1.1240197,.80041975,.8339138,1.5228907,1
5.3204055,1,2,.59601498,-.74031925,.732288,.66346556,.90969151,0
5.3850226,0,2,-.14454703,.73759246,.66767526,.79180431,-1.5561082,0
.91889071,0,0,-.64463842,-1.162168,.2352193,.79202163,-.86606741,1
5.5664325,1,2,.71553367,-.070857428,.99245781,.54248577,1.1968164,0
.59485054,0,0,-.19873129,-.56041795,.96710998,.37087616,-1.4843419,0
-1.363789,0,0,-2.0406756,-.7997638,.79774958,.86082417,-.33516648,0
7.5478377,1,3,.21935931,.028879136,.68021715,.96019399,.07697507,1
9.3928165,1,4,-.66194236,.92220867,.25453421,.82674229,-.97051585,1
5.2312207,0,2,-1.2479558,-.0044781142,.3032583,.6620779,-.57305473,1
.22595836,0,0,.026460558,-1.3663929,.71472561,.12633464,-.066124134,0
10.964355,1,4,.68870789,1.7537211,.98597455,.011511013,-.39689395,0
.55272806,0,0,-.31201079,-1.1848295,.50442004,.083969496,-.31598517,1
6.1484208,1,3,.15946054,.60134983,.39724848,.55811054,.75128114,0
5.8639407,0,2,-1.8085567,.28965196,.74682164,.26995552,1.7780446,0
8.0068283,1,4,.27403724,.34965989,.70563889,.44447681,-1.0629272,1
8.106739,1,4,1.5365611,.10623612,.0073454101,.44131306,1.483699,0
3.4922874,0,1,.53231519,-.16043243,.27753603,.49221051,-.8095668,0
4.7950001,0,2,.82753897,-.68248302,.32712665,.28644174,.31862217,0
4.2369609,0,2,.73748088,-1.1040266,.83472967,.85082519,1.138429,0
3.1575656,1,1,.7568019,-.35723364,.51577687,.87078828,.33820257,0
3.573349,0,1,.82477951,-.56076944,.24685742,.31613272,.34040245,0
12.856101,1,4,1.7357039,1.6001974,.059371553,.37241107,.57831752,0
6.228518,0,3,-1.0439724,-.45373514,.57690108,.98933679,.61583507,1
6.565906,1,3,.65229559,-.17821822,.78884727,.45225105,1.1217949,0
12.747802,1,4,.17599796,1.431806,.10366441,.6143893,.30572236,1
.55605561,0,0,-.3247616,-1.4322618,.28017771,.028681697,-.85401362,0
8.8300095,1,4,1.1435299,1.2447499,.12582047,.61657888,.55559105,0
8.61236,1,4,1.8082815,.13129003,.73546302,.14692435,.33526415,0
2.1495533,0,1,-.77755564,-1.1389302,.43722165,.90641135,.42154434,1
1.5051916,0,0,-.98223782,-.61793935,.77595472,.42788011,.015787637,0
10.142134,1,4,1.2532625,.068926558,.71830958,.078174919,.96026039,1
10.802656,1,4,1.7975667,.84611261,.31395167,.86908072,-.2575824,0
-1.8077847,0,0,-1.7822808,-.60072887,.32860261,.19138247,-2.3119857,0
11.314735,1,4,1.0443476,1.5746591,.69410014,.31346199,-.33023855,1
4.0133734,0,2,-.35329601,-.49275827,.97142899,.16213745,-.46882674,1
5.8563404,0,2,-.35976031,-1.1106604,.92914277,.35473749,1.2828107,1
6.9494829,1,3,.73667026,.67834395,.12108763,.56729418,-1.4950677,1
1.5186613,0,0,.070179634,-1.8394958,.25442877,.85317057,.68266833,1
9.5197182,1,4,1.1112843,1.2843766,.23761477,.012882881,-1.4565827,1
13.541151,1,4,.31831661,1.5592452,.35328653,.75462455,1.472855,1
3.3967783,0,1,-2.1296062,-.66128194,.52582788,.50792104,.1869213,1
-4.8325992,0,0,-1.4974514,-1.5995904,.87560517,.71513885,-1.0975298,0
3.9475214,0,1,-.8439185,-1.0367115,.77402961,.084335923,1.5442821,0
5.1333437,1,2,-.26922756,.33502603,.52421278,.50565016,-.044955123,0
4.096508,0,2,-1.1860567,-.22360466,.33780164,.98930144,.76822335,0
4.7916303,0,2,.93269372,-.27718627,.83227074,.8874281,-.60345519,0
.409509,0,0,.57826942,-1.6797111,.6181916,.28893778,.52539605,0
10.596058,1,4,-1.8214983,1.5977434,.5756278,.0035916786,.52930397,1
10.639756,1,4,-.83022898,1.4164128,.69041526,.029204648,.0029578363,1
9.2658882,1,4,.077303104,.62540513,.21238291,.67666781,.10305626,1
3.3568535,0,1,.32453406,-.95678991,.40792733,.51183957,1.1662053,0
6.5923882,1,3,.88076037,.33610955,.62566239,.88463557,-.63305503,0
5.7559934,1,2,.50378436,1.0836537,.95467615,.2943911,-.68266737,0
9.6424866,1,4,.80920649,.89612997,.93938154,.54626441,-.9180336,1
1.688706,0,0,.24285661,-.87374783,.93497598,.23576684,.4571256,0
7.736104,0,3,-1.1991794,-.50749522,.97061372,.74442887,1.3421688,1
10.795382,1,4,-.94352186,.7814458,.90289026,.5964784,1.2007709,1
4.8990903,1,2,2.1028197,-1.1972361,.64548349,.43924645,1.1581254,0
2.7856841,0,1,.10835046,-1.2232612,.42149052,.58728695,1.0983332,0
8.9632835,1,4,1.0712065,.76026553,.26311746,.54316455,-.50552261,1
6.4914179,1,3,.091492802,.25305977,.18197508,.61703026,-1.4708771,1
.781376,0,0,.095983505,-1.1611336,.26047617,.36446327,-.79948246,1
-1.5099878,0,0,.43344635,-2.4638069,.31849113,.40529811,.88821739,0
-1.1141059,0,0,-.4459863,-1.5581206,.9048692,.044228703,-1.0875733,0
3.2969692,0,1,-1.6584212,.77665591,.5426901,.36299273,-.75253904,0
6.9095383,1,3,.74590349,.34799117,.55495405,.32343155,.52742946,0
7.4941382,1,3,.88775194,.4507558,.85552543,.18983531,-.25613728,0
.96534848,0,0,-1.0744385,-1.134344,.57674706,.95694399,2.0251958,0
9.7519197,1,4,-.60420078,.39796352,.49231881,.82065916,1.3216978,1
3.031714,0,1,-1.6739594,-.60621113,.82259816,.40474409,-1.5989401,1
8.2839355,1,4,-.52245265,.32537997,.69469547,.072973669,1.8057147,0
7.2814612,1,3,.89238584,.75584275,.33154261,.30131015,-1.1332309,0
8.0068617,1,4,1.0260974,1.0665679,.7359128,.56358093,-1.3984631,1
-4.075067,0,0,-2.4469695,-1.4247352,.69890404,.4005391,-.60012066,0
6.5100255,0,3,-.42900401,.05931475,.085395679,.75732952,.85830504,0
9.5879297,1,4,.5960446,1.7698672,.48801893,.49623519,-.62927103,0
12.583933,1,4,.31522959,.97191519,.629888,.21180062,1.1965094,1
5.913434,1,2,.13063842,.29296821,.27154037,.43246627,.22669803,0
4.3827977,1,2,.92626786,.50032806,.71260482,.1476602,-1.3520555,0
4.1263404,0,2,-.85372835,-.31881753,.90031856,.63010871,1.5074431,0
5.4000754,0,2,1.03273,-.11954762,.71977746,.21850762,-1.392066,0
.59281677,0,0,-2.1684139,-.27201799,.50102288,.70660394,-.93795907,0
8.5897779,1,4,.55019665,1.5755361,.1639097,.23629349,-.92482948,0
7.8098588,1,3,-.36264536,1.5104266,.99129516,.69036716,-.50588119,0
4.2702179,0,2,-1.3473619,-.62014329,.96696949,.139451,.87161332,0
7.2137647,1,3,-.23772889,.53801,.53027028,.93101382,1.5261378,0
-.24499902,0,0,.66607815,-1.3812851,.52293938,.12101961,-1.1085035,0
5.5746818,0,2,-.3463175,.31103563,.19924407,.69180351,-.54544497,0
5.9390264,1,2,-.44849285,.12847342,.14044584,.9742918,1.1151595,0
6.0905757,1,3,-.43087825,-.56700939,.94487906,.67110956,1.2655579,1
8.8829937,1,4,1.1992185,-.18825987,.029910959,.0060368404,.76026189,1
3.602175,0,1,-1.7542726,.42051676,.15888192,.48691347,.62099659,0
3.0759125,0,1,-.62435889,-.61043507,.038410723,.2493663,.30951488,0
12.777201,1,4,-.031279355,1.8708366,.70682675,.53147882,-.37076399,1
10.430088,1,4,1.1257141,1.9617891,.77262568,.18962628,-1.0041845,0
9.1506062,1,4,.57450336,.7334308,.045114186,.76398462,1.304852,1
11.517202,1,4,-.23095335,1.7814662,.018381612,.18720116,1.079144,0
5.8475308,1,2,-.26139659,-1.3577729,.10408325,.1956974,1.9957891,1
4.6940084,1,2,-.82229209,.39311805,.000018739607,.18865655,-.72329044,0
3.4917884,0,1,.38903257,-.067188829,.24107568,.85964084,-1.1769656,0
2.1679037,0,1,-.33453184,-.24528557,.16684361,.45327169,-.78245616,0
8.0892868,1,4,.59959978,1.3878392,.75875616,.83687586,-.50538111,0
13.822598,1,4,1.1748191,3.0842459,.82378465,.880741,-1.3115427,0
1.1471901,0,0,-1.2479624,.63188905,.69191658,.75631791,-2.5485003,0
10.71884,1,4,-.35208994,1.82436,.80792874,.18025228,.58144921,0
6.1091118,1,3,-.28709856,-.11808741,.97358924,.3723956,.98467773,1
7.3834662,1,3,.374881,-.092775397,.4616608,.65910101,2.6517456,0
6.0780401,1,3,-.72658652,.72947466,.64853817,.64958405,.53762347,0
.8177824,0,0,.30996996,-.091934733,.48913005,.66880631,-2.4265189,0
5.0784631,0,2,.37529719,-.55335224,.66209579,.95630944,1.9275109,0
6.5813732,1,3,.62956995,.14416559,.46582353,.22712196,1.9154379,0
-.63244718,0,0,-2.3149014,-1.4240235,.44434923,.65455019,.99736023,0
7.6966896,1,3,.89652085,1.0163254,.60243702,.4559032,.53569466,0
4.180038,0,2,-1.4597868,.031158775,.60656863,.57700425,-.049133331,0
4.9079065,0,2,-.79980808,.68840665,.67938417,.12870488,-3.208035,1
9.9629393,1,4,-.72942132,.573035,.50383794,.32665589,.50389969,1
9.2745142,1,4,-1.1632564,1.3524978,.38531679,.063315406,-.38334361,0
4.3604579,0,2,2.0389485,-.4689897,.48596954,.97918159,-2.2275052,1
1.5386366,0,0,-.82780224,-.48436764,.052223649,.72368449,-.016881991,0
5.9859757,1,2,-.50813884,-.503111,.4493717,.08355692,1.2201655,1
9.0985041,1,4,.37793633,1.2332255,.86108547,.65434653,.26896915,0
4.1154728,1,2,.42256916,.23341481,.037228823,.98595709,-.1319983,0
1.7541976,0,0,-.36484233,-1.376225,.81175852,.22296564,-.57017356,1
7.7288032,0,3,-1.2212623,-.22600017,.59492838,.10932101,1.1773196,1
9.3906412,1,4,1.0956138,1.2546571,.19930439,.66953999,-1.246855,1
11.57087,1,4,2.0113642,1.3398582,.59819925,.7884798,-.93575394,1
1.9976572,0,0,-.73635793,.017959084,.0063902829,.85247576,-1.9426341,0
2.6462085,0,1,-.19356512,-.41561359,.36282864,.38785076,-.81479853,0
8.4338579,1,4,.65002328,.50297338,.51258874,.17364094,-1.0924736,1
3.1190035,0,1,-.40983665,-1.1464882,.99528098,.19934373,1.4420693,0
13.86194,1,4,2.3588593,1.5037713,.7815243,.20895955,1.233554,0
4.7680154,1,2,-.67867124,.67211509,.80835134,.4373931,-.035505094,0
1.2873932,0,0,-.53807515,-.64425713,.32037297,.0038147022,-.17983492,0
7.1215591,1,3,.82540548,.49163485,.32721615,.010008205,-.042115692,0
3.9370921,0,1,.47037366,-.91313183,.5140875,.22877155,.89243466,0
3.3274829,0,1,.79096311,-.41152582,.39406639,.21962221,-1.3253316,0
8.0088596,0,4,-1.0891753,1.3508055,.24684311,.16814381,.34713182,0
.25122359,0,0,-.37950382,-1.8679996,.87425339,.5063445,.51163435,0
6.3821273,1,3,.11847015,.037584696,.16095999,.92444712,1.2314266,0
5.4898849,1,2,-.14684577,.05858127,.10576379,.86086214,-.40654698,1
6.4317818,1,3,-1.4938902,.57096839,.70366395,.6626966,-.002257244,1
12.955448,1,4,-.16085583,.63346535,.15343778,.13783254,.7306034,1
1.621666,0,0,1.3405032,-1.1525835,.0096084308,.76069963,-.35469297,0
-.29190812,0,0,-.86562413,-.81205136,.13579406,.24783297,-1.6332746,0
4.0182514,0,2,.65897906,-.19018413,.65806538,.24284436,-.94154149,0
6.8932438,1,3,-.38306108,.96133441,.88319618,.61222833,.53047103,0
1.962513,0,0,.93597126,-.83096093,.277758,.1942624,-2.3866699,1
12.832459,1,4,-.31972218,1.9433377,.3696292,.70493764,1.8105637,0
-1.8870561,0,0,.4803876,-1.749444,.42368266,.63214815,-.94460386,0
2.3690946,0,1,.84629279,-1.3844602,.75887966,.043845627,-.95329094,0
9.3097191,1,4,.64620489,-.34269771,.77327627,.52848399,1.3122623,1
5.7907686,1,2,1.5144072,-1.3200796,.19097203,.21279131,-.22397818,1
10.11585,1,4,.000090064394,1.1714723,.10488032,.00014376384,.12868896,1
13.889655,1,4,1.7126893,1.8880146,.37574041,.51296651,.89005858,0
4.149878,0,2,-1.7108963,.62058067,.58537161,.15598495,-.5658921,0
7.44203,1,3,-.93846339,.35794538,.0081067476,.8141951,1.4707808,1
4.8323441,0,2,.90968019,-.32224435,.84469342,.15633161,.038236588,0
7.7123837,1,3,1.9529141,-.34488949,.55314124,.20676968,1.0576186,0
5.5239816,1,2,1.4377685,.22828275,.11439976,.48846114,.47235012,0
2.0656903,0,1,1.3867891,-.63493371,.27088869,.79987967,-1.9345614,0
3.272465,0,1,-1.3627514,-.33533531,.44299397,.57985264,.5211764,0
3.1454351,0,1,-.59167242,-1.1744492,.59380537,.37067837,-1.289498,1
10.382973,1,4,-.53158259,2.0525122,.081246294,.386307,.11126623,0
4.3163252,1,2,-1.3149468,.66283321,.78696185,.84429914,.41135639,0
5.8860497,1,2,1.6060513,.12669024,.74255466,.8034873,-.15473658,0
3.7731416,0,1,-.43833166,-.39607069,.76097864,.71910393,.066334121,0
7.373868,1,3,-1.0967127,.85880202,.97619259,.21533307,.29043019,0
-.68718582,0,0,.5406462,-1.9429307,.92101824,.50888664,.15948763,0
7.2016964,1,3,.61780095,-.11563121,.78397006,.2834729,1.5627892,0
4.1564941,0,2,-.28967431,.31196108,.21062881,.28384537,-1.6039813,0
1.5160831,0,0,.057617668,-1.1239091,.38671601,.61652637,-.32696128,0
4.4713368,0,2,-2.2306921,.41198882,.91827351,.79595423,1.073734,0
7.9379592,1,3,-.1106466,.37077528,.43906805,.97070396,.72850883,1
12.554321,1,4,.24664214,1.7246041,.9847132,.97018081,.79745871,1
3.1763082,0,1,.22492063,-.31744823,.84998733,.62062436,-.16306305,0
-.38916469,0,0,-.13839963,-.7207464,.42457804,.65031308,-1.0500758,0
2.6081505,0,1,.6144408,-.52339166,.95155621,.73651969,-.064344853,0
3.0207045,1,1,-.085513003,.02342508,.18420321,.97953349,-.2351649,0
5.3125362,0,2,.64430344,-1.0084251,.15256934,.16000494,-.53821892,1
6.2214007,1,3,-.70356148,.60168916,.29221165,.35083586,.47363237,0
9.678278,1,4,2.0791926,-.011162419,.27572912,.080024824,.46080232,1
4.9246616,0,2,1.345769,-.62253356,.89608908,.15717186,-.57986653,0
12.509655,1,4,1.3433752,1.9714779,.34665546,.13382332,.095779933,0
8.6957664,1,4,-.31090981,1.4811916,.092145622,.53511286,-.3844237,0
1.2359676,0,0,-1.643476,-.62008721,.68278134,.0031616022,-1.4763342,1
-.88164932,0,0,1.9167222,-1.8603837,.57667136,.94781214,-.59200656,0
10.27685,1,4,.85704589,1.0736792,.51393521,.030570254,-1.2474656,1
7.182168,1,3,3.0818834,-.14142486,.72840261,.81415862,-.0018426296,0
2.887948,1,1,.75442463,-.91091621,.73900217,.75355756,1.1743884,0
5.4168262,0,2,.41008741,-.54177034,.074698798,.67914128,.93913686,0
8.987257,1,4,.69590038,-.19820128,.52153689,.97895932,.81512308,1
7.9910688,1,3,1.0730644,.084792651,.38877159,.29157668,1.1725947,0
3.7720339,0,1,-.4216558,.32968774,.78893173,.6409685,-.41874266,0
6.729825,0,3,-1.200202,1.2848077,.7708804,.085569978,-1.1468185,0
7.9125457,1,3,-1.5660248,1.234593,.0025181063,.9577359,-1.1694499,1
3.944247,0,1,-.74959117,.60792124,.63981074,.23621182,-.83912426,0
6.9127631,1,3,.55779821,.16499498,.85388881,.21098892,.025941974,0
8.3240976,1,4,-.26677173,.42952809,.97811228,.078702211,1.0686709,0
8.7047262,1,4,-.019831762,.74783337,.60970575,.90942538,1.0304614,1
-3.1499889,0,0,-1.0836593,-1.7296491,.64685768,.94059813,-.54612637,0
6.0771852,1,3,.11617069,.69395304,.58527374,.22013988,-1.5338496,0
6.974515,1,3,.31448537,-.1667711,.22157899,.74842715,.68005919,0
-.11915914,0,0,-.31897083,-1.8545002,.61261076,.13693355,.90367115,0
-1.6091235,0,0,.046214782,-1.7211101,.76442063,.25400013,-.90188801,0
8.6657133,1,4,-.17785616,1.1528292,.48223966,.14183663,.43220675,0
5.8755846,1,2,.014433916,.19969393,.71281111,.08083608,.40194029,0
2.9289234,0,1,.20857765,-1.7349551,.99759012,.66883731,.14506754,1
5.3408585,0,2,.18731546,-.32241544,.048938528,.28938484,.55130714,0
8.9953442,1,4,1.0368478,.0016175944,.21340215,.91810977,.48457772,1
8.0713778,1,4,.40858677,.53821075,.40070435,.65880805,-.39274675,1
9.9070292,1,4,.72831941,.49641708,.47637627,.75689501,1.0344102,1
4.9585757,0,2,-1.2966483,-.55728942,.71985888,.54961115,-.06331294,1
11.283268,1,4,1.8647959,.90208226,.97899723,.52347946,1.1550267,0
1.0377249,0,0,2.0552452,-1.0933352,.67338592,.39631835,-1.2594503,0
2.9532185,0,1,-1.6103905,.16963148,.91470492,.00067514786,.31213883,0
4.0969238,0,2,-.55827785,-.17386083,.62346566,.004405532,1.1261743,0
3.8761652,0,1,.10845514,.56484473,.13632923,.98991942,-.59139013,0
6.0072331,1,3,1.1758344,-.22597665,.087255515,.0080094077,-1.0603255,1
5.4071064,1,2,1.4268867,.19478129,.72808051,.035401087,-.081040263,0
5.3033838,1,2,-.1854414,.52876282,.90647858,.026853906,-.67539287,0
1.5363431,0,0,-1.8413388,-.19838779,.38207573,.96138352,-.052329451,0
6.0834737,0,3,.14449057,.32339397,.72648984,.38642979,.51190174,0
-.76131314,0,0,-.88841343,-1.0295858,.79322362,.86253375,-.59709835,0
6.6856127,1,3,.75196928,-.0074387486,.71706748,.1508206,.17907678,0
5.0071268,0,2,1.3809736,.29570943,.62143028,.70324033,-.51944768,0
3.151437,0,1,-2.1034861,.87376344,.93804502,.1457523,-.61725998,0
3.1604023,0,1,.58670169,-.32467589,.29370025,.47501945,-.7657246,0
4.3395667,1,2,-.38688806,-.429838,.15204686,.31350037,-.068093248,0
6.8456154,0,3,.08697883,.77837574,.75748718,.45567831,-.2488213,0
.79298335,0,0,-1.1302017,-.93841535,.89876771,.18681978,-1.1119307,0
8.4022303,1,4,-.98606461,.34028879,.024350576,.70098585,.68635744,1
-2.9260955,0,0,1.3101611,-2.3702884,.73672199,.54700959,-.67934233,0
3.1124544,0,1,-.59659523,-.47508401,.46941945,.22551259,-.2935217,0
4.4829388,0,2,-.059783693,-.25481376,.51018822,.21327509,-.8224104,1
1.4225326,0,0,.66482443,-1.2489802,.29896101,.93074399,.027947059,0
4.2928748,0,2,.19269803,-1.5174952,.63754934,.11926366,.48618588,1
10.680313,1,4,.22736616,1.1032428,.41441828,.11663763,.20927072,1
1.5073739,0,0,-1.1216642,-.017891657,.065066524,.19242577,-.47561181,0
7.1923394,1,3,-.023718346,.30011967,.22912513,.7776981,-.33365163,0
5.6620522,1,2,.082732454,.94831705,.018240178,.84093148,-1.3825451,0
8.24825,1,4,-.7106809,.85059083,.13341129,.20717001,.41497242,1
4.9835854,0,2,-1.4841238,.66961235,.23986852,.86014283,-.69305539,0
8.9452314,1,4,2.4577167,.2025293,.54577643,.45909193,.1808119,0
11.487401,1,4,-.098856434,1.4287422,.91129345,.48110792,.40941265,1
3.2574272,0,1,-1.7593812,-.94719052,.56807238,.72852933,1.2603467,0
10.233967,1,4,1.0467863,.73240209,.64288068,.78368384,1.6517233,0
