date,mktcap,vol,open_price,close_price
2021-10-04,949857,918.52,0.00318744,0.00313723
2021-10-03,946207,197.82,0.00318607,0.00318744
2021-10-02,861933,2517.85,0.00305015,0.00318607
2021-10-01,823033,3002.34,0.00284805,0.00305015
2021-09-30,843119,2595.06,0.00282926,0.00284805
2021-09-29,947486,2904.04,0.00287769,0.00282926
2021-09-28,889399,954.47,0.00317948,0.00287769
2021-09-27,889399,0.000000000000,0.00298456,0.00317948
2021-09-26,894358,512.30,0.00298456,0.00298456
2021-09-25,845215,1285.74,0.00300120,0.00298456
2021-09-24,962850,330.28,0.00322999,0.00300120
2021-09-23,1018806,18845.29,0.00309416,0.00322999
2021-09-22,1088721,864.51,0.00341881,0.00309416
2021-09-21,1080193,3572.04,0.00359907,0.00341881
2021-09-20,1234471,6152.37,0.00404600,0.00359907
2021-09-19,1309979,1307.12,0.00439590,0.00404600
2021-09-18,1318302,2698.71,0.00437946,0.00439590
2021-09-17,1369201,12323.33,0.00453813,0.00437946
2021-09-16,1531345,8769.23,0.00494629,0.00453813
2021-09-15,1434792,1626.75,0.00484140,0.00494629
2021-09-14,1388311,5680.45,0.00478506,0.00484140
2021-09-13,1538874,2075.82,0.00510692,0.00478506
2021-09-12,1492941,4056.25,0.00494485,0.00510692
2021-09-11,1553168,7415.00,0.00494958,0.00494485
2021-09-10,1703648,0.000000000000,0.00571694,0.00494958
2021-09-09,1700178,2269.35,0.00569877,0.00571694
2021-09-08,1674305,89638,0.00545493,0.00569877
2021-09-07,3039560,271094,0.01007473,0.00545493
2021-09-06,1932723,32742,0.00648315,0.01007473
2021-09-05,2211644,80239,0.00742162,0.00648315
2021-09-04,3095469,83016,0.01044919,0.00742162
2021-09-03,3848773,166859,0.01287251,0.01044919
2021-09-02,2708418,13648.95,0.00919653,0.01287251
2021-09-01,2545271,187570,0.00854118,0.00919653
2021-08-31,3958554,53561,0.01323623,0.00854118
2021-08-30,0.000000000000,61250,0.01616509,0.01323623
2021-08-29,0.000000000000,126580,0.01595486,0.01616509
2021-08-28,0.000000000000,577641,0.01701791,0.01595486
2021-08-27,0.000000000000,2422745,0.01468428,0.01701791
2021-08-26,0.000000000000,2422745,0.01468428,0.01468428
