date,mktcap,vol,open_price,close_price
2021-10-04,1470452,5943.06,0.01890028,0.01978150
2021-10-03,1470666,13606.33,0.01892847,0.01890028
2021-10-02,1465555,14690.47,0.01885670,0.01892847
2021-10-01,1227012,1748.20,0.01533967,0.01885670
2021-09-30,1372845,51.78,0.01797871,0.01533967
2021-09-29,936836,9517.06,0.01197376,0.01797871
2021-09-28,1422366,14928.91,0.01828558,0.01197376
2021-09-27,785202,0.01112549,0.01236165,0.01828558
2021-09-26,1074538,202.66,0.01380518,0.01236165
2021-09-25,1096277,26341,0.01404843,0.01380518
2021-09-24,1112266,3035.33,0.01421589,0.01404843
2021-09-23,1078376,5003.20,0.01387844,0.01421589
2021-09-22,1413866,20264,0.01821403,0.01387844
2021-09-21,1265912,27718,0.01642374,0.01821403
2021-09-20,1520754,7873.23,0.01960561,0.01642374
2021-09-19,1296419,4702.33,0.01666905,0.01960561
2021-09-18,1324084,3181.74,0.01699416,0.01666905
2021-09-17,1323573,4363.60,0.01703517,0.01699416
2021-09-16,1442815,2150.73,0.01824759,0.01703517
2021-09-15,1317512,4783.28,0.01696910,0.01824759
2021-09-14,1311986,10380.74,0.01685886,0.01696910
2021-09-13,1306994,7553.50,0.01682308,0.01685886
2021-09-12,1329281,6159.05,0.01702581,0.01682308
2021-09-11,1332127,9081.38,0.01715855,0.01702581
2021-09-10,1641986,4026.26,0.02112479,0.01715855
2021-09-09,1424625,3182.10,0.01834636,0.02112479
2021-09-08,1539561,32277,0.01982347,0.01834636
2021-09-07,1560598,15243.75,0.02012564,0.01982347
2021-09-06,1867163,12436.21,0.02396326,0.02012564
2021-09-05,1638541,192.30,0.02110208,0.02396326
2021-09-04,1158825,5313.77,0.01496273,0.02110208
2021-09-03,1230863,1108.40,0.01582833,0.01496273
2021-09-02,1489931,19100.43,0.01832409,0.01582833
2021-09-01,1337125,15067.38,0.01768648,0.01832409
2021-08-31,1540728,5484.84,0.01984170,0.01768648
2021-08-30,1164972,4488.63,0.01500023,0.01984170
2021-08-29,1347355,3501.15,0.01731648,0.01500023
2021-08-28,1356637,6930.18,0.01744413,0.01731648
2021-08-27,1394884,12992.16,0.01796441,0.01744413
2021-08-26,1323787,41851,0.01704294,0.01796441
2021-08-25,1177182,375193,0.01511402,0.01704294
2021-08-24,1505836,19375.33,0.01935647,0.01511402
2021-08-23,1650434,19196.86,0.02121640,0.01935647
2021-08-22,1463608,1378930,0.01879732,0.02121640
2021-08-21,1702731,1663035,0.02191329,0.01879732
2021-08-20,1477720,1376498,0.01885040,0.02191329
2021-08-19,1588925,920347,0.02044764,0.01885040
2021-08-18,1673706,33445,0.02145677,0.02044764
2021-08-17,1661220,1447119,0.02275256,0.02145677
2021-08-16,1975991,1697452,0.02577896,0.02275256
2021-08-15,1904752,1149381,0.02451067,0.02577896
2021-08-14,1798164,1589765,0.02620095,0.02451067
2021-08-13,1888461,427702,0.02432291,0.02620095
2021-08-12,1919912,1609077,0.02595265,0.02432291
2021-08-11,1876333,1553026,0.02572372,0.02595265
2021-08-10,1854852,2509280,0.02428089,0.02572372
2021-08-09,1645054,3703149,0.02419829,0.02428089
2021-08-08,1631015,3939661,0.02484901,0.02419829
2021-08-07,1643329,3420834,0.02135361,0.02484901
2021-08-06,1717047,3128277,0.02229266,0.02135361
2021-08-05,1621383,3150612,0.02069629,0.02229266
2021-08-04,1514541,2541162,0.01819401,0.02069629
2021-08-03,1555095,7937.07,0.02025000,0.01819401
2021-08-02,1640762,7493.74,0.02133144,0.02025000
2021-08-01,1725047,2742186,0.02235979,0.02133144
2021-07-31,1714144,2920340,0.02244059,0.02235979
2021-07-30,1710152,2863965,0.02146304,0.02244059
2021-07-29,1615121,1090222,0.02098887,0.02146304
2021-07-28,1579946,458159,0.02053971,0.02098887
2021-07-27,1545253,454925,0.02002997,0.02053971
2021-07-26,1405385,372234,0.01845109,0.02002997
2021-07-25,1545523,415145,0.02012159,0.01845109
2021-07-24,1353290,322277,0.01957076,0.02012159
2021-07-23,1351762,305009,0.01757341,0.01957076
2021-07-22,1292095,356070,0.01688731,0.01757341
2021-07-21,1179427,368343,0.01533300,0.01688731
2021-07-20,1237855,472746,0.01606961,0.01533300
2021-07-19,1351210,469148,0.01758385,0.01606961
2021-07-18,1216106,397517,0.01582142,0.01758385
2021-07-17,1285061,449697,0.01601865,0.01582142
2021-07-16,1314926,490225,0.01708873,0.01601865
2021-07-15,1265040,434872,0.01652748,0.01708873
2021-07-14,1409215,500739,0.01835179,0.01652748
2021-07-13,1359582,464679,0.01727438,0.01835179
2021-07-12,1351311,490807,0.01757499,0.01727438
2021-07-11,1415804,500198,0.01845247,0.01757499
2021-07-10,1428188,409882,0.01868956,0.01845247
2021-07-09,1308706,355500,0.01717773,0.01868956
2021-07-08,1473952,115248,0.01955722,0.01717773
2021-07-07,1351766,90113,0.01776505,0.01955722
2021-07-06,1277977,154102,0.01673174,0.01776505
2021-07-05,1400837,114899,0.01802072,0.01673174
2021-07-04,1457580,153548,0.01913701,0.01802072
2021-07-03,1592922,154084,0.02061504,0.01913701
2021-07-02,1570345,163556,0.02128837,0.02061504
2021-07-01,1714405,129776,0.02248856,0.02128837
