,name,price,ship cost
0,Dell-Latitude-14-1-Laptop-Computer-PC-Core-i3-4GB-500GB-HD-DVD-Wifi-Windows-10,$124.95,Free Shipping
1,Dell-Latitude-Business-Gaming-Laptop-HD-Intel-Core-i5-3-20GHz-16GB-RAM-2TB-SSD,$241.00,Free Shipping
2,Dell-Laptop-Latitude-Computer-FAST-120GB-SSD-WiFi-DVD-CDRW-Windows-10-PRO-4GB,$149.00,Free Shipping
3,Dell-Latitude-LAPTOP-INTEL-i5-8GB-350GB-SSD-HDD-HDMI-Windows-10-WiFi-GAMING-PC,$149.00,Free Shipping
4,HP-LAPTOP-PROBOOK-WINDOWS-10-DUAL-CORE-A4-8GB-RAM-512GB-HD-SSD-WIFI-PC-COMPUTER,$143.00,Free Shipping
5,HOT-ASUS-15-6-Laptop-Intel-2-40GHz-4GB-500GB-DVD-RW-WebCam-HDMI-USB-Windows-10,$233.33,Free Shipping
6,Laptop-Gateway-NE56R10u-Intel-Core-i3-8gb-Ram-256-SSD-Win-10,$75.00,+$20.00 shipping
7,2020-Dell-15-6-TouchScreen-Laptop-i5-8265U-i7-7500U-up-to-16GB-RAM-1TB-SSD,$100.00,Free Shipping
8,HP-15-6-TOUCH-Laptop-20GB-Memory-Intel-Core-i3-i5-i7-Processor-1TB-DVD-RW-Win10,$479.00,Free Shipping
9,NEW-HP-15-6-Touchscreen-HD-Intel-i3-1005G1-3-4GHz-128GB-SSD-8GB-RAM-Windows-10,$337.77,Free Shipping
10,NEW-DELL-INSPIRON-14-10th-Gen-Intel-Core-i5-1035G1-4GB-128GB-SSD-Sleek-Laptop,$329.99,Free Shipping
11,Dell-5th-Gen-i7-Gaming-Laptop-16GB-RAM-512GB-SSD-FHD-1080P-Fortnite-Ready,$355.55,Free Shipping
12,Dell-Inspiron-5570-i5-8250U-1-60GHz-4GB-Ram-128GB-SSD-1TB-15-6-FHD-Laptop,$389.99,+$29.99 shipping
13,NEW-HP-15-6-LED-Intel-Core-i5-8265U-3-90GHz-8GB-Ram-256GB-SSD-Drive-Win10-Laptop,$269.99,Free Shipping
14,Dell-Latitude-Laptop-14-1-Intel-i5-1TB-SSD-16GB-RAM-WiFI-HDMI-Win-10-Pro,$427.93,Free Shipping
15,HP-LAPTOP-NOTEBOOK-PC-WINDOWS-10-WIN-INTEL-CORE-2-DUO-4GB-14-1-HD-DVD-COMPUTER,$159.95,Free Shipping
16,Samsung-Chromebook-2-XE500C12-K01US-11-6-Inch-Laptop-Intel-Celeron-4GB-16GB-SSD,$142.00,Free Shipping
17,Lenovo-ThinkPad-T580-20-LN-15-6-inch-256GB-Core-i5-8250U-1-60GHz-8GB-Laptop,$57.00,Free Shipping
18,LENOVO-THINKPAD-T440S-INTEL-CORE-i5-4300U-4GB-RAM-14-1-LAPTOP-WARRANTY-Z5,$650.00,+$9.99 shipping
19,NEW-HP-14-INTEL-CORE-i5-1035G1-8GB-Ram-16GB-Optane-256GB-SSD-Drive-Laptop,$99.99,Free Shipping
20,Dell-Latitude-E5450-14-laptop-i5-5300u-5th-GEN-CPU8GB-RAM-256GB-SSD-WIN-10-PRO,$433.33,+$15.70 shipping
21,HP-15-G019WM-500GB-HDD-4GB-RAM-AMD-E1-2100-15-6-Laptop,$139.00,+$20.00 shipping
22,Lenovo-ThinkPad-14-T430-i5-3320M-2-60GHz-8GB-128GB-SSD-Win-10-Laptop,$75.00,Free Shipping
23,HP-17-b030-17-3-WLED-Touchscreen-Laptop-Intel-Pentium-8GB-1TB-HDD-w-Office-365,$100.00,Free Shipping
24,DELL-CHROMEBOOK-11-6-4GB-RAM-Laptop-Black-WIFI-Google-Charger,$95.00,Free Shipping
25,Dell-Inspiron-N5010-Laptop-Intel-Core-i5-620GB-HDD-6GB-RAM-Win-10-See-Desc,$399.99,Free Shipping
26,HP-ProBook-650-G1-Intel-Core-i5-2-60GHz-4GB-Ram-Laptop-Integrated-Graphics,$59.99,+$7.95 shipping
27,Lenovo-ThinkPad-E430-Laptop-w-Core-i3-2350M-2-3GHZ-4GB-RAM-No-HD-OS-D,$98.95,Free Shipping
28,857-Dell-Latitude-E6440-i5-8GB-128GB-SSD-Laptop-Computer-Windows-10-Red,$124.95,Free Shipping
29,Dell-Latitude-E7450-14-Laptop-Intel-i7-5600U-2-60GHz-8GB-RAM-240GB-SSD,$50.00,+$18.95 shipping
30,Lenovo-ThinkPad-14-T430-i5-3320M-2-60GHz-8GB-128GB-Win-10-Laptop,$189.00,Free Shipping
31,Lenovo-MIIX-520-12IKB-Model-81CG-2-in-1-Laptop-Tablet-Windows-10-i5-256GB-SSD,$119.00,+$16.03 shipping
32,Dell-Chromebook-11-3120-11-6-Intel-Celeron-N2840-2-16GHz-4GB-16GB-SSD-Laptop,$69.00,Free Shipping
33,HP-17-3-TOUCHSCREEN-Laptop-Intel-Pentium-2-30GHz-8GB-Ram-1TB-HDD-DVD-RW-Win10,$39.00,Free Shipping
34,Asus-Republic-of-Gamers-ROG-GL503V-2-8-7700HQ-i7-1TB-16GB-Gaming-Laptop,$54.44,+$15.00 shipping
35,HP-ELITEBOOK-840-G2-INTEL-CORE-i5-5300U-2-3GHZ-8GB-RAM-14-LAPTOP-WARRANTY-Z2,$397.71,+$9.99 shipping
36,Laptop-HP-15-DB0045NR-15-6-AMD-A9-9425-4GB-1TB-Windows-10-Snow-White,$549.95,Free Shipping
37,Microsoft-Surface-Book-2-in-1-Laptop-Intel-i5-i7-8-16GB-RAM-256GB-512GB-1TB,$119.99,Free Shipping
38,Lenovo-ThinkPad-laptop-Core-i5-8GB-500GB-DVD-Win10-pro-MS-Office,$290.00,Free Shipping
39,Dell-Laptop-Computer-Core-2-Duo-4GB-DVD-CDRW-Windows-10-Professional-Notebook,$499.99,Free Shipping
40,2020-Dell-15-6-TouchScreen-Laptop-i3-8145U-i5-7200U-3-9GHz-16GB-RAM-1TB-SSD,$210.99,Free Shipping
41,Asus-15-6-Full-HD-Touch-1080p-Intel-N4200-Quad-Core-Processor-2-5GHz-4GB-64G,$139.00,Free Shipping
42,Dell-Latitude-3330-Intel-Core-i5-1-80GHz-4GB-RAM-64GB-SSD-13-3-Win7-Laptop,$379.00,Free Shipping
43,NEW-LENOVO-IdeaPad-AMD-3-50GHz-15-6-LED-8GB-256GB-SSD-DVD-RW-Windows-10-Laptop,$179.99,Free Shipping
44,HP-Pavilion-x360-15-6-Full-HD-TouchScreen-Laptop-20GB-Intel-i5-8250U-3-40GHz-1TB,$24.99,Free Shipping
45,Lenovo-G700-17-3-Laptop-Intel-Core-i5-3230M-2-6GHz-4GB-500GB-HDD-Windows-10,$377.77,Free Shipping
46,Dell-Latitude-E5470-Core-i5-6300U-2-40GHz-8GB-RAM-256GB-SSD-14-Win10-Laptop,$487.95,Free Shipping
47,Lot-of-2-Dell-Latitude-E6420-Laptop-Intel-Core-i5-2520M-2-50GHz-4GB-Ram-No-HDD,$129.95,Free Shipping
48,OVERPOWERED-15-6-15-Gaming-Laptop-GTX-1060-512GB-i7-8750H-16GB-144hz,$179.99,Free Shipping
49,Dell-Latitude-E5540-Intel-Core-i3-4030U-1-90GHz-CPU-4GB-RAM-Laptop-Notebook,$109.95,Free Shipping
50,Asus-14-inch-HD-Display-Laptop-Celeron-N3060-2-48GHz-4GB-64GB-eMMC-Windows-10,$729.99,Free Shipping
51,Dell-Latitude-3380-Core-i3-6006U-2-0Ghz-8GB-RAM-128GB-SSD-13-3-Win7-Laptop,$99.78,Free Shipping
52,Acer-Nitro-5-15-6-FHD-Gaming-Laptop-Computer-Intel-Core-i5-8300H-1TB-GTX-1050,$214.00,+$21.83 shipping
53,Dell-Latitude-E6440-Laptop-i7-3-00GHz-8GB-RAM-256GB-SSD-Windows-10-Pro,$43.62,+$19.99 shipping
54,Lenovo-ThinkPad-T450s-Intel-i5-5300U-2-3ghz-HD-Laptop-8GB-RAM-256GB-SSD-Win-10,$152.50,Free Shipping
55,HP-15-bs075nr-Laptop-Intel-6th-Gen-i3-6006U-8GB-RAM-500GB-HDD-DVD-RW,$189.99,+$18.95 shipping
