,name,price,ship cost
0,DELL-LAPTOP-LATiTUDE-WINDOWS-10-CORE-2-DUO-4GB-RAM-WIN-DVD-WIFI-PC-HD-COMPUTER,$145.00,Free Shipping
1,Dell-Latitude-Business-Gaming-Laptop-15-6-inch-HD-Intel-Core-i5-16GB-RAM-2TB-SSD,$266.00,Free Shipping
2,DELL-LAPTOP-LATiTUDE-WINDOWS-10-CORE-2-DUO-4GB-RAM-WIN-DVD-WIFI-PC-HD-COMPUTER,$145.00,Free Shipping
3,Dell-Latitude-Gaming-Laptop-15-6-HD-LED-Intel-Core-i5-8GB-RAM-512GB-SSD-HDMI,$378.99,Free Shipping
4,DELL-Latitude-Laptop-Windows-10-Intel-Core-2-Duo-DVD-WiFi-Notebook-HD-Computer,$135.00,Free Shipping
5,NEW-Dell-14-10th-Gen-Intel-i5-1035G4-3-7GHz-4GB-RAM-128GB-SSD-Windows-10-Laptop,$309.99,Free Shipping
6,DELL-LATITUDE-E6320-LAPTOP-WINDOWS-10-WIN-DVD-INTEL-i5-2-5GHz-8GB-320GB-HD-HDMI,$193.00,Free Shipping
7,2019-Newest-HP-15-6-Touchscreen-Laptop-Quad-Core-Pentium-8GB-RAM-1TB-HDD-Win-10,$395.99,Free Shipping
8,Refurbished-Laptop-HP-Chromebook-14-Intel-Dual-Core-WiFi-Chrome-OS-Webcam-HDMI,$89.99,Free Shipping
9,2020-Dell-14-HD-Laptop-i5-1035G4-i7-7500U-to-3-7GHz-upto-16GB-RAM-1TB-SSD,$369.00,Free Shipping
10,2019-HP-Laptop-Computer-15-6-LED-Intel-Pentium-2-70GHz-4GB-500GB-DVD-RW-WebCam,$265.55,Free Shipping
11,NEW-LENOVO-15-6-Laptop-AMD-DualCore-3-00GHz-4GB-500GB-DVD-RW-WebCam-Windows-10,$276.66,Free Shipping
12,Lenovo-Laptop-Convertible-Yoga-Quad-Core-CPU-HD-Touchscreen-Refurbished-Computer,$149.99,Free Shipping
13,Dell-Latitude-Laptop-15-6-Intel-i5-16GB-2TB-HD-WiFI-HDMI-Windows-10-Pro,$159.95,Free Shipping
14,Dell-Latitude-Business-Gaming-Laptop-15-6-inch-HD-Intel-Core-i5-16GB-RAM-2TB-SSD,$254.00,Free Shipping
15,Dell-Latitude-Laptop-15-6-Intel-i5-2TB-SSD-16GB-RAM-WiFI-HDMI-Win-10-Pro,$228.00,Free Shipping
16,HP-Chromebook-14-Refurbished-Laptop-Intel-Dual-Core-WiFi-Chrome-OS-Webcam-HDMI,$69.99,Free Shipping
17,HP-14-1-LAPTOP-COMPUTER-PC-WINDOWS-10-INTEL-CORE-2-DUO-4GB-HD-DVD-WIFI,$134.95,Free Shipping
18,HP-LAPTOP-ELITEBOOK-9470M-CORE-i7-16GB-480GB-SSD-HD-WINDOWS-10-PRO-WiFi-NOTEBOOK,$199.98,Free Shipping
19,NEW-LAPTOP-LENOVO-IdeaPad-15-6-INTEL-DualCore-128GB-SSD-Drive-4GB-WebCam-Win10,$257.74,Free Shipping
20,Lenovo-11e-Laptop-11-6-CPU-1-6GHZ-8GB-RAM-256GB-SSD-M-2-Windows-10-Pro,$109.00,Free Shipping
21,NEW-LENOVO-IdeaPad-15-6-AMD-3-70GHz-256GB-SSD-Drive-8GB-Ram-DVD-R-Win10-Laptop,$317.44,Free Shipping
22,LENOVO-Powerful-15-6-Full-HD-AMD-Ryzen-5-8GB-Ram-256GB-SSD-Drive-Gaming-Laptop,$347.95,Free Shipping
23,HP-Chromebook-Laptop-14-Black-Dual-Core-4GB-16GB-SSD-Chrome-OS-Webcam-HDMI-WiFi,$109.97,Free Shipping
24,NEW-DELL-INSPIRON-INTEL-i5-8265U-3-90GHz-256GB-SSD-8GB-15-6-TOUCHSCREEN-LAPTOP,$477.74,Free Shipping
25,HP-LAPTOP-PROBOOK-CORE-4GB-8GB-250GB-512GB-HD-SSD-15-6-DVD-WINDOWS-10-WiFi-PC,$178.95,Free Shipping
26,2019-Newest-Lenovo-S145-15-6-Laptop-AMD-A6-9225-2-6GHz-up-to-16GB-RAM-1TB-SSD,$295.00,Free Shipping
27,HP-LAPTOP-WINDOWS-10-PC-CORE-i5-2-4GHz-4GB-RAM-WiFi-DVDRW-NOTEBOOK-250GB-HD-WIN,$175.00,Free Shipping
28,NEW-HP-15-6-HD-TouchScreen-Laptop-Intel-Core-i3-1005G1-8GB-Ram-SSD-Drive-Win10,$377.73,Free Shipping
29,NEW-HP-15-6-FHD-i5-9300H-NVIDIA-GTX1050-4-1GHz-8GB-256GB-SSD-Gaming-Laptop,$599.99,Free Shipping
30,Acer-14-Swift-1-Laptop-Intel-N5000-1-10-GHz-4-GB-Ram-64-GB-Flash-Windows-10-S,$179.99,Free Shipping
31,LENOVO-EDGE-LAPTOP-i3-DUAL-CORE-2-53GHz-250GB-750GB-HD-15-6-4GB-RAM-Windows-10,$179.95,Free Shipping
32,Dell-Latitude-E6430-Laptop-i7-2-60GHz-6GB-RAM-256GB-SSD-Windows-10-Pro,$149.99,+$19.99 shipping
33,2020-HP-17-3-HD-Screen-Laptop-i5-8265U-i7-7500U-upto-16GB-RAM-1TB-SSD-DVD,$538.00,Free Shipping
34,LENOVO-LAPTOP-THINKPAD-CORE-i5-8GB-512GB-SSD-HD-PRO-WINDOWS-10-WiFi-NOTEBOOK-PC,$149.95,Free Shipping
35,DELL-LAPTOP-LATITUDE-CORE-i5-16GB-512GB-SSD-HDMI-PRO-WINDOWS-10-WiFi-NOTEBOOK-PC,$169.95,Free Shipping
36,Dell-Latitude-E6330-13-3-HD-Laptop-i5-3340U-2-7Ghz-8GB-RAM-500GB-HDD-Windows-10,$129.99,Free Shipping
37,2-in-1-10-1-Tablet-Touchscreen-Laptop-32GB-Intel-Quad-Core-Webcam-Windows-10,$144.97,Free Shipping
38,Dell-Latitude-Gaming-Laptop-15-6-inch-HD-Intel-Core-i5-16GB-RAM-1TB-SSD,$478.99,Free Shipping
39,Dell-Latitude-Business-Gaming-Laptop-HD-Intel-Core-i5-3-20GHz-16GB-RAM-2TB-SSD,$241.00,Free Shipping
40,Acer-Predator-Helios-300-15-6-Gaming-Laptop-i7-9750-2-6GHz-16GB-Ram-256GB-SSD,$839.00,Free Shipping
41,2019-Newest-HP-Touchscreen-15-6-Laptop-Quad-Core-Pentium-8GB-RAM-1TB-HDD-Win-10,$395.99,Free Shipping
42,NEW-HP-14-HD-Intel-2-6GHz-4GB-64GB-eMMC-Windows-10-1Yr-Microsoft-Office,$229.99,Free Shipping
43,Dell-Latitude-E5420-Laptop-i3-2-5GHZ-4GB-Battery-AC-adapter-Windows-10,$104.95,Free Shipping
44,2020-Dell-15-6-TouchScreen-Laptop-i5-8265U-i7-7500U-up-to-16GB-RAM-1TB-SSD,$479.00,Free Shipping
45,HP-15-6-Laptop-Intel-2-60GHz-4GB-500GB-DVD-RW-WebCam-HDMI-Wireless-Windows-10,$237.95,Free Shipping
46,Latitude-E6540-Laptop-i5-4310M-2-7GHz-16-GB-RAM,$160.00,+$36.75 shipping
47,NEW-HP-14-INTEL-CORE-i5-1035G1-8GB-Ram-16GB-Optane-256GB-SSD-Drive-Laptop,$433.33,Free Shipping
