,1.Video Name,2.Streamer,3.Release Time,4.View Times,5.Link
175,这个让全明日方舟都“卧槽”的人到底是谁？？？[罗德岛-原初の博士]究竟是何方神圣？你肯定在评论区见过他！,光阴盗聖,2019-12-30,22.2万,//www.bilibili.com/video/av81346442?from=search
176,医学博士：如何才能通过掌控大脑，提高专注力？,兔叭咯,2019-10-11,31.3万,//www.bilibili.com/video/av70849466?from=search
177,【华农兄弟原来是病毒博士】用营销号的方式打开华农兄弟,不宁为是,2019-08-19,43.1万,//www.bilibili.com/video/av64398589?from=search
178,【明日方舟沙雕手书】博士投敌记录（高能）,画画的猹叫画猹,2019-08-13,34.2万,//www.bilibili.com/video/av63422506?from=search
179,据说点赞的博士都出了阿,屏幕另一边的迷云,2020-01-16,1.8万,//www.bilibili.com/video/av83678806?from=search
180,【X博士特别篇】在LOL和DOTA夹缝中生存至今？梦三国靠的是什么？,游戏X博士,2020-01-06,12.4万,//www.bilibili.com/video/av82321669?from=search
181,【广州萤火虫】元旦1号现场，快乐蹦迪~ （丢人博士跟干员们一起跳毛子土嗨）,福特眼镜蛇コブーラ,2020-01-05,3.0万,//www.bilibili.com/video/av82147088?from=search
182,CF出了个高清怀旧服？想靠这一招再火十年？【X博士特别版】,游戏X博士,2019-12-19,16.2万,//www.bilibili.com/video/av79849004?from=search
183,据说点赞的博士都出了陈和王维娜,荏苒时光醉平生,2020-01-23,3.3万,//www.bilibili.com/video/av84668844?from=search
184,【攻略】【米博士】星露谷物语 1.4.3 献祭酿酒森林农场实况攻略解说 P11,小米米沙,2020-01-25,2024,//www.bilibili.com/video/av84249833?from=search
185,【极度温暖人心】当一个失智博士放弃高资选择火神……,shoYel,2020-01-09,6.1万,//www.bilibili.com/video/av82720783?from=search
186,【熟肉】日本美声绝叫女博士Tamo姐姐不求羊而反得 特别篇 明日方舟 日服,汤浅尚子,2020-01-23,5.3万,//www.bilibili.com/video/av84641709?from=search
187,【明日方舟·手办】抚摸年的肉体后竟然一发抽中年？？听说点进来的博士都抽到了年  软陶 粘土 手办自制,琥珀川SAMA,2020-01-26,2.4万,//www.bilibili.com/video/av85040807?from=search
188,明日方舟】 当一个养老退坑博士发现邮箱里的邮件时——,不是小初儿,2020-01-25,2437,//www.bilibili.com/video/av84956950?from=search
189,《奇异博士2》即将到来，开启多元宇宙的恐怖电影,HeiNiuTech,2019-08-03,18.1万,//www.bilibili.com/video/av62017717?from=search
190,【炉石传说】花式欺负砰砰博士，威兹班太有排面了叭,白金酱,2020-01-25,1175,//www.bilibili.com/video/av84846739?from=search
191,【明日方舟】当慎重博士遇到慎重勇者！（音乐剧）,Dr_Nur单,2020-01-04,3.6万,//www.bilibili.com/video/av81938301?from=search
192,医学博士：如何才能按时起床？ I 看完这个视频，你就能早起了！ I 解决你的赖床问题！,兔叭咯,2019-12-08,47.5万,//www.bilibili.com/video/av78456883?from=search
193,【X博士奇谈】让王思聪沉迷，马化腾砸86亿的游戏公司，到底有多厉害？,游戏X博士,2019-08-02,18.6万,//www.bilibili.com/video/av61902967?from=search
194,我来吐槽一下神秘博士第十二季第四集《特斯拉惊魂夜》,烧死薛定谔,2020-01-21,1.5万,//www.bilibili.com/video/av84357684?from=search
195,医学博士：面对拖延症最好的办法就是？,兔叭咯,2019-11-30,20.5万,//www.bilibili.com/video/av77496131?from=search
196,【老番茄】菲律宾小伙立志成为奇异博士！漫威看了要打人,老番茄,2018-05-25,158.7万,//www.bilibili.com/video/av23879025?from=search
197,医学博士：什么是焦虑？如何克服焦虑？ I 为什么觉得自己很努力，可最后还是？？？,兔叭咯,2019-12-14,23.0万,//www.bilibili.com/video/av79159060?from=search
198,医学博士：为什么知识不往脑子进？  I 记忆力的规律  I   记忆力Part3,兔叭咯,2019-09-06,17.3万,//www.bilibili.com/video/av66803882?from=search
199,【3D建模】UP爆肝2个月，只为还原奇异博士经典手势——福尔摩斯只有一个！,叁乔居,2019-07-31,57.9万,//www.bilibili.com/video/av61561211?from=search
200,戴博士花式拜年！祝各位战友：新年快乐，万事如意！,戴博士实验室,2020-01-24,8974,//www.bilibili.com/video/av84821611?from=search
201,明日方舟是一款后启示录游戏？博士是500年前的人类？！罗德岛世界观推理 &amp;博士身份揭秘[舟学家时间·2]【茶の解析】,抹茶生八橋,2019-07-01,46.6万,//www.bilibili.com/video/av57410151?from=search
202,明日方舟沙雕相声第一期；博士秘史,哈米伦的弄笛者,2019-06-22,55.0万,//www.bilibili.com/video/av56371685?from=search
203,明日方舟×海澜之家   博士！这里不可以退货啊！,绝冷之幽,2019-06-06,76.3万,//www.bilibili.com/video/av54738964?from=search
204,【明日方舟银博】病名为爱 | 银灰x博士手书 by圣月,圣月sm,2019-12-29,4.9万,//www.bilibili.com/video/av81172415?from=search
205,年想让博士陪她逛街（脑洞剧场）,动态区的Dxybest,2020-01-23,1.5万,//www.bilibili.com/video/av84721116?from=search
206,我来评价一下神秘博士第十二季第五集《Judoon的逃犯》,烧死薛定谔,2020-01-28,801,//www.bilibili.com/video/av85356196?from=search
207,史上最难一代改版将亡博士,青默ya,2020-01-26,7380,//www.bilibili.com/video/av85031901?from=search
208,医学博士：别学了！你根本不会学习！,兔叭咯,2019-06-07,48.5万,//www.bilibili.com/video/av54800936?from=search
209,马云：我的会议上，上桌子砸杯子，但我依然坚信。11月王坚博士当选院士之路，崎岖坎坷,马云参汤,2019-11-27,32.6万,//www.bilibili.com/video/av77259230?from=search
210,【明日方舟】干员们与博士的日常#4,九笙琴丶,2019-11-27,14.4万,//www.bilibili.com/video/av77242339?from=search
211,医学博士：如何才能在短时间提高学习成绩 I 死记硬背也是一门技巧,兔叭咯,2019-10-18,22.2万,//www.bilibili.com/video/av71613516?from=search
212,【不要再背拼写了！】如何背单词？清华博士帮你破解背单词迷思,张云翼_channel,2019-08-21,25.5万,//www.bilibili.com/video/av64764277?from=search
213,【明日方舟】开外挂玩游戏的屑博士！梅菲斯特无惨！,南条鸡腿子,2019-07-31,77.4万,//www.bilibili.com/video/av61495920?from=search
214,医学博士：学习成绩差？因为你不会学习 I 如何正确学习，提高背书效率,兔叭咯,2019-10-25,21.8万,//www.bilibili.com/video/av73264282?from=search
215,考完研一定要做的5件事|制作简历|联系导师|写论文|来自人大博士学姐的经验,夏夏苹果酱,2019-12-22,8.6万,//www.bilibili.com/video/av80150037?from=search
216,清华博士被押三年半获赔54万元，法院道歉视频曝光,是牧羊人,2019-11-30,28.6万,//www.bilibili.com/video/av77470498?from=search
217,24岁博士学霸走上阅兵场，笑容超暖,青春山东,2019-09-27,52.3万,//www.bilibili.com/video/av69127476?from=search
218,博士居然要求年做这种事——吃屎吧博士,本奈由佳Benai,2020-01-26,3332,//www.bilibili.com/video/av85084273?from=search
219,曼哈顿博士与超人的最终决战结束，最强神明消亡,已知艺术家漫画解说,2019-12-20,16.4万,//www.bilibili.com/video/av79927056?from=search
220,【国庆阅兵学霸方队】71%都是博士硕士，高颜值高学历都是“军中骄子”和“科研精英”！,浙江共青团,2019-09-26,51.8万,//www.bilibili.com/video/av69011490?from=search
221,医学博士：为什么我每次考试都会超常发挥？,兔叭咯,2019-11-04,19.7万,//www.bilibili.com/video/av74487093?from=search
222,【明日方舟/泪燃史诗/回归作】博士，也许这是一次没有终点的旅行...,Airtair,2020-01-01,4.1万,//www.bilibili.com/video/av81473216?from=search
223,【明日方舟】博士的枯燥生活,反叛の千帆,2019-08-20,32.5万,//www.bilibili.com/video/av64539586?from=search
224,【谷阿莫】5分钟看完2019奇异博士跟蜘蛛人发电的电影《电力之战 The Current War》,谷阿莫,2019-11-09,34.7万,//www.bilibili.com/video/av75120745?from=search
225,医学博士：只有了解记忆力，才能提升记忆力！,兔叭咯,2019-08-15,28.6万,//www.bilibili.com/video/av63782778?from=search
226,研究生三年应该如何度过|奖学金和收入兼职|工作还是读博|三类导师黑料如何应对？|男博士的独白,Marscolono,2019-08-06,23.8万,//www.bilibili.com/video/av62487718?from=search
227,【明日方舟】总算全部干员精2了，博士想歇息歇息…,牛顿の赞赏,2019-08-11,53.7万,//www.bilibili.com/video/av63176762?from=search
228,【明日方舟】博士必看！材料价值最全解析！,倾千湫,2019-07-13,35.7万,//www.bilibili.com/video/av59007161?from=search
229,【美人鱼名场景】博士你又被偷家了,不運のHaNaKo,2019-05-07,62.1万,//www.bilibili.com/video/av51687309?from=search
230,明日方舟沙雕相声第五期；博士要洗澡,哈米伦的弄笛者,2019-09-08,28.7万,//www.bilibili.com/video/av67000055?from=search
231,【明日方舟动画】白面鸮与博士的羁绊,Udon乌冬,2019-09-01,28.3万,//www.bilibili.com/video/av66308061?from=search
232,【明日方舟】博士手机天天翻（放 假 第 二 天）,RedAsh_赤灰,2019-10-02,34.0万,//www.bilibili.com/video/av69769558?from=search
233,医学博士：你是否有拖延症？ I 给我5分10秒 帮你解决它,兔叭咯,2019-10-23,16.1万,//www.bilibili.com/video/av73130977?from=search
234,【明日方舟】博士...干员们都还在等你，请您回来吧...,伪空ZForing,2019-11-30,10.6万,//www.bilibili.com/video/av77593297?from=search
235,《庆余年》的爆火说明了什么问题？——李博士批判中国演艺圈,穷哥们琪琪,2020-01-08,7.0万,//www.bilibili.com/video/av82517070?from=search
236,【钢琴】《明日方舟》主界面音乐演奏  各位博士有被这首曲子洗脑吗,绯绯Feifei,2019-06-15,51.6万,//www.bilibili.com/video/av55410935?from=search
237,【云顶漫威】3 炽天使之拥+卡牌大师=奇异博士  无线飞牌牌牌入肉  完美踩点 natural,套路铁头娃,2019-08-14,63.5万,//www.bilibili.com/video/av63579362?from=search
238,博士帽子下的真相?今天也是气死博士的一天呢,某声悠,2020-01-14,3.9万,//www.bilibili.com/video/av83274404?from=search
239,据说点赞的博士都出了莫斯提马,屏幕另一边的迷云,2019-11-19,12.0万,//www.bilibili.com/video/av76266220?from=search
240,【明日方舟动画】银灰和博士的绝美爱情-纪录片向,郁积喵,2019-07-03,33.8万,//www.bilibili.com/video/av57718279?from=search
241,3小时打造出钢铁侠战衣，却意外碰上年幼的奇异博士！深受喜爱~,逗川kshadow,2019-05-02,52.2万,//www.bilibili.com/video/av51203610?from=search
242,一个坐了38年牢的杀人犯，出来后改过自新攻读到多个硕士和博士学位。,新铁臂阿童木猛,2019-12-03,20.3万,//www.bilibili.com/video/av77880961?from=search
243,【令人心动的offer】危机处理舆论！梅桢全英文分析案件！北大女博士荣获最佳实习生,少年郎猫捡球,2019-12-18,14.9万,//www.bilibili.com/video/av79753159?from=search
244,【明日方舟】泡普卡送给博士的圣诞节礼物,元素领主墨元素,2019-12-28,7.8万,//www.bilibili.com/video/av80638809?from=search
245,医学博士告诉你，不要在用传统方式学习了，是时候升级你的学习了！,兔叭咯,2019-08-05,28.8万,//www.bilibili.com/video/av62265518?from=search
246,和清华博士一起逛「北大」果然被鄙视了？| 日本北海道vlog02,萌仲sama,2020-01-26,2284,//www.bilibili.com/video/av85129837?from=search
247,【明日方舟挖掘姬2】博士人设及性格分析！凯尔希为何还未实装？因为我们彼此，互不信任。,今天鸽子球咕咕了吗,2020-01-14,2.6万,//www.bilibili.com/video/av83326249?from=search
248,【令人心动的offer】北大女博士梅桢从容应对面试官/腹有诗书气自华,少年郎猫捡球,2019-10-30,30.8万,//www.bilibili.com/video/av73962544?from=search
249,【精彩科学】做个简易液压千斤顶(陈征博士作品)(有字幕),陈征博士,2020-01-19,1.9万,//www.bilibili.com/video/av84124609?from=search
250,【明日方舟】失去理智的博士,钛合金鼻梁骨,2019-05-27,55.1万,//www.bilibili.com/video/av53771101?from=search
251,【猴博士爱讲课】2小时讲完《线性代数》/《线代》/不挂科,猴博士爱讲课,2016-12-17,242.6万,//www.bilibili.com/video/av7564112?from=search
252,【明日方舟】博士的快乐你想象不到。,杨颜同学,2019-08-24,38.7万,//www.bilibili.com/video/av65077882?from=search
253,医学博士：压力的来源？ I 你有压力么？ I 如何科学缓解压力？,兔叭咯,2019-09-28,19.6万,//www.bilibili.com/video/av69278953?from=search
254,【明日方舟】方舟小剧场——如果捡到博士的是霜星？整合运动崛起（X）未曾设想的道路（√）,东风瓷器厂,2019-12-17,11.5万,//www.bilibili.com/video/av79605744?from=search
255,【明日方舟揭秘向】是病态还是圣人？关于博士身份的新推测。,杨颜同学,2019-10-27,12.7万,//www.bilibili.com/video/av73565088?from=search
256,【明日方舟】博士和霜星的约会,zero莫默末,2019-12-04,9.4万,//www.bilibili.com/video/av78000002?from=search
257,英国博士的一天 | 曼彻斯特大学的一天//study with me//10h学习打卡//曼大在读PhD夫妇,天天向上的宇同学,2020-01-26,2603,//www.bilibili.com/video/av85030642?from=search
258,戒 赌 视 频，据说点赞的博士都出了“年”“阿”【明日方舟】【地生五金】,一几小康娜,2020-01-17,2.1万,//www.bilibili.com/video/av83759432?from=search
259,【互动视频】你适合读博士吗？进来测一测就知道了,方可成,2019-11-11,18.7万,//www.bilibili.com/video/av75289067?from=search
260,【明日方舟】博士丧失理智了啊啊,RedAsh_赤灰,2019-05-18,59.9万,//www.bilibili.com/video/av52814205?from=search
261,【Ita明日方舟】家具饰牌中的彩蛋——亦或是对博士身份的暗示？,ItaChannel,2019-05-20,43.3万,//www.bilibili.com/video/av53016871?from=search
262,【明日方舟】博士必修课！工具网站集合！,倾千湫,2019-07-28,22.8万,//www.bilibili.com/video/av61156824?from=search
263,魔兽世界怀旧服爆满？揭开魔兽60版本残忍真相！【X博士奇谈】,游戏X博士,2019-08-28,36.5万,//www.bilibili.com/video/av65731293?from=search
264,【明日方舟】盘点那些对博士有特殊感情的干员.Part1.狙击干员篇,杓十三,2019-07-16,40.9万,//www.bilibili.com/video/av59328657?from=search
265,同样是配音，身为博士的翟天临和喻恩泰的对比真是太强烈了,茶森喵i,2019-02-15,99.4万,//www.bilibili.com/video/av43597372?from=search
266,【奥雷】五十年前的医闹有多恐怖？不要医生钱只要医生命！《恐怖博士费比斯》,奥雷卡尔克斯,2020-01-08,5.0万,//www.bilibili.com/video/av82626313?from=search
267,【詹青云/混剪】看女博士是如何炫富的,要一睡不醒哦,2019-11-15,21.6万,//www.bilibili.com/video/av75789745?from=search
268,【冰狱行动H6-4】博士：为什么你能打断霜星？霜星也是虫子吗？   雪雉：我母鸡啊！,ih越鑫,2020-01-15,3.3万,//www.bilibili.com/video/av83563224?from=search
269,暗夜博士莫比亚斯加入蜘蛛侠宇宙,超级英雄五维研究所,2020-01-14,2.7万,//www.bilibili.com/video/av83443522?from=search
270,【熟肉】日本美声绝叫女博士Tamo姐姐上下求羊而不得 下篇 明日方舟 日服,汤浅尚子,2020-01-23,1.0万,//www.bilibili.com/video/av84612083?from=search
271,一路读到博士的记忆方法是什么？学姐分享小诀窍：对抗遗忘超好用,同学请坐吧,2019-10-21,18.9万,//www.bilibili.com/video/av71994036?from=search
272,【明日方舟】硬核科普——博士失忆的原因到底是什么？,追云逐梦,2019-07-16,30.4万,//www.bilibili.com/video/av59322654?from=search
273,奇异博士的手势代表着几个意思？,绿冰薄荷,2019-05-01,68.4万,//www.bilibili.com/video/av51028327?from=search
274,读研必看|如何了解并选择导师||考研考博|研究生联系导师如何避坑|博士导师选错很痛苦？,夏夏苹果酱,2020-01-10,1.8万,//www.bilibili.com/video/av82804715?from=search
275,吃吃吃减脂1】生物博士减脂吃一天红烧肉，还减3斤（引子1）？减脂饮食安排以及减脂原理全分享,听吴说fit,2019-12-15,10.3万,//www.bilibili.com/video/av79404225?from=search
276,【男默女泪】奇异博士的手势到底有几个意思？,王诩naza,2019-04-30,66.5万,//www.bilibili.com/video/av50915006?from=search
277,学霸博士带你揭秘线性代数的本质,小宝数学,2019-12-14,5.7万,//www.bilibili.com/video/av79235155?from=search
278,【明日方舟xJOJO】博士与阿米娅 其一,拟行云,2019-06-07,42.6万,//www.bilibili.com/video/av54679612?from=search
279,(实况)4399优质童年阴影小游戏！未下架(博士的家2),阿虚-Kurv,2020-01-10,3.0万,//www.bilibili.com/video/av82799374?from=search
280,【明日方舟】巡林者：没想到博士居然好这口。,Myoisia,2019-05-22,37.4万,//www.bilibili.com/video/av53242127?from=search
281,【倒放】《奇异博士》超级英雄或者电焊工，你会选择伟大还是平凡？,丸子叨叨叨,2019-12-12,9.8万,//www.bilibili.com/video/av78942683?from=search
282,《索尼克》真人电影发布首部预告片，金·凯瑞出演蛋头博士,Jump游戏,2019-05-01,73.0万,//www.bilibili.com/video/av50993629?from=search
283,论文开题需要知道的5件事（硕博通用）| 人民大学博士学姐的干货分享,享福享福,2020-01-10,1.7万,//www.bilibili.com/video/av82856738?from=search
284,【X博士奇谈】从刺激战场到和平精英，腾讯究竟发生了什么？,游戏X博士,2019-05-09,55.2万,//www.bilibili.com/video/av51929511?from=search
285,阿罗拉联盟6v6全面对战，库库伊博士vs冠军小智，最后的表演,口袋迷ag,2019-10-21,15.4万,//www.bilibili.com/video/av71972522?from=search
286,《迫害方舟》雪雉首次迫害博士，源石虫好吃到哭了呜呜呜,泥萌都是托,2020-01-10,3.9万,//www.bilibili.com/video/av82855966?from=search
287,纸也有区别？戴博士通过实验告诉你它背后的秘密！,戴博士实验室,2020-01-17,1.8万,//www.bilibili.com/video/av83794419?from=search
288,Eat &amp; study with me | 和人民大学女博士过一天,享福享福,2020-01-15,2.0万,//www.bilibili.com/video/av83518038?from=search
289,B站究竟有多少博士UP主？文科女博士零基础自学python爬虫一周成果,王大可bu是学霸,2020-01-03,4.0万,//www.bilibili.com/video/av81899375?from=search
290,【阿米娅手办自制】博士现在还不能休息哦,茗家的鸫,2019-06-09,25.1万,//www.bilibili.com/video/av55010064?from=search
291,【自制动画】发现了初雪的博士竟然要被冻掉脚趾……,浮苴,2019-08-02,23.4万,//www.bilibili.com/video/av61788129?from=search
292,好严！女博士宿舍床上放玩偶被通报：逾期不改取消奖学金,是牧羊人,2019-10-26,25.1万,//www.bilibili.com/video/av73438659?from=search
293,【猴博士爱讲课】【2018】3小时讲完《高等数学·下》/《高数·下》/《微积分·下》/不挂科,猴博士爱讲课,2018-06-05,105.9万,//www.bilibili.com/video/av24410308?from=search
294,"【港大博士】3个月逆风翻盘必看| 人只活一次, 你在等什么?| 动力暴增+戒断拖延症的方法",Ohh_Cara,2019-03-15,37.6万,//www.bilibili.com/video/av46348780?from=search
295,【声入人心2】EP1-reaction④，音乐剧国王登场！刘岩老师告诉你什么叫开口跪！他的真实岁数是四七二十八岁吧？柴院博士袁广泉经历引发同行音乐人共鸣！,粤男有话儿,2020-01-14,3.1万,//www.bilibili.com/video/av83400656?from=search
296,[-明日方舟-]贫民博士毕业论文GT-HX-3 超低配攻略,戮易十六,2019-06-06,25.7万,//www.bilibili.com/video/av54705409?from=search
297,当年只有2个人的拳头，是如何做出LOL的？【X博士奇谈】,游戏X博士,2019-09-07,20.6万,//www.bilibili.com/video/av66922322?from=search
298,医学博士：巧用记忆力背书   提高记忆力Part2   如何提高背书效率,兔叭咯,2019-08-29,19.9万,//www.bilibili.com/video/av65809894?from=search
299,医学博士：如何才能戒掉手机瘾？不妨试试如下几招。,兔叭咯,2019-07-21,24.7万,//www.bilibili.com/video/av60159708?from=search
300,同样是博士，翟天临和喻恩泰的对比真是太强烈了,小饼子同学,2019-02-13,88.5万,//www.bilibili.com/video/av43368261?from=search
301,4399为数不多优质童年阴影！玩完UP被惊艳到了（博士的家）1,阿虚-Kurv,2019-12-08,10.2万,//www.bilibili.com/video/av78516489?from=search
302,鸟笼：博士我喝不下了，博士：不你喝得下。强行给鸟笼灌奶会怎样？,星极真是太可爱了,2019-12-11,11.8万,//www.bilibili.com/video/av78819528?from=search
303,女性生殖道感染不要忽视，小病不治大病吃苦，听听妇科李博士怎么说,外科樊医生,2020-01-17,2.0万,//www.bilibili.com/video/av83163347?from=search
304,【蓝毒组】博士与鼠王的智斗传奇！无六星无治疗五人极限通关CB-EX7！,久城kazuya,2019-11-27,8.0万,//www.bilibili.com/video/av77258208?from=search
305,【上校制造】曼哈顿博士对峙超人 DC宇宙巅峰之战谁将获胜 末日钟声9,纯洁上校,2019-09-15,22.0万,//www.bilibili.com/video/av67847443?from=search
306,【明日方舟】当古米认真玩明日方舟，博士，来一串吗？,羽毛rEZ,2019-06-18,33.1万,//www.bilibili.com/video/av56022276?from=search
307,[明日方舟]博士摸头大行动,X-WASP,2019-08-11,28.3万,//www.bilibili.com/video/av63183940?from=search
308,主持人问翟天临博士读几年，翟天临喝了两次咖啡想了想说三年！,楼外有青楼i,2019-02-20,87.6万,//www.bilibili.com/video/av44193015?from=search
309,考上北大后，一份大鸡腿饭只要7块还无限续饭？北大博士非请我们拦也拦不住,盗月社食遇记,2018-11-22,92.5万,//www.bilibili.com/video/av36518116?from=search
310,医学博士：不运动就会胖么？,兔叭咯,2019-09-17,25.2万,//www.bilibili.com/video/av68092863?from=search
311,【明日方舟】当摩托手闪灵认真玩明日方舟，享受速度吧！博士！,羽毛rEZ,2019-07-02,28.5万,//www.bilibili.com/video/av57595395?from=search
312,医学博士：掌控你的大脑 就能掌控你的成绩  掌控你的生活,兔叭咯,2019-08-01,15.9万,//www.bilibili.com/video/av61694776?from=search
313,【油管多改才过】戏耍FBI只为警告全人类？伯克利天才博士为何堕落成魔？,自说自话的总裁,2019-11-08,15.5万,//www.bilibili.com/video/av74989573?from=search
314,小师妹参加硕博招聘会，博士安家费50万解决配偶工作，硕士带编制安家费15万，心动了！,番茄小师妹TomatoGirl,2019-12-14,10.6万,//www.bilibili.com/video/av79183655?from=search
315,LOL十周年6款新游戏爆料！LOL手游到底如何？【X博士快评】,游戏X博士,2019-10-18,17.5万,//www.bilibili.com/video/av71637349?from=search
316,32岁，辞掉大学英语老师工作，来英国读博士？ 我疯了吗？,Robin老师-UK,2019-10-27,15.4万,//www.bilibili.com/video/av73554880?from=search
317,中科大博士卖外挂被起诉：三年非法牟利300多万,是牧羊人,2019-10-24,23.0万,//www.bilibili.com/video/av73186814?from=search
318,清华博士小姐姐怀孕5个月仍保持马甲线？越努力越好命！| 《你次饭没》S3EP1,巨有钱的饭,2019-10-10,24.4万,//www.bilibili.com/video/av70718318?from=search
319,【明日方舟】MAD-Preserved Roses，祝博士们新春大吉,黑宅Black,2020-01-22,5708,//www.bilibili.com/video/av84478768?from=search
320,《旺达幻视》曝光天剑局，奇异博士或将登场,胶片看电影,2019-12-25,7.2万,//www.bilibili.com/video/av80574535?from=search
321,医学博士：90%的人都在傻学习。,兔叭咯,2019-07-11,25.4万,//www.bilibili.com/video/av58686430?from=search
322,山里的小伙迎娶西安的美女博士，老男孩受邀去航拍，又吃酒席了,鄂东老男孩,2019-06-10,49.2万,//www.bilibili.com/video/av55127981?from=search
323,【明日方舟】抛开干扰标签不谈，这个组合可以组合出多少博士梦寐以求的干员？,清蒸老白菜,2019-10-29,14.8万,//www.bilibili.com/video/av73824473?from=search
324,班纳博士又搞事情啦~偷了雷神的锤子拍卖啦！哈哈哈哈哈哈~,熊爪电影,2019-03-24,71.0万,//www.bilibili.com/video/av47220497?from=search
325,[真实经历]年龄大、家人不支持、不幸运、头脑笨还要读研或读博吗？|人民大学女博士|经验分享|考研考博通用|素颜vlog|寒假闲聊|学生党必看,番茄姐姐的小世界,2020-01-15,1.5万,//www.bilibili.com/video/av83550426?from=search
326,study with人民大学博士学姐|内容太真实|第一支素颜学习vlog|学习法语|联系日本导师|会唱野狼disco的欢乐女博士|蜂蜜柚子茶太甜,番茄姐姐的小世界,2020-01-07,3.9万,//www.bilibili.com/video/av82405904?from=search
327,高考考场第一个出来的竟然是翟博士，他居然不知道什么是高考,鱼儿很忙,2019-06-19,49.3万,//www.bilibili.com/video/av56037888?from=search
328,【本科生请进】清华博士学姐教你如何写好文献综述~小绵教你写论文系列第三弹~,邓小绵要毕业,2019-12-28,2.5万,//www.bilibili.com/video/av80951965?from=search
329,【明日方舟】辅助队突破H5-2！地图的分析与实战：博士秃了，也变强了,绯红权杖攻略组,2019-08-20,13.4万,//www.bilibili.com/video/av64626217?from=search
330,守望先锋2救了整个暴雪嘉年华？它到底哪里厉害?【X博士快评】,游戏X博士,2019-11-04,15.4万,//www.bilibili.com/video/av74546768?from=search
331,90期：印度博士带我参观印度著名大学！# 创作新秀奖 #,体验师曾天祺,2019-09-26,26.7万,//www.bilibili.com/video/av69055957?from=search
332,“关于空条博士的白日梦”,1000-5,2019-12-25,3.6万,//www.bilibili.com/video/av80647998?from=search
333,医学博士：如何做到吃一点，就会饱？,兔叭咯,2019-10-24,16.9万,//www.bilibili.com/video/av73261558?from=search
334,【日服驴游】日本油管博士りる的明日方舟（生放送part1·β以来で知識０が話題の新作『アークナイツ』をほぼ初見プレイ）,老軍醫,2020-01-17,2.3万,//www.bilibili.com/video/av83782507?from=search
335,[-明日方舟-]博士你人都不带齐你敢打 AP 5 !? 超极限 超贫民 超低配 攻略,戮易十六,2019-06-20,15.4万,//www.bilibili.com/video/av56210234?from=search
336,【明日方舟/MMD】阿米娅：博士❤请与我许下誓言【勾指起誓】,进击的冰糖,2019-06-16,19.1万,//www.bilibili.com/video/av55691028?from=search
337,当你让网络天才猜戴夫和博士时,Dr不会起名的人,2020-01-19,1.6万,//www.bilibili.com/video/av84176948?from=search
338,【X博士奇谈】盗代码抄玩法？！你不知道的蓝洞黑历史！,游戏X博士,2019-08-21,22.3万,//www.bilibili.com/video/av64733630?from=search
339,【明日方舟】想知道漏掉的怪最后都怎么样了吗？一拳博士拯救丢人凛冬，有这样的刀客塔还要干员干什么？,择世而书,2019-07-12,33.6万,//www.bilibili.com/video/av58898818?from=search
340,（肯德基广告）听说你是世界上最好的博士【明日方舟】,秦泊夜,2019-05-28,37.6万,//www.bilibili.com/video/av53856408?from=search
341,【明日方舟】《恋与罗德岛》PV，没想到你还好这口啊，博士？,小贝初号机,2019-07-18,17.9万,//www.bilibili.com/video/av59686193?from=search
342,【X博士奇谈】史上最肝的2款网游，是如何做出来的？,游戏X博士,2019-06-13,35.7万,//www.bilibili.com/video/av55470650?from=search
343,天使新皮肤齐格勒博士 各角度评测欣赏,周美灵是我大姐头,2019-11-14,12.4万,//www.bilibili.com/video/av75619334?from=search
344,医学博士：为什么我们制定的计划总是完成不了？,兔叭咯,2019-10-28,10.7万,//www.bilibili.com/video/av73608422?from=search
345,【明日方舟】第一个100级的非酋博士的box里到底有什么,15岁带把美少女,2019-07-09,39.4万,//www.bilibili.com/video/av58415233?from=search
346,【正片】王一博|刘诗诗|朱一龙|迪丽热巴 只要你敢不懦弱 凭什么我们要错过 to邱凝丹  赛车手x当红明星 博士夫妇&amp;朱迪夫妇,岑晨珏,2020-01-22,3932,//www.bilibili.com/video/av84522063?from=search
347,【明日方舟】当博士丧失理智时,夜尘明,2020-01-24,4418,//www.bilibili.com/video/av84843476?from=search
348,【PVZ】僵尸博士汤姆猫,川先僧,2019-09-27,12.8万,//www.bilibili.com/video/av68998916?from=search
349,小上交博士说（3.5个月34斤）减脂减肥必备基础，热量缺口，想瘦就瘦就这么简单,听吴说fit,2019-08-22,14.8万,//www.bilibili.com/video/av64760887?from=search
350,医学博士：如何拯救熬夜的你,兔叭咯,2019-11-06,11.9万,//www.bilibili.com/video/av74701556?from=search
351,【猴博士爱讲课】4小时讲完《概率论与数理统计》/《概率论》/不挂科,猴博士爱讲课,2016-12-17,146.9万,//www.bilibili.com/video/av7566932?from=search
352,【明日方舟】驴和博士,水巾占白勺木娄主,2019-06-09,23.6万,//www.bilibili.com/video/av55039667?from=search
353,明日方舟沙雕相声中秋特别篇：博士黑角打灯谜,哈米伦的弄笛者,2019-09-14,13.8万,//www.bilibili.com/video/av67655891?from=search
354,追查“论文门” 邱毅：没有博士学位的蔡英文却能指导硕士论文？,小央视频,2019-12-13,8.6万,//www.bilibili.com/video/av79080711?from=search
