,Open_price,Close_price,Volume,cir_supply,mktcap
182,648.11,640.28,25992122.0,13132077.292746924,8408206449.0
183,640.28,627.13,18539084.0,13249136.316234274,8308930858.0
184,627.13,627.58,22418157.0,12971767.210554829,8140821666.0
185,627.58,631.0,9292052.0,12914499.275752774,8149049043.0
186,631.0,619.5,11187211.0,13229535.263922518,8195697096.0
187,619.5,620.05,18525911.0,12980495.89065398,8048556477.0
188,620.05,620.16,9269840.0,12993542.480972653,8058075305.0
189,620.16,615.13,9329941.0,13102975.748215824,8060033472.0
190,615.13,630.84,15009204.0,12672987.729059666,7994627579.0
191,630.84,633.64,15836827.0,12939166.15901774,8198773245.0
192,633.64,627.46,13267458.0,13124686.71787843,8235215928.0
193,627.46,618.21,11435029.0,13191212.647805762,8154939571.0
194,618.21,618.95,2646077079.0,12981057.06115195,8034625268.0
195,618.95,614.15,10776372.0,13098330.956606694,8044339957.0
196,614.15,622.9,13679053.0,12814080.611655163,7981890813.0
197,622.9,627.02,14637445.0,12911198.122866895,8095579447.0
198,627.02,626.18,14086518.0,13052561.180491233,8173252760.0
199,626.18,620.51,7640657.0,13158673.479879454,8165088481.0
200,620.51,619.91,4767570.0,13056104.43290155,8093609699.0
201,619.91,619.01,8225444.0,13066144.480703058,8088074095.0
202,619.01,617.94,7698581.0,13073420.26895815,8078589321.0
203,617.94,599.81,9043046.0,13449142.838565547,8066930366.0
204,599.81,600.1,24703385.0,13051663.572737876,7832303310.0
205,600.1,593.78,20256797.0,13199632.431203477,7837677745.0
206,593.78,590.38,11443452.0,13140734.171211762,7758026640.0
207,590.38,585.28,9300141.0,13183257.05474303,7715896689.0
208,585.28,581.71,23117898.0,13153228.213370923,7651364384.0
209,581.71,560.79,11790372.0,13564816.047005119,7607013191.0
210,560.79,583.18,18397949.0,12578931.19448541,7335781094.0
211,583.18,593.87,23252091.0,12849361.604391534,7630850376.0
212,593.87,588.23,22927177.0,13214297.982081838,7773046502.0
213,588.23,585.57,9260583.0,13152466.550540498,7701689838.0
214,585.57,586.37,9179432.0,13079003.032215154,7669135008.0
215,586.37,582.42,11325983.0,13188865.602142785,7681459104.0
216,582.42,583.32,13046784.0,13083251.861756839,7631722476.0
217,583.32,587.2,12769922.0,13020977.271798365,7645917854.0
218,587.2,590.91,11942668.0,13029275.016499976,7699128900.0
219,590.91,588.11,12277589.0,13177756.6084576,7749970439.0
220,588.11,588.5,7934876.0,13111307.520815633,7716004476.0
221,588.5,573.41,8504717.0,13469616.410596259,7723612746.0
222,573.41,567.4,16394405.0,13267928.519562919,7528222642.0
223,567.4,543.67,15825348.0,13706622.482388215,7451879445.0
224,543.67,503.71,36644670.0,14179083.90939231,7142146356.0
225,503.71,492.28,46265625.0,13446491.476395547,6619438824.0
226,492.28,521.05,31123413.0,12418952.351981577,6470895123.0
227,521.05,494.78,27941383.0,13847591.5518008,6851511348.0
228,494.78,459.89,28596112.0,14151762.952010265,6508254264.0
229,459.89,484.15,60758485.0,12499213.79531137,6051494359.0
230,484.15,514.19,45173284.0,12394496.05593263,6373125927.0
231,514.19,515.61,55122051.0,13131241.682667132,6770599524.0
232,515.61,515.83,47111104.0,13165904.654634278,6791368598.0
233,515.83,496.57,34159958.0,13686531.602795174,6796320998.0
234,496.57,508.11,23986342.0,12880336.566885123,6544627813.0
235,508.11,500.39,18509793.0,13386842.392933512,6698642065.0
236,500.39,510.64,15737843.0,12921958.800720664,6598469042.0
237,510.64,510.45,21288944.0,13195978.989127241,6735887475.0
238,510.45,506.92,21505989.0,13287065.613903575,6735479301.0
239,506.92,508.1,18467248.0,13168765.770517614,6691049888.0
240,508.1,501.53,16001724.0,13376747.219508305,6708840033.0
241,501.53,480.03,10747409.0,13799780.317896798,6624308546.0
242,480.03,475.82,43358430.0,13329779.12025556,6342575501.0
243,475.82,474.69,19343752.0,13248037.070509175,6288710717.0
244,474.69,474.73,21083352.0,13219066.918037621,6275487638.0
245,474.73,489.55,14233664.0,12824010.250229802,6277994218.0
246,489.55,480.24,23597497.0,13484753.269198734,6475917910.0
247,480.24,482.36,14058803.0,13173962.957127456,6354592772.0
248,482.36,480.6,9776901.0,13284864.916770702,6384706079.0
249,480.6,471.13,7748654.0,13506533.856897248,6363333296.0
250,471.13,471.75,27618107.0,13226503.563328033,6239603056.0
251,471.75,477.11,20218609.0,13098877.912850285,6249605641.0
252,477.11,476.38,20792329.0,13272012.326294135,6322521232.0
253,476.38,473.69,14579193.0,13330982.19299542,6314752955.0
254,473.69,476.0,13395857.0,13195207.17857143,6280918617.0
255,476.0,474.8,14007703.0,13297734.92628475,6313764543.0
256,474.8,473.03,11468703.0,13316301.938566266,6299010306.0
257,473.03,462.59,12723497.0,13571593.071618497,6278083239.0
258,462.59,454.62,16956833.0,13509096.042848973,6141505243.0
259,454.62,423.57,23179363.0,14254635.495903865,6037835957.0
260,423.57,393.26,48338348.0,14309239.762498094,5627251629.0
261,393.26,408.5,47766762.0,12793883.280293757,5226301320.0
262,408.5,396.62,47847915.0,13692434.84947809,5430693510.0
263,396.62,398.31,32843840.0,13241726.92877407,5274312253.0
264,398.31,433.75,24225299.0,12215484.412680116,5298466364.0
265,433.75,420.92,57448184.0,13711773.876271024,5771559860.0
266,420.92,407.98,32689372.0,13732104.892396685,5602424154.0
267,407.98,402.88,30733510.0,13482837.140091343,5431965427.0
268,402.88,398.01,23707503.0,13480754.915705636,5365475264.0
269,398.01,375.99,16698720.0,14101087.417218544,5301867858.0
270,375.99,373.09,29504745.0,13427926.685250208,5009825167.0
271,373.09,387.35,37668363.0,12836985.34400413,4972406273.0
272,387.35,380.89,34519039.0,13557753.133450603,5164012591.0
273,380.89,371.84,26019381.0,13660193.169104991,5079406228.0
274,371.84,356.19,19867285.0,13924996.830343356,4959944621.0
275,356.19,327.88,29080111.0,14494634.29913383,4752500694.0
276,327.88,325.11,44971219.0,13460217.69862508,4376051376.0
277,325.11,328.73,81809697.0,13203606.893195022,4340421694.0
278,328.73,331.72,75997580.0,13234276.181719521,4390074095.0
279,331.72,353.39,43924704.0,12539120.215625796,4431199693.0
280,353.39,358.4,50777427.0,13174923.267299108,4721892499.0
281,358.4,357.55,80036548.0,13396861.23339393,4790047734.0
282,357.55,359.52,42046081.0,13296129.022029374,4780224306.0
283,359.52,374.17,32266988.0,12848983.659833765,4807704216.0
284,374.17,387.04,30739066.0,12931637.344977263,5005060918.0
285,387.04,398.29,55435748.0,13002371.658841547,5178714608.0
286,398.29,392.19,71417120.0,13591850.302149469,5330587770.0
287,392.19,379.39,49257724.0,13839069.047681805,5250404406.0
288,379.39,380.29,48941849.0,13359553.964080043,5080504777.0
289,380.29,389.12,38063636.0,13090757.164884869,5093875428.0
290,389.12,386.95,43799624.0,13473761.53249774,5213672025.0
291,386.95,379.77,32870166.0,13655306.066829924,5185875585.0
292,379.77,382.41,32186402.0,13312904.333045684,5090987746.0
293,382.41,379.44,33195458.0,13514443.624815518,5127920489.0
294,379.44,356.2,22279086.0,14288588.032004492,5089595057.0
295,356.2,354.32,48354309.0,13488189.771957552,4779135400.0
296,354.32,347.03,32650701.0,13702887.02129499,4755312883.0
297,347.03,350.19,35098508.0,13303628.387446815,4658797625.0
298,350.19,348.29,27618301.0,13501281.894398345,4702361471.0
299,348.29,351.56,40322147.0,13307187.43884401,4678274816.0
300,351.56,333.15,26517269.0,14178157.025363952,4723453013.0
301,333.15,343.67,43376134.0,13027766.575493932,4477252539.0
302,343.67,336.59,59854847.0,13726304.985293683,4620136995.0
303,336.59,323.98,30524274.0,13971600.858077658,4526519246.0
304,323.98,323.98,38569973.0,13452221.368602999,4358250679.0
305,323.98,324.0,28711351.0,13455577.027777778,4359606957.0
306,324.0,328.01,40772300.0,13295638.236639127,4361102298.0
307,328.01,337.59,35073798.0,13082414.633134868,4416492356.0
308,337.59,347.82,44434915.0,13071961.603703065,4546689685.0
309,347.82,341.23,43131103.0,13731906.84875304,4685738574.0
310,341.23,344.18,40263476.0,13360066.747050961,4598267773.0
311,344.18,363.42,30212776.0,12765717.288536679,4639316977.0
312,363.42,363.76,51466026.0,13470675.613041567,4900092961.0
313,363.76,366.15,62274661.0,13399000.382356958,4906043990.0
314,366.15,418.58,45679774.0,11800329.227387836,4939381808.0
315,418.58,414.71,234617999.0,13619565.496370958,5648170007.0
316,414.71,395.25,338849744.0,14161724.483238457,5597421602.0
317,395.25,377.33,263499969.0,14142057.36888135,5336222507.0
318,377.33,387.62,99179350.0,13146007.909808576,5095655586.0
319,387.62,384.9,95731301.0,13604001.75630034,5236180276.0
320,384.9,374.87,152824089.0,13873577.626910662,5200788045.0
321,374.87,376.79,109440633.0,13446916.61933703,5066663713.0
322,376.79,355.39,84367865.0,14333386.766650721,5093942323.0
323,355.39,349.39,93722502.0,13754902.767680816,4805825478.0
324,349.39,351.55,100624478.0,13442752.794766035,4725799745.0
325,351.55,366.78,68856355.0,12968042.881291239,4756418768.0
326,366.78,377.74,71063869.0,13140769.547837136,4963794289.0
327,377.74,375.25,116848548.0,13626987.786808794,5113527167.0
328,375.25,365.77,115570302.0,13891239.407277798,5080998638.0
329,365.77,368.45,92282204.0,13445114.417152938,4953852407.0
330,368.45,376.95,70974036.0,13241622.321262768,4991429534.0
331,376.95,374.96,91254233.0,13622979.584489012,5108072425.0
332,374.96,376.47,100952561.0,13500836.584588412,5082659949.0
333,376.47,379.49,74926944.0,13451069.069013676,5104546201.0
334,379.49,381.38,64120831.0,13494929.542713305,5146696229.0
335,381.38,374.1,66841251.0,13829802.368350707,5173729066.0
336,374.1,368.23,74772913.0,13785314.061863508,5076166197.0
337,368.23,376.38,62639548.0,13278540.955948776,4997777245.0
338,376.38,373.67,57857463.0,13674850.175288355,5109881265.0
339,373.67,374.45,48428934.0,13551523.845640272,5074368104.0
340,374.45,361.43,38514375.0,14072181.230113715,5086108462.0
341,361.43,350.93,66593742.0,13993671.692360299,4910799207.0
342,350.93,346.98,88924870.0,13745084.55242377,4769269438.0
343,346.98,346.91,59696951.0,13596913.02931596,4716905099.0
344,346.91,351.5,118502899.0,13420122.850640114,4717173182.0
345,351.5,347.48,50698218.0,13758478.982963048,4780796277.0
346,347.48,350.13,38735004.0,13502209.199440207,4727528507.0
347,350.13,344.62,44354135.0,13825971.072485637,4764706151.0
348,344.62,328.53,30644201.0,14278607.956655405,4690951072.0
349,328.53,318.83,71798679.0,14030008.248910079,4473187530.0
350,318.83,309.77,76239460.0,14017002.279110309,4342046796.0
351,309.77,317.54,90976236.0,13288634.625558984,4219673039.0
352,317.54,328.77,60607669.0,13159868.06582109,4326569824.0
353,328.77,319.5,64328494.0,14022391.179968702,4480153982.0
354,319.5,329.89,58024786.0,13197708.939343419,4353792202.0
355,329.89,333.97,51126867.0,13469126.747911489,4498284260.0
356,333.97,322.19,58571793.0,14138657.630590646,4555334102.0
357,322.19,318.17,37974792.0,13816306.967973096,4395934388.0
358,318.17,327.72,75362825.0,13249829.482485047,4342234118.0
359,327.72,314.57,93256490.0,14222095.603522269,4473844614.0
360,314.57,316.49,145862961.0,13572422.948592372,4295536139.0
361,316.49,312.63,67051620.0,13827107.401720885,4322768587.0
362,312.63,310.08,99471184.0,13775946.09133127,4271645364.0
363,310.08,317.38,71609763.0,13353068.81656059,4237996981.0
364,317.38,313.99,71036111.0,13818732.602949139,4338943850.0
365,313.99,314.45,46999364.0,13655456.660836382,4293958347.0
366,314.45,286.57,38855906.0,15010113.881425133,4301448335.0
367,286.57,260.94,118778941.0,15027815.252548479,3921358112.0
368,260.94,273.22,205500149.0,13072395.069907034,3571639781.0
369,273.22,285.37,155038125.0,13108877.692119002,3740880427.0
370,285.37,295.87,97002896.0,13209883.465711292,3908408221.0
371,295.87,284.45,110674233.0,14249389.143962033,4053238742.0
372,284.45,289.57,86570544.0,13460731.988810996,3897824162.0
373,289.57,274.53,83478400.0,14457409.441591084,3968992614.0
374,274.53,267.18,92683836.0,14087540.983606556,3763909200.0
375,267.18,268.35,73256738.0,13654561.035960497,3664201454.0
376,268.35,221.44,78982215.0,16623712.31033237,3681154854.0
377,221.44,172.15,215752220.0,17648860.813244265,3038251389.0
378,172.15,210.56,236006921.0,11220742.54369301,2362639550.0
379,210.56,205.82,257637517.0,14043931.216597026,2890521923.0
380,205.82,199.49,176217465.0,14167066.675021304,2826188131.0
381,199.49,208.99,106431481.0,13110767.816641944,2740019366.0
382,208.99,214.55,118664233.0,13382857.930552319,2871292169.0
383,214.55,210.51,105545327.0,14005887.126502305,2948379299.0
384,210.51,224.05,94312138.0,12915093.01048873,2893626589.0
385,224.05,232.04,99166469.0,13275425.301672125,3080429687.0
386,232.04,232.9,151229886.0,13702028.072133962,3191202338.0
387,232.9,248.1,126038219.0,12912884.578798871,3203686664.0
388,248.1,253.84,134933345.0,13447533.296564765,3413521852.0
389,253.84,271.29,142426845.0,12876717.151387813,3493324596.0
390,271.29,259.24,401755947.0,14404938.786452707,3734336331.0
391,259.24,232.53,339951745.0,15347387.44248054,3568728002.0
392,232.53,228.64,161971566.0,14011599.7113366,3203612158.0
393,228.64,218.02,105832533.0,14451446.72048436,3150704414.0
394,218.02,226.27,92459196.0,13282106.240332346,3005342179.0
395,226.27,240.02,100844154.0,12998488.171819014,3119897131.0
396,240.02,226.01,108043831.0,14647432.39237202,3310466195.0
397,226.01,225.31,135790232.0,13838702.316807954,3117998019.0
398,225.31,216.91,83155505.0,14333943.488082616,3109175682.0
399,216.91,222.49,74142168.0,13457558.991415344,2994172300.0
400,222.49,227.21,88164947.0,13520863.725188151,3072075447.0
401,227.21,222.91,80694160.0,14078108.478758244,3138151161.0
402,222.91,220.09,76979240.0,13991993.843427688,3079497925.0
403,220.09,220.65,79154588.0,13784489.694085656,3041547651.0
404,220.65,219.1,66708974.0,13920568.963943405,3049996660.0
405,219.1,222.04,65150874.0,13643570.658439921,3029418429.0
406,222.04,235.68,51632481.0,13029573.340970807,3070809845.0
407,235.68,259.01,137045816.0,12587348.770317748,3260249205.0
408,259.01,233.0,165435434.0,15382165.034334764,3584044453.0
409,233.0,235.92,199965388.0,13669564.69989827,3224923704.0
410,235.92,242.46,128976205.0,13471497.236657593,3266299220.0
411,242.46,234.62,121468768.0,14311353.124200836,3357729670.0
412,234.62,240.3,88821472.0,13525529.941739492,3250184845.0
413,240.3,244.08,71396085.0,13642356.928056374,3329826479.0
414,244.08,244.15,80482172.0,13856995.191480646,3383185376.0
415,244.15,235.55,64143296.0,14370429.747399703,3384954727.0
416,235.55,238.13,74180476.0,13718145.563347751,3266702003.0
417,238.13,238.73,61755699.0,13837021.476144599,3303312137.0
418,238.73,237.38,58732103.0,13954015.262448395,3312404143.0
419,237.38,236.17,57584610.0,13950015.649743829,3294575196.0
420,236.17,253.9,44991045.0,12913302.087435998,3278687400.0
421,253.9,253.6,137186495.0,13902928.02444795,3525782547.0
422,253.6,257.71,85884430.0,13668480.769081527,3522504179.0
423,257.71,269.96,58106060.0,13262948.562750038,3580465594.0
424,269.96,280.62,93658289.0,13369669.642220797,3751796695.0
425,280.62,273.02,128754966.0,14288635.576148268,3901083285.0
426,273.02,274.83,119553920.0,13813462.296692502,3796353843.0
427,274.83,272.34,98543018.0,14035157.8541529,3822334890.0
428,272.34,275.58,74704492.0,13748403.117062196,3788784931.0
429,275.58,274.58,50059695.0,13966339.03051934,3834877371.0
430,274.58,289.3,45050575.0,13207932.616660906,3821054906.0
431,289.3,290.31,111062141.0,13874155.805862699,4027806172.0
432,290.31,295.96,129285348.0,13660704.706717124,4043022165.0
433,295.96,293.92,73794326.0,14024616.262928687,4122115212.0
434,293.92,288.04,65277496.0,14218409.818080822,4095470764.0
435,288.04,281.49,67739327.0,14261690.01030232,4014523121.0
436,281.49,285.26,63244192.0,13756568.67769754,3924198781.0
437,285.26,290.1,32203957.0,13712043.050672181,3977863689.0
438,290.1,284.35,60818266.0,14229600.010550376,4046186763.0
439,284.35,255.61,50540131.0,15519752.96349908,3967004055.0
440,255.61,260.0,123648768.0,13719146.657692308,3566978131.0
441,260.0,260.91,133194355.0,13909913.939672682,3629235646.0
442,260.91,259.49,59404465.0,14037992.851362288,3642718765.0
443,259.49,267.8,54148215.0,13532136.661687827,3623906198.0
444,267.8,266.03,51503307.0,14061967.199188063,3740905134.0
445,266.03,245.17,73040650.0,15161391.104131827,3717118257.0
446,245.17,246.27,153991184.0,13914525.220286677,3426730126.0
447,246.27,247.56,175875958.0,13908181.968007756,3443109528.0
448,247.56,247.15,148675593.0,14007795.966012543,3462026773.0
