,Open_price,Close_price,Volume,cir_supply,mktcap
0,767.74,772.53,23448600.0,12114342.51097045,9358693020.0
1,772.53,825.47,16837800.0,11408146.583158685,9417082760.0
2,825.47,849.14,54171500.0,11850127.646795582,10062417390.0
3,849.14,919.41,36344700.0,11258255.744444808,10350952914.0
4,919.41,936.38,62414600.0,11969007.180845384,11207538944.0
5,936.38,826.5,88584600.0,13810528.701754386,11414401972.0
6,826.5,838.32,80268100.0,12057068.60148869,10107681750.0
7,838.32,853.29,78060300.0,12019761.403508773,10256342208.0
8,853.29,863.3,58813600.0,12097656.61067995,10443906952.0
9,863.3,905.72,29763600.0,11670758.558936536,10570439442.0
10,905.72,867.45,48299500.0,12789895.091359733,11094594497.0
11,867.45,840.96,40171100.0,12640539.039906772,10630187711.0
12,840.96,838.05,42950500.0,12301542.409164133,10309307616.0
13,838.05,860.44,23469400.0,11943775.735670121,10276902394.0
14,860.44,837.98,28600400.0,12596248.929568725,10555404678.0
15,837.98,812.9,18719700.0,12650879.634641407,10283900055.0
16,812.9,840.0,39266000.0,11880049.63095238,9979241690.0
17,840.0,838.17,18052700.0,12307362.468234368,10315662000.0
18,838.17,869.15,17574100.0,11842990.59195766,10293335273.0
19,869.15,869.57,25421600.0,12278866.474234391,10677333920.0
20,869.57,865.03,26779700.0,12354226.05921182,10686776168.0
21,865.03,846.97,17879900.0,12556554.343129037,10635024832.0
22,846.97,808.32,18412100.0,12887550.927850356,10417265166.0
23,808.32,804.39,20176000.0,12363887.427740276,9945387408.0
24,804.39,853.51,31742800.0,11599997.253693571,9900713656.0
25,853.51,891.86,22676800.0,11783014.37445339,10508799200.0
26,891.86,777.0,32539200.0,14136899.25997426,10984370725.0
27,777.0,816.85,61878700.0,11720063.108281814,9573533550.0
28,816.85,817.17,33409200.0,12320173.586891346,10067676250.0
29,817.17,817.93,16261700.0,12317469.272431627,10074827642.0
30,817.93,832.52,31107400.0,12117182.190217653,10087796517.0
31,832.52,836.41,14722200.0,12280717.605002332,10271715012.0
32,836.41,813.38,19347600.0,12692299.119722638,10323662258.0
33,813.38,832.36,12759200.0,12066042.20289298,10043290888.0
34,832.36,830.92,14823400.0,12373205.90189188,10281144248.0
35,830.92,805.08,15706200.0,12753070.759427633,10267242207.0
36,805.08,721.32,47441900.0,13795778.867908834,9951171213.0
37,721.32,701.61,65733100.0,12712107.110788044,8918941470.0
38,701.61,672.07,86940400.0,12912742.290237622,8678266711.0
39,672.07,689.65,34864400.0,12057792.39324295,8315656524.0
40,689.65,697.76,38527400.0,12232797.34005962,8535556672.0
41,697.76,655.26,121884000.0,13183975.325824864,8638931672.0
42,655.26,651.91,65970400.0,12449522.866653373,8115968452.0
43,651.91,623.57,19109100.0,12953597.121413793,8077474557.0
44,623.57,644.1,90917600.0,11999898.402421983,7729134561.0
45,644.1,613.85,57350800.0,13010641.622546224,7986582360.0
46,613.85,645.14,24104900.0,11802796.735592274,7614456286.0
47,645.14,625.01,48516100.0,12808482.040287355,8005429360.0
48,625.01,620.99,22066400.0,12493179.846696405,7758139753.0
49,620.99,593.89,13276100.0,12984362.504840964,7711283048.0
50,593.89,582.75,35743400.0,12659640.516516516,7377405511.0
51,582.75,571.06,56059000.0,12680726.126851821,7241455462.0
52,571.06,622.97,21675800.0,11394456.054063598,7098404288.0
53,622.97,572.39,44590700.0,13533590.35273153,7746491782.0
54,572.39,489.31,47229500.0,14551370.14775909,7120130927.0
55,489.31,567.25,111102000.0,10733960.475980608,6088839080.0
56,567.25,586.28,75039300.0,12044072.637647541,7061198906.0
57,586.28,567.2,38219000.0,12871931.412200281,7300959497.0
58,567.2,560.11,24649000.0,12615240.506329114,7065922360.0
59,560.11,561.35,22903800.0,12433798.425224904,6979712746.0
60,561.35,585.79,11143900.0,11945014.170607215,6997269851.0
61,585.79,675.0,33049800.0,10820821.36,7304054418.0
62,675.0,658.24,86124600.0,12789995.86017258,8418886875.0
63,658.24,654.55,26946700.0,12547112.330608817,8212712376.0
64,654.55,617.62,16659800.0,13227104.051034616,8169324004.0
65,617.62,610.37,29823000.0,12633373.235906089,7711032022.0
66,610.37,636.17,21353000.0,11982913.90194445,7623170337.0
67,636.17,621.17,15489000.0,12795192.773314875,7947989895.0
68,621.17,624.23,16425700.0,12436336.273488939,7763134192.0
69,624.23,638.07,12542300.0,12230606.372341592,7803983008.0
70,638.07,639.03,20806300.0,12487237.488067854,7979719372.0
71,639.03,629.67,12866600.0,12696290.096399702,7994472985.0
72,629.67,638.07,11939800.0,12349133.591925649,7879611671.0
73,638.07,629.55,5963930.0,12687589.424191885,7987471922.0
74,629.55,623.71,4834240.0,12639398.970675474,7883319532.0
75,623.71,612.62,13371500.0,12753312.392674088,7812934238.0
76,612.62,610.64,23217800.0,12570870.20830604,7676276184.0
77,610.64,592.07,15227500.0,12927141.533940243,7653772688.0
78,592.07,582.3,20048500.0,12748823.78842521,7423640092.0
79,582.3,561.22,38053400.0,13013961.567656176,7303695511.0
80,561.22,567.78,17983700.0,12402183.104371412,7041711523.0
81,567.78,571.42,10283000.0,12472492.567638515,7127031703.0
82,571.42,582.55,17185800.0,12317464.044288045,7175538679.0
83,582.55,584.44,18634700.0,12520429.260488672,7317439677.0
84,584.44,567.64,17583200.0,12936019.912268339,7343002343.0
85,567.64,503.66,22316700.0,14162993.301036412,7133333206.0
86,503.66,502.3,79571600.0,12605011.443360541,6331497248.0
87,502.3,469.94,26810900.0,13442382.431799805,6317113200.0
88,469.94,457.4,17867800.0,12925555.306077832,5912148997.0
89,457.4,478.72,56838500.0,12024375.919117646,5756309240.0
90,478.72,437.52,35685800.0,13767030.485463522,6023351178.0
91,437.52,447.08,49647600.0,12316171.148340343,5506313797.0
92,447.08,448.88,40765500.0,12484485.945018714,5604036051.0
93,448.88,464.83,22925500.0,12136939.20142848,5641613449.0
94,464.83,460.7,13404500.0,12643513.514217496,5824866676.0
95,460.7,457.79,10241400.0,12688920.734397868,5808861023.0
96,457.79,450.46,9802770.0,12821651.667184656,5775641210.0
97,450.46,440.2,10921600.0,12990866.969559291,5718579640.0
98,440.2,360.84,13204400.0,15490467.284669107,5589580215.0
99,360.84,420.06,55868300.0,10979186.918535447,4611917257.0
100,420.06,420.66,62562800.0,12642119.348167164,5318033925.0
101,420.66,414.95,19226500.0,12825339.211953247,5321874506.0
102,414.95,457.63,22493500.0,11438645.32264056,5234667259.0
103,457.63,520.12,50730200.0,11155698.93101592,5802302128.0
104,520.12,529.16,49561000.0,12327037.092750775,6522974948.0
105,529.16,494.4,56480100.0,13500149.25566343,6674473792.0
106,494.4,478.23,34025500.0,13129231.514125003,6278792387.0
107,478.23,501.55,19042400.0,12110689.582294885,6074116360.0
108,501.55,497.32,19588200.0,12775878.768197538,6353700029.0
109,497.32,492.67,12103100.0,12813641.95912071,6312896984.0
110,492.67,484.85,15171400.0,12962084.01567495,6284666435.0
111,484.85,487.53,9770190.0,12690572.672450926,6187034895.0
112,487.53,494.27,8412033.0,12608332.735144759,6231920621.0
113,494.27,458.81,9512215.0,13840178.995662693,6350012525.0
114,458.81,453.8,44062362.0,12906742.765535478,5857079867.0
115,453.8,437.92,11997980.0,13296439.17153818,5822776642.0
116,437.92,436.92,9760122.0,12685892.856815893,5542720307.0
117,436.92,443.27,20781688.0,12619543.289642882,5593864954.0
118,443.27,445.0,15011936.0,12772414.660674157,5683724524.0
119,445.0,455.09,13054746.0,12504801.610670418,5690810165.0
120,455.09,443.47,11953625.0,13126988.233702391,5821425472.0
121,443.47,434.03,8165770.0,13171038.700089857,5716625927.0
122,434.03,433.94,9446959.0,12836850.610683504,5570422954.0
123,433.94,429.08,5229831.0,12945784.949193625,5554777406.0
124,429.08,426.76,8567756.0,12932214.692098605,5518951942.0
125,426.76,439.3,10822749.0,12436773.305258365,5463474513.0
126,439.3,437.36,16360711.0,12783059.60993232,5590798951.0
127,437.36,447.49,8491459.0,12536170.305481687,5609810850.0
128,447.49,452.51,8820053.0,12662998.260811916,5730133343.0
129,452.51,436.28,5529665.0,13283999.039607592,5795543101.0
130,436.28,439.19,11522907.0,12748369.678271363,5598956479.0
131,439.19,437.31,5903394.0,12882461.002492512,5633629021.0
132,437.31,444.25,5619474.0,12662484.036015756,5625308533.0
133,444.25,444.25,6764834.0,12761084.447945977,5669111766.0
134,444.25,445.17,6219944.0,12833089.233326593,5712906334.0
135,445.17,445.85,5292981.0,12841130.23438376,5725217915.0
136,445.85,444.21,2642092.0,12917241.680736588,5737967927.0
137,444.21,443.87,7828553.0,12855488.753463851,5706165793.0
138,443.87,483.42,11697296.0,11805424.829340946,5706978471.0
139,483.42,488.77,59415447.0,12715411.009268163,6214911439.0
140,488.77,522.61,20125942.0,12044205.830351505,6294422409.0
141,522.61,524.48,28758404.0,12806216.824283099,6716604600.0
142,524.48,523.11,30253344.0,12737214.656573188,6662964359.0
143,523.11,569.38,10236387.0,11816296.722751062,6727963028.0
144,569.38,579.62,43762385.0,12638231.565508436,7325371780.0
145,579.62,569.48,26174592.0,13133622.318606447,7479335238.0
146,569.48,571.55,33059214.0,12816284.662759164,7325147499.0
147,571.55,565.26,15739188.0,13095221.843045678,7402205099.0
148,565.26,621.15,14362991.0,11736715.385977622,7290260762.0
149,621.15,620.5,42271700.0,12728054.646253021,7897757908.0
150,620.5,640.16,18656368.0,12508199.006498376,8007248676.0
151,640.16,656.41,53565200.0,12330899.25656221,8094125581.0
152,656.41,667.37,41153744.0,12717963.098431155,8487587033.0
153,667.37,641.18,37419432.0,13382060.906453727,8580309812.0
154,641.18,658.1,43722722.0,12534847.40464975,8249183077.0
155,658.1,648.63,24809750.0,13071477.304472504,8478552324.0
156,648.63,651.71,14032413.0,12903520.381764894,8409353268.0
157,651.71,649.9,12954147.0,12968466.82412679,8428206589.0
158,649.9,643.91,6819174.0,13115947.270581294,8445489607.0
159,643.91,649.06,15165258.0,12772718.665454658,8290260777.0
160,649.06,630.04,13698528.0,13268194.582883628,8359493315.0
161,630.04,567.18,20706209.0,14310762.997637436,8116778557.0
162,567.18,594.68,41032286.0,12291168.088719985,7309311839.0
163,594.68,570.0,37950646.0,13449701.803508772,7666330028.0
164,570.0,583.41,33752602.0,12599480.30715963,7350662806.0
165,583.41,592.52,19377537.0,12702277.781340715,7526353631.0
166,592.52,607.16,25803391.0,12594075.251992885,7646618730.0
167,607.16,604.19,14064825.0,12973324.512156771,7838352937.0
168,604.19,593.39,14955836.0,13148863.187785437,7802403927.0
169,593.39,590.06,11266428.0,12990790.012880048,7665345555.0
170,590.06,591.26,14899961.0,12896413.17017894,7625133251.0
171,591.26,595.04,8305000.0,12845206.816348482,7643411864.0
172,595.04,586.15,9952321.0,13127403.95973727,7694627831.0
173,586.15,582.41,11249421.0,13019409.374839032,7582634214.0
174,582.41,561.47,11613406.0,13423775.223965662,7537047075.0
175,561.47,579.59,18237241.0,12541083.001777118,7268686297.0
176,579.59,598.24,12733877.0,12546215.17284033,7505647765.0
177,598.24,594.87,19906419.0,13028068.130852118,7750006889.0
178,594.87,598.49,13624207.0,12881100.858828051,7709210053.0
179,598.49,637.75,8878656.0,12165406.6875735,7758488115.0
180,637.75,643.94,47015974.0,12842230.005901169,8269625590.0
181,643.94,648.11,38496542.0,12886474.592276001,8351853048.0
