date,mktcap,vol,open_price,close_price
2021-10-05,315984923.0,50832495.0,0.686107,NIF
2021-10-04,307489451.0,26675096.0,0.666416,0.686107
2021-10-03,308415782.0,33260858.0,0.668394,0.666416
2021-10-02,310701985.0,47931628.0,0.675746,0.668394
2021-10-01,292987503.0,191601884.0,0.640825,0.675746
2021-09-30,258816571.0,23927975.0,0.56212,0.640825
2021-09-29,265491923.0,46175720.0,0.574415,0.56212
2021-09-28,282924231.0,29958162.0,0.61352,0.574415
2021-09-27,296276944.0,33796371.0,0.642474,0.61352
2021-09-26,311347975.0,34878588.0,0.6741,0.642474
2021-09-25,334706884.0,95613746.0,0.713356,0.6741
2021-09-24,363728915.0,162184506.0,0.789905,0.713356
2021-09-23,389855893.0,56101974.0,0.845248,0.789905
2021-09-22,344403176.0,185513084.0,0.731684,0.845248
2021-09-21,383406705.0,434115127.0,0.811497,0.731684
2021-09-20,395553274.0,59212634.0,0.856087,0.811497
2021-09-19,427100180.0,146954030.0,0.925994,0.856087
2021-09-18,461331415.0,685961620.0,1.01,0.925994
2021-09-17,358352714.0,86776696.0,0.778956,1.01
2021-09-16,345266770.0,105670914.0,0.73579,0.778956
2021-09-15,329649279.0,60789710.0,0.714413,0.73579
2021-09-14,332199666.0,154547030.0,0.721945,0.714413
2021-09-13,386880146.0,135047768.0,0.835537,0.721945
2021-09-12,369750693.0,111814339.0,0.80993,0.835537
2021-09-11,375874296.0,135206768.0,0.815944,0.80993
2021-09-10,408867602.0,145551039.0,0.886274,0.815944
2021-09-09,383097212.0,178097092.0,0.812424,0.886274
2021-09-08,366673883.0,126693433.0,0.770863,0.812424
2021-09-07,380259171.0,981050176.0,0.837507,0.770863
2021-09-06,299493034.0,145908102.0,0.650089,0.837507
2021-09-05,359458351.0,725147414.0,0.781833,0.650089
2021-09-04,337682638.0,1530223738.0,0.730077,0.781833
2021-09-03,235829372.0,181128404.0,0.508345,0.730077
2021-09-02,225101525.0,381400799.0,0.488779,0.508345
2021-09-01,200816444.0,257510054.0,0.435321,0.488779
2021-08-31,182684856.0,132164770.0,0.396711,0.435321
2021-08-30,174181777.0,39458571.0,0.376602,0.396711
2021-08-29,172540316.0,15984552.0,0.374139,0.376602
2021-08-28,175578636.0,52104356.0,0.379646,0.374139
2021-08-27,157886980.0,19777093.0,0.34297,0.379646
2021-08-26,165335647.0,134152865.0,0.358703,0.34297
2021-08-25,156872701.0,49272138.0,0.33986,0.358703
2021-08-24,168403575.0,320713975.0,0.365436,0.33986
2021-08-23,146279837.0,21354556.0,0.317502,0.365436
2021-08-22,138143273.0,17243754.0,0.29956,0.317502
2021-08-21,134802645.0,11969314.0,0.29299,0.29956
2021-08-20,127429474.0,13744891.0,0.281629,0.29299
2021-08-19,127304590.0,16474190.0,0.275991,0.281629
2021-08-18,131845241.0,75831289.0,0.284749,0.275991
2021-08-17,141059602.0,29156489.0,0.30307,0.284749
2021-08-16,133693353.0,14691549.0,0.290678,0.30307
2021-08-15,131715831.0,18461972.0,0.285754,0.290678
2021-08-14,132112391.0,17546364.0,0.286634,0.285754
2021-08-13,125857945.0,21049265.0,0.272839,0.286634
2021-08-12,130154087.0,20026216.0,0.283045,0.272839
2021-08-11,126286910.0,16917372.0,0.274298,0.283045
2021-08-10,124508318.0,18145768.0,0.271628,0.274298
2021-08-09,122849420.0,15014553.0,0.266818,0.271628
2021-08-08,128971151.0,20098941.0,0.280039,0.266818
2021-08-07,126938856.0,19610039.0,0.275158,0.280039
2021-08-06,127357045.0,66581939.0,0.275977,0.275158
2021-08-05,118638128.0,15459440.0,0.256675,0.275977
2021-08-04,117562430.0,32716559.0,0.254366,0.256675
2021-08-03,122789845.0,116296123.0,0.265958,0.254366
2021-08-02,120839210.0,30357903.0,0.262339,0.265958
2021-08-01,121283657.0,34979027.0,0.262751,0.262339
2021-07-31,113283505.0,37576116.0,0.245671,0.262751
2021-07-30,110574068.0,28662880.0,0.240868,0.245671
2021-07-29,109540732.0,170398676.0,0.238211,0.240868
2021-07-28,100088354.0,13068127.0,0.220566,0.238211
2021-07-27,94421452.0,18734272.0,0.204619,0.220566
2021-07-26,88944298.0,6972299.0,0.192891,0.204619
2021-07-25,87640027.0,8095702.0,0.189977,0.192891
2021-07-24,86061967.0,6710258.0,0.186341,0.189977
2021-07-23,85749224.0,14395645.0,0.185574,0.186341
2021-07-22,83619530.0,11428332.0,0.182331,0.185574
2021-07-21,76686706.0,16898231.0,0.165653,0.182331
2021-07-20,82489097.0,9029820.0,0.178886,0.165653
2021-07-19,87276863.0,11391894.0,0.188976,0.178886
2021-07-18,88222605.0,11126114.0,0.19133,0.188976
2021-07-17,82380656.0,9973020.0,0.178656,0.19133
2021-07-16,90619185.0,11989537.0,0.195277,0.178656
2021-07-15,94870227.0,14402302.0,0.205645,0.195277
2021-07-14,99745449.0,31495035.0,0.214378,0.205645
2021-07-13,97341078.0,24174525.0,0.211237,0.214378
2021-07-12,98114580.0,12819650.0,0.212854,0.211237
2021-07-11,92151514.0,12107326.0,0.199682,0.212854
2021-07-10,93263197.0,20651783.0,0.201981,0.199682
